timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-29T19:31:47,codecarbon,26bdd3f9-2419-40ef-9a13-cdb1b70552e0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,128.97818465300008,0.0005009453672933236,3.883954241107172e-06,75.74666666666666,0.0,20.0,0.0030499166720229483,0,0.0007740937653306666,0.003824010437353615,Spain,ESP,,gcp,europe-southwest1,Linux-4.15.0-1002-azure-fips-x86_64-with-glibc2.27,3.10.6,3.0.0,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,,,31.41543960571289,machine,Y,1.12
