timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-02T19:37:02,codecarbon,9c07beec-89e1-428d-90ce-903c52a7e146,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,495.8236422560003,0.0008892400331376579,1.7934603301520896e-06,24.545624999999998,0.0,20.0,0.0038067060990249597,0,0.002981385756987697,0.006788091856012655,Spain,ESP,,gcp,europe-southwest1,Linux-6.8.0-1026-azure-x86_64-with-glibc2.35,3.10.16,3.0.0,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,,,31.341808319091797,machine,Y,1.12
