,habitat_id,habitat_code,habitat_priority,habitat_np,habitat_cover,habitat_caves,habitat_data_quality,habitat_representativity,habitat_relative_surface,habitat_conservation,habitat_global,site_code,habitat_cover_ha,year,id_reporte
2775,11481,1430,0,0,1.0,,M,A,C,A,A,ES0000257,13.854,2023,135
2776,11584,9340,0,0,2.0,,M,B,C,B,B,ES0000257,127.736,2023,135
2777,11562,8310,0,0,1.0,,M,A,C,A,A,ES0000257,16.612,2023,135
2778,11501,3150,0,0,1.0,,M,A,C,A,A,ES0000257,0.033,2023,135
2779,11538,6220,0,0,14.0,,M,A,C,A,A,ES0000257,1043.516,2023,135
2780,11482,1510,0,0,1.0,,M,B,C,B,B,ES0000257,0.562,2023,135
2781,11480,1420,0,0,1.0,,M,B,C,B,B,ES0000257,0.474,2023,135
2782,11489,2190,0,0,,,G,B,B,B,B,ES0000258,63.0,2023,135
2783,11515,4030,0,0,4.37,,G,C,C,B,C,ES0000258,571.22,2023,135
2784,11467,1150,0,0,0.84,,G,A,C,B,B,ES0000258,118.86,2023,135
2785,11501,3150,0,0,0.49,,G,A,C,B,B,ES0000258,3.39,2023,135
2786,11509,3260,0,0,,,G,A,C,B,B,ES0000258,2.54,2023,135
2787,11478,1330,0,0,0.38,,G,A,C,B,B,ES0000258,1.56,2023,135
2788,11542,6420,0,0,0.53,,G,C,C,C,C,ES0000258,36.3,2023,135
2789,11541,6410,0,0,,,G,A,C,C,C,ES0000258,4.14,2023,135
2790,11559,8220,0,0,,,G,A,C,A,A,ES0000258,7.18,2023,135
2791,11544,6510,0,0,,,G,C,C,C,C,ES0000258,29.71,2023,135
2792,11560,8230,0,0,,,G,A,C,B,B,ES0000258,147.16,2023,135
2793,11564,8330,0,0,,,G,A,C,A,A,ES0000258,1.35,2023,135
2794,11514,4020,0,0,6.59,,G,B,C,C,C,ES0000258,280.51,2023,135
2795,11484,2110,0,0,0.5,,G,C,C,C,C,ES0000258,0.5,2023,135
2796,11574,91E0,0,0,0.06,,G,B,C,B,B,ES0000258,31.63,2023,135
2797,11551,7210,0,0,,,G,A,C,A,A,ES0000258,3.74,2023,135
2798,11465,1130,0,0,,,M,A,C,B,B,ES0000258,3.82,2023,135
2799,11552,7220,0,0,,,G,A,C,A,A,ES0000258,1.37,2023,135
2800,11471,1210,0,0,0.32,,G,A,C,B,B,ES0000258,1.93,2023,135
2801,11463,1110,0,0,,,M,A,C,A,A,ES0000258,861.9,2023,135
2802,11469,1170,0,0,,,M,A,C,A,A,ES0000258,229.71,2023,135
2803,11538,6220,0,0,,,G,A,C,B,B,ES0000258,4.73,2023,135
2804,11543,6430,0,0,0.15,,G,B,C,B,B,ES0000258,1.62,2023,135
2805,11491,2230,0,0,0.13,,G,C,C,C,C,ES0000258,0.5,2023,135
2806,11557,8130,0,0,,,G,A,C,A,A,ES0000258,2.95,2023,135
2807,11516,4040,0,0,3.72,,G,A,C,B,B,ES0000258,1.22,2023,135
2808,11466,1140,0,0,,,M,A,C,B,B,ES0000258,78.77,2023,135
2809,11473,1230,0,0,4.59,,G,A,B,A,A,ES0000258,133.62,2023,135
2810,11485,2120,0,0,0.72,,G,C,C,C,C,ES0000258,53.92,2023,135
2811,11486,2130,0,0,2.01,,G,B,B,B,B,ES0000258,413.28,2023,135
2812,11468,1160,0,0,,,M,A,C,A,A,ES0000258,212.07,2023,135
2813,11494,2260,0,0,0.03,,G,B,C,B,B,ES0000258,2.85,2023,135
2814,11562,8310,0,0,,,G,B,C,B,B,ES0000258,1.33,2023,135
2815,11526,5230,0,0,,,G,A,C,B,B,ES0000258,4.92,2023,135
2816,11590,9530,0,0,3.0,,M,B,C,B,B,ES0000259,40.77,2023,135
2817,11584,9340,0,0,14.0,,M,B,C,A,A,ES0000259,201.15,2023,135
2818,11524,5210,0,0,9.0,,M,A,C,A,A,ES0000259,135.24,2023,135
2819,11558,8210,0,0,15.0,,M,A,C,A,A,ES0000259,216.74,2023,135
2820,11520,4090,0,0,12.0,,M,B,C,B,B,ES0000259,176.55,2023,135
2821,11538,6220,0,0,7.0,,M,C,C,C,C,ES0000259,97.12,2023,135
2822,11491,2230,0,0,1.0,,M,B,C,B,B,ES0000260,3.33,2023,135
2823,11480,1420,0,0,1.0,,M,A,C,A,A,ES0000260,202.63,2023,135
2824,11479,1410,0,0,1.0,,M,B,C,B,B,ES0000260,9.11,2023,135
2825,11532,6110,0,0,1.0,,M,A,C,A,A,ES0000260,0.787,2023,135
2826,11481,1430,0,0,1.0,,M,B,C,B,B,ES0000260,32.31,2023,135
2827,11525,5220,0,0,1.0,,M,A,C,A,A,ES0000260,12.44,2023,135
2828,11490,2210,0,0,1.0,,M,A,C,A,A,ES0000260,5.36,2023,135
2829,11485,2120,0,0,1.0,,M,C,C,C,C,ES0000260,1.46,2023,135
2830,11558,8210,0,0,1.0,,M,A,C,A,A,ES0000260,0.787,2023,135
2831,11529,5330,0,0,1.0,,M,B,C,B,B,ES0000260,43.48,2023,135
2832,11482,1510,0,0,1.0,,M,A,C,A,A,ES0000260,130.26,2023,135
2833,11471,1210,0,0,1.0,,M,B,C,B,B,ES0000260,4.85,2023,135
2834,11484,2110,0,0,1.0,,M,B,C,B,B,ES0000260,2.82,2023,135
2835,11538,6220,0,0,1.0,,M,B,C,B,B,ES0000260,17.55,2023,135
2836,11492,2240,0,0,1.0,,M,A,C,A,A,ES0000260,1.335,2023,135
2837,11474,1240,0,0,1.0,,M,B,C,B,B,ES0000260,0.245,2023,135
2838,11467,1150,0,0,93.0,,M,C,A,C,C,ES0000260,13497.62,2023,135
2839,11476,1310,0,0,1.0,,M,B,C,B,B,ES0000260,5.19,2023,135
2840,11494,2260,0,0,1.0,,M,C,C,C,C,ES0000260,0.02,2023,135
2841,11463,1110,0,0,19.0,,M,C,A,C,C,ES0000260,13435.56,2023,135
2842,11469,1170,0,0,1.0,,P,B,C,B,B,ES0000260,22.79,2023,135
2843,11581,92D0,0,0,1.0,,M,B,C,B,B,ES0000260,13.47,2023,135
2844,11479,1410,0,0,1.0,,M,B,C,B,B,ES0000261,2.407,2023,135
2845,11579,92A0,0,0,1.0,,M,B,C,B,B,ES0000261,0.316,2023,135
2846,11581,92D0,0,0,1.0,,M,B,C,B,B,ES0000261,45.279,2023,135
2847,11529,5330,0,0,29.0,,M,B,C,B,B,ES0000261,6548.835,2023,135
2848,11525,5220,0,0,2.0,,M,B,C,B,B,ES0000261,525.309,2023,135
2849,11532,6110,0,0,3.0,,M,A,B,A,A,ES0000261,736.45,2023,135
2850,11538,6220,0,0,10.0,,M,A,C,A,A,ES0000261,2309.119,2023,135
2851,11512,3290,0,0,1.0,,M,B,C,B,B,ES0000261,4.18,2023,135
2852,11584,9340,0,0,1.0,,M,C,C,C,C,ES0000261,14.302,2023,135
2853,11558,8210,0,0,13.0,,M,A,B,A,A,ES0000261,2780.492,2023,135
2854,11520,4090,0,0,4.0,,M,A,C,A,A,ES0000261,968.372,2023,135
2855,11508,3250,0,0,1.0,,M,B,C,B,B,ES0000261,21.317,2023,135
2856,11481,1430,0,0,1.0,,M,B,C,B,B,ES0000261,61.372,2023,135
2857,11484,2110,0,0,1.0,,M,B,C,B,B,ES0000261,0.06,2023,135
2858,11557,8130,0,0,1.0,,M,A,C,A,A,ES0000261,3.132,2023,135
2859,11552,7220,0,0,1.0,,M,C,C,C,C,ES0000261,1.969,2023,135
2860,11482,1510,0,0,1.0,,M,B,C,B,B,ES0000261,20.176,2023,135
2861,11480,1420,0,0,1.0,,M,C,C,C,C,ES0000261,0.065,2023,135
2862,11474,1240,0,0,1.0,,M,B,C,B,B,ES0000261,6.669,2023,135
2863,11524,5210,0,0,3.0,,M,B,C,B,B,ES0000261,569.382,2023,135
2864,11471,1210,0,0,1.0,,M,B,C,B,B,ES0000261,0.949,2023,135
2865,11542,6420,0,0,1.0,,M,B,C,B,B,ES0000261,12.247,2023,135
2866,11511,3280,0,0,1.0,,M,A,C,A,A,ES0000261,1.969,2023,135
2867,11532,6110,0,0,1.0,,M,A,C,A,A,ES0000262,268.005,2023,135
2868,11479,1410,0,0,1.0,,M,B,C,B,B,ES0000262,36.849,2023,135
2869,11482,1510,0,0,1.0,,M,A,C,A,A,ES0000262,0.483,2023,135
2870,11542,6420,0,0,1.0,,M,A,C,A,A,ES0000262,10.651,2023,135
2871,11538,6220,0,0,8.0,,M,B,C,B,B,ES0000262,1987.828,2023,135
2872,11579,92A0,0,0,1.0,,M,B,C,B,B,ES0000262,1.248,2023,135
2873,11524,5210,0,0,8.0,,M,B,C,B,B,ES0000262,2127.193,2023,135
2874,11508,3250,0,0,1.0,,M,B,C,B,B,ES0000262,7.794,2023,135
2875,11515,4030,0,0,1.0,,M,A,C,A,A,ES0000262,3.119,2023,135
2876,11483,1520,0,0,1.0,,M,B,C,B,B,ES0000262,2.976,2023,135
2877,11511,3280,0,0,1.0,,M,A,C,A,A,ES0000262,8.816,2023,135
2878,11584,9340,0,0,2.0,,M,B,C,B,B,ES0000262,570.479,2023,135
2879,11525,5220,0,0,1.0,,M,B,C,B,B,ES0000262,9.389,2023,135
2880,11558,8210,0,0,3.0,,M,A,C,A,A,ES0000262,656.834,2023,135
2881,11500,3140,0,0,1.0,,M,A,C,A,A,ES0000262,0.898,2023,135
2882,11520,4090,0,0,7.0,,M,A,C,A,A,ES0000262,1724.668,2023,135
2883,11529,5330,0,0,7.0,,M,B,C,B,B,ES0000262,1811.109,2023,135
2884,11591,9540,0,0,6.0,,M,A,C,A,A,ES0000262,1492.77,2023,135
2885,11581,92D0,0,0,1.0,,M,B,C,B,B,ES0000262,176.08,2023,135
2886,11524,5210,0,0,11.0,,M,C,C,C,C,ES0000263,101.418,2023,135
2887,11520,4090,0,0,11.0,,M,A,C,A,A,ES0000263,101.418,2023,135
2888,11538,6220,0,0,11.0,,M,B,C,B,B,ES0000263,101.418,2023,135
2889,11538,6220,0,0,8.0,,M,B,C,B,B,ES0000264,888.15,2023,135
2890,11482,1510,0,0,1.0,,M,B,C,B,B,ES0000264,59.384,2023,135
2891,11584,9340,0,0,1.0,,M,B,C,B,B,ES0000264,1.072,2023,135
2892,11474,1240,0,0,1.0,,M,B,C,B,B,ES0000264,26.583,2023,135
2893,11524,5210,0,0,1.0,,M,C,C,C,C,ES0000264,8.936,2023,135
2894,11532,6110,0,0,2.0,,M,A,C,A,A,ES0000264,234.812,2023,135
2895,11594,9570,0,0,1.0,,M,C,C,C,C,ES0000264,4.698,2023,135
2896,11558,8210,0,0,13.0,,M,A,C,A,A,ES0000264,1423.114,2023,135
2897,11542,6420,0,0,1.0,,M,B,C,B,B,ES0000264,6.488,2023,135
2898,11581,92D0,0,0,1.0,,M,B,C,B,B,ES0000264,18.925,2023,135
2899,11508,3250,0,0,1.0,,M,B,C,B,B,ES0000264,20.515,2023,135
2900,11471,1210,0,0,1.0,,M,A,C,A,A,ES0000264,0.472,2023,135
2901,11525,5220,0,0,3.0,,M,B,C,B,B,ES0000264,329.219,2023,135
2902,11529,5330,0,0,30.0,,M,B,C,B,B,ES0000264,3328.645,2023,135
2903,11481,1430,0,0,1.0,,M,B,C,B,B,ES0000264,85.749,2023,135
2904,11508,3250,0,0,1.0,,M,A,C,A,A,ES0000265,0.53,2023,135
2905,11479,1410,0,0,1.0,,M,B,C,B,B,ES0000265,23.38,2023,135
2906,11491,2230,0,0,1.0,,M,A,C,A,A,ES0000265,0.31,2023,135
2907,11538,6220,0,0,7.0,,M,A,C,A,A,ES0000265,1999.47,2023,135
2908,11562,8310,0,0,1.0,7.0,M,A,C,A,A,ES0000265,15.82,2023,135
2909,11543,6430,0,0,1.0,,M,C,C,C,C,ES0000265,0.06,2023,135
2910,11480,1420,0,0,1.0,,M,A,C,A,A,ES0000265,37.17,2023,135
2911,11542,6420,0,0,1.0,,M,A,C,A,A,ES0000265,10.35,2023,135
2912,11524,5210,0,0,5.0,,M,B,C,B,B,ES0000265,1408.79,2023,135
2913,11520,4090,0,0,5.0,,M,B,C,A,A,ES0000265,1293.69,2023,135
2914,11579,92A0,0,0,1.0,,M,A,C,A,A,ES0000265,193.68,2023,135
2915,11558,8210,0,0,2.0,,M,A,C,A,A,ES0000265,490.91,2023,135
2916,11501,3150,0,0,1.0,,M,A,C,A,A,ES0000265,0.78,2023,135
2917,11529,5330,0,0,3.0,,M,B,C,A,A,ES0000265,894.84,2023,135
2918,11482,1510,0,0,1.0,,M,A,C,A,A,ES0000265,102.84,2023,135
2919,11483,1520,0,0,1.0,,M,A,C,B,B,ES0000265,260.94,2023,135
2920,11581,92D0,0,0,1.0,,M,B,C,A,A,ES0000265,7.28,2023,135
2921,11476,1310,0,0,1.0,,M,A,C,A,A,ES0000265,2.51,2023,135
2922,11532,6110,0,0,1.0,,M,A,C,A,A,ES0000265,121.27,2023,135
2923,11552,7220,0,0,1.0,,M,A,C,A,A,ES0000265,0.63,2023,135
2924,11584,9340,0,0,1.0,,M,B,C,B,B,ES0000265,1293.69,2023,135
2925,11481,1430,0,0,1.0,,M,A,C,A,A,ES0000265,57.31,2023,135
2926,11500,3140,0,0,1.0,,M,A,C,A,A,ES0000265,0.23,2023,135
2927,11511,3280,0,0,1.0,,M,A,C,A,A,ES0000265,0.68,2023,135
2928,11529,5330,0,0,13.0,,M,B,C,B,B,ES0000266,2863.97,2023,135
2929,11501,3150,0,0,1.0,,M,A,C,A,A,ES0000266,4.23,2023,135
2930,11558,8210,0,0,9.0,,M,A,C,A,A,ES0000266,2009.16,2023,135
2931,11503,3170,0,0,1.0,,M,B,C,B,B,ES0000266,62.67,2023,135
2932,11581,92D0,0,0,1.0,,M,A,C,A,A,ES0000266,66.26,2023,135
2933,11500,3140,0,0,1.0,,M,A,C,A,A,ES0000266,4.14,2023,135
2934,11590,9530,0,0,1.0,,M,A,C,A,A,ES0000266,319.38,2023,135
2935,11557,8130,0,0,1.0,,M,A,C,A,A,ES0000266,85.74,2023,135
2936,11538,6220,0,0,12.0,,M,A,C,A,A,ES0000266,2620.04,2023,135
2937,11543,6430,0,0,1.0,,M,A,C,A,A,ES0000266,1.76,2023,135
2938,11579,92A0,0,0,1.0,,M,A,C,A,A,ES0000266,10.86,2023,135
2939,11552,7220,0,0,1.0,,M,B,B,B,B,ES0000266,62.72,2023,135
2940,11508,3250,0,0,1.0,,M,A,C,A,A,ES0000266,5.13,2023,135
2941,11532,6110,0,0,1.0,,M,A,C,A,A,ES0000266,90.69,2023,135
2942,11542,6420,0,0,1.0,,M,B,C,B,B,ES0000266,184.7,2023,135
2943,11536,6170,0,0,1.0,,M,A,C,A,A,ES0000266,51.98,2023,135
2944,11511,3280,0,0,1.0,,M,A,C,A,A,ES0000266,0.91,2023,135
2945,11584,9340,0,0,6.0,,M,B,C,B,B,ES0000266,1243.74,2023,135
2946,11520,4090,0,0,10.0,,M,A,C,A,A,ES0000266,2214.08,2023,135
2947,11577,9240,0,0,1.0,,M,A,C,A,A,ES0000266,17.56,2023,135
2948,11524,5210,0,0,17.0,,M,B,C,B,B,ES0000266,3565.97,2023,135
2949,11551,7210,0,0,1.0,,M,A,C,A,A,ES0000266,0.32,2023,135
2950,11581,92D0,0,0,1.0,,M,A,C,A,A,ES0000267,5.39,2023,135
2951,11508,3250,0,0,1.0,,M,A,C,A,A,ES0000267,1.59,2023,135
2952,11584,9340,0,0,3.0,,M,B,C,B,B,ES0000267,639.28,2023,135
2953,11538,6220,0,0,12.0,,M,B,C,B,B,ES0000267,2585.75,2023,135
2954,11529,5330,0,0,1.0,,M,B,C,B,B,ES0000267,291.56,2023,135
2955,11558,8210,0,0,2.0,,M,A,C,A,A,ES0000267,367.94,2023,135
2956,11543,6430,0,0,1.0,,M,B,C,B,B,ES0000267,1.18,2023,135
2957,11515,4030,0,0,1.0,,M,A,C,A,A,ES0000267,54.42,2023,135
2958,11520,4090,0,0,14.0,,M,A,C,A,A,ES0000267,3101.79,2023,135
2959,11542,6420,0,0,1.0,,M,A,C,A,A,ES0000267,7.51,2023,135
2960,11532,6110,0,0,1.0,,M,A,C,A,A,ES0000267,151.35,2023,135
2961,11579,92A0,0,0,1.0,,M,B,C,B,B,ES0000267,0.01,2023,135
2962,11524,5210,0,0,21.0,,M,B,C,B,B,ES0000267,4630.7,2023,135
2963,11479,1410,0,0,1.0,,M,C,C,C,C,ES0000268,0.201,2023,135
2964,11482,1510,0,0,3.0,,M,B,C,B,B,ES0000268,80.761,2023,135
2965,11481,1430,0,0,2.0,,M,B,C,B,B,ES0000268,60.691,2023,135
2966,11529,5330,0,0,1.0,,M,B,C,B,B,ES0000268,2.986,2023,135
2967,11476,1310,0,0,1.0,,M,A,C,A,A,ES0000268,13.638,2023,135
2968,11480,1420,0,0,6.0,,M,B,C,B,B,ES0000268,183.11,2023,135
2969,11581,92D0,0,0,2.0,,M,A,C,A,A,ES0000268,60.467,2023,135
2970,11529,5330,0,0,25.0,,G,B,C,B,B,ES0000269,3754.653,2023,135
2971,11581,92D0,0,0,1.0,,G,B,C,B,B,ES0000269,32.962,2023,135
2972,11481,1430,0,0,1.0,,G,B,C,B,B,ES0000269,0.806,2023,135
2973,11542,6420,0,0,1.0,,G,C,C,C,C,ES0000269,79.861,2023,135
2974,11479,1410,0,0,1.0,,G,B,C,B,B,ES0000269,1.864,2023,135
2975,11511,3280,0,0,1.0,,G,B,C,B,B,ES0000269,0.529,2023,135
2976,11558,8210,0,0,10.0,,G,A,C,A,A,ES0000269,1478.304,2023,135
2977,11483,1520,0,0,1.0,,G,B,C,B,B,ES0000269,126.822,2023,135
2978,11538,6220,0,0,12.0,,G,B,C,B,B,ES0000269,1833.591,2023,135
2979,11532,6110,0,0,3.0,,G,A,C,A,A,ES0000269,379.178,2023,135
2980,11500,3140,0,0,1.0,,G,B,C,B,B,ES0000269,0.529,2023,135
2981,11559,8220,0,0,1.0,,G,C,C,C,C,ES0000269,72.255,2023,135
2982,11584,9340,0,0,1.0,,G,C,C,C,C,ES0000269,92.273,2023,135
2983,11552,7220,0,0,1.0,,G,B,A,B,B,ES0000269,142.706,2023,135
2984,11469,1170,0,0,1.0,,P,C,C,C,C,ES0000270,2.0,2023,135
2985,11463,1110,0,0,1.0,,P,B,C,B,B,ES0000270,0.02,2023,135
2986,11474,1240,0,0,1.0,,M,B,C,B,B,ES0000270,0.048,2023,135
2987,11481,1430,0,0,1.0,,M,C,C,C,C,ES0000270,0.048,2023,135
2988,11464,1120,0,0,1.0,,P,A,C,A,A,ES0000270,22.22,2023,135
2989,11474,1240,0,0,1.0,,M,A,C,A,A,ES0000271,0.11,2023,135
2990,11564,8330,0,0,0.0,,P,A,C,A,A,ES0000271,1.0,2023,135
2991,11481,1430,0,0,2.0,,M,A,C,A,A,ES0000271,0.33,2023,135
2992,11469,1170,0,0,1.0,,P,A,C,A,A,ES0000271,2.54,2023,135
2993,11581,92D0,0,0,0.0,,M,C,C,B,B,ES0000272,149.429,2023,135
2994,11466,1140,0,0,0.0,,M,C,C,,,ES0000272,8.969,2023,135
2995,11465,1130,0,0,0.0,,M,C,C,,,ES0000272,13.505,2023,135
2996,11579,92A0,0,0,0.0,,M,C,C,C,B,ES0000272,0.339,2023,135
2997,11540,6310,0,0,0.0,,M,C,C,C,C,ES0000273,66.745,2023,135
2998,11581,92D0,0,0,2.0,,M,B,C,B,B,ES0000273,147.661,2023,135
2999,11529,5330,0,0,3.0,,M,B,C,C,B,ES0000273,102.514,2023,135
3000,11538,6220,0,0,0.0,,M,C,C,C,C,ES0000273,159.643,2023,135
3001,11579,92A0,0,0,0.0,,M,C,C,C,C,ES0000273,37.412,2023,135
3002,11538,6220,0,0,0.0,,M,C,C,A,B,ES0000274,145.874,2023,135
3003,11529,5330,0,0,7.0,,M,C,C,C,C,ES0000274,164.131,2023,135
3004,11579,92A0,0,0,0.0,,M,C,C,B,C,ES0000274,16.379,2023,135
3005,11581,92D0,0,0,1.0,,M,B,C,B,B,ES0000274,41.502,2023,135
3006,11540,6310,0,0,0.0,,M,C,C,C,C,ES0000274,0.054,2023,135
3007,11540,6310,0,0,0.0,,M,C,C,C,C,ES0000275,66.488,2023,135
3008,11542,6420,0,0,0.0,,M,C,C,B,C,ES0000275,0.554,2023,135
3009,11581,92D0,0,0,0.0,,M,C,C,C,C,ES0000275,7.763,2023,135
3010,11582,9320,0,0,0.0,,M,C,C,C,C,ES0000275,15.46,2023,135
3011,11479,1410,0,0,0.0,,M,C,C,C,C,ES0000275,2.009,2023,135
3012,11500,3140,0,0,0.0,,M,C,C,B,C,ES0000275,8.15,2023,135
3013,11503,3170,0,0,0.0,,M,C,C,C,C,ES0000275,14.36,2023,135
3014,11529,5330,0,0,1.0,,M,C,C,C,B,ES0000275,51.722,2023,135
3015,11582,9320,0,0,0.0,,M,B,C,B,B,ES0000276,53.47,2023,135
3016,11558,8210,0,0,0.0,,DD,,C,,,ES0000276,4.153,2023,135
3017,11540,6310,0,0,0.0,,M,B,C,C,B,ES0000276,17.763,2023,135
3018,11579,92A0,0,0,0.0,,M,B,C,C,B,ES0000276,10.578,2023,135
3019,11543,6430,0,0,0.0,,M,C,C,A,B,ES0000276,0.863,2023,135
3020,11557,8130,0,0,0.0,,DD,,C,,,ES0000276,3.911,2023,135
3021,11538,6220,0,0,0.0,,M,B,C,A,B,ES0000276,66.06,2023,135
3022,11529,5330,0,0,4.0,,M,B,C,C,B,ES0000276,28.863,2023,135
3023,11581,92D0,0,0,1.0,,M,B,C,C,B,ES0000276,13.254,2023,135
3024,11465,1130,0,0,,,M,A,C,A,A,ES0000313,12.39,2023,135
3025,11480,1420,0,0,4.19,,G,A,C,A,A,ES0000313,0.83,2023,135
3026,11494,2260,0,0,,,G,B,C,A,B,ES0000313,2.44,2023,135
3027,11574,91E0,0,0,,,G,B,C,B,B,ES0000313,6.86,2023,135
3028,11478,1330,0,0,18.41,,G,A,B,A,A,ES0000313,49.42,2023,135
3029,11515,4030,0,0,,,G,A,C,B,B,ES0000313,57.69,2023,135
3030,11559,8220,0,0,,,G,A,C,A,A,ES0000313,0.5,2023,135
3031,11538,6220,0,0,,,G,A,C,A,A,ES0000313,2.54,2023,135
3032,11471,1210,0,0,0.16,,G,B,C,A,B,ES0000313,1.01,2023,135
3033,11544,6510,0,0,,,G,A,C,B,B,ES0000313,158.4,2023,135
3034,11541,6410,0,0,,,G,B,C,B,B,ES0000313,5.8,2023,135
3035,11467,1150,0,0,2.11,,G,A,C,A,A,ES0000313,171.38,2023,135
3036,11486,2130,0,0,24.02,,G,B,C,A,B,ES0000313,230.23,2023,135
3037,11469,1170,0,0,,,M,A,C,A,A,ES0000313,10.06,2023,135
3038,11473,1230,0,0,0.02,,G,A,C,A,A,ES0000313,4.83,2023,135
3039,11463,1110,0,0,,,M,A,C,A,A,ES0000313,10.06,2023,135
3040,11560,8230,0,0,,,G,A,C,A,A,ES0000313,15.92,2023,135
3041,11466,1140,0,0,,,M,A,C,A,A,ES0000313,64.04,2023,135
3042,11485,2120,0,0,0.49,,G,B,C,A,B,ES0000313,76.35,2023,135
3043,11501,3150,0,0,0.01,,G,A,C,A,A,ES0000313,0.5,2023,135
3044,11489,2190,0,0,,,G,A,B,A,A,ES0000313,21.97,2023,135
3045,11476,1310,0,0,2.09,,G,A,C,B,B,ES0000313,0.72,2023,135
3046,11543,6430,0,0,,,G,B,C,A,B,ES0000313,2.4,2023,135
3047,11484,2110,0,0,0.49,,G,B,C,A,B,ES0000313,0.51,2023,135
3048,11551,7210,0,0,,,G,A,C,A,A,ES0000313,16.54,2023,135
3049,11491,2230,0,0,3.57,,G,B,C,A,B,ES0000313,2.61,2023,135
3050,11468,1160,0,0,,,M,A,C,A,A,ES0000313,10.06,2023,135
3051,11509,3260,0,0,,,G,A,C,B,B,ES0000313,6.31,2023,135
3052,11564,8330,0,0,,,G,A,C,A,A,ES0000313,0.5,2023,135
3053,11542,6420,0,0,6.57,,G,B,C,B,B,ES0000313,1.37,2023,135
3054,11566,9120,0,0,4.0,,M,B,C,B,B,ES0000315,3257.18,2023,135
3055,11584,9340,0,0,2.0,,M,B,C,B,B,ES0000315,86.02,2023,135
3056,11558,8210,0,0,,,M,C,C,B,C,ES0000315,333.73,2023,135
3057,11520,4090,0,0,2.0,,M,B,C,B,B,ES0000315,3149.66,2023,135
3058,11544,6510,0,0,3.0,,M,C,C,C,C,ES0000315,214.57,2023,135
3059,11515,4030,0,0,2.0,,M,B,C,B,B,ES0000315,5599.8,2023,135
3060,11518,4060,0,0,1.0,,M,A,C,A,C,ES0000315,500.8,2023,135
3061,11576,9230,0,0,1.0,,M,B,C,B,B,ES0000315,46.78,2023,135
3062,11537,6210,0,0,,,M,B,C,B,B,ES0000315,934.81,2023,135
3063,11560,8230,0,0,1.0,,M,B,C,B,B,ES0000315,380.88,2023,135
3064,11587,9380,0,0,13.0,,M,B,B,B,B,ES0000315,325.73,2023,135
3065,11574,91E0,0,0,12.0,,M,B,C,B,B,ES0000315,237.48,2023,135
3066,11538,6220,0,0,,,M,C,C,B,C,ES0000315,319.38,2023,135
3067,11514,4020,0,0,1.0,,M,B,C,B,B,ES0000315,0.76,2023,135
3068,11500,3140,0,0,4.0,,M,A,C,A,A,ES0000315,2.41,2023,135
3069,11535,6160,0,0,1.0,,M,B,C,B,B,ES0000315,313.84,2023,135
3070,11553,7230,0,0,1.0,,M,A,C,A,A,ES0000315,1.03,2023,135
3071,11536,6170,0,0,3.0,,M,B,C,B,B,ES0000315,328.66,2023,135
3072,11557,8130,0,0,1.0,,M,A,C,A,B,ES0000315,335.6,2023,135
3073,11539,6230,0,0,,,M,C,C,B,C,ES0000315,98.3,2023,135
3074,11465,1130,0,0,2.0,,G,B,C,B,B,ES0000317,88.3,2023,135
3075,11574,91E0,0,0,1.0,,G,B,C,B,B,ES0000317,16.42,2023,135
3076,11478,1330,0,0,1.0,,G,B,B,B,B,ES0000317,53.6,2023,135
3077,11526,5230,0,0,,,G,C,C,B,C,ES0000317,1.67,2023,135
3078,11480,1420,0,0,1.0,,G,B,C,B,B,ES0000317,0.84,2023,135
3079,11515,4030,0,0,,,G,C,C,B,C,ES0000317,66.19,2023,135
3080,11544,6510,0,0,,,G,C,C,B,C,ES0000317,12.89,2023,135
3081,11471,1210,0,0,2.0,,G,B,C,B,B,ES0000317,15.46,2023,135
3082,11485,2120,0,0,1.0,,G,B,C,B,B,ES0000317,5.37,2023,135
3083,11484,2110,0,0,1.0,,G,B,C,B,B,ES0000317,1.91,2023,135
3084,11560,8230,0,0,,,G,C,C,B,C,ES0000317,1.64,2023,135
3085,11466,1140,0,0,1.0,,G,B,C,B,B,ES0000317,73.73,2023,135
3086,11473,1230,0,0,1.0,,G,B,B,B,B,ES0000317,118.89,2023,135
3087,11514,4020,0,0,2.0,,G,B,C,B,B,ES0000317,10.03,2023,135
3088,11486,2130,0,0,2.0,,G,B,C,B,B,ES0000317,4.22,2023,135
3089,11514,4020,0,0,1.0,,M,B,C,B,B,ES0000318,263.04,2023,135
3090,11463,1110,0,0,,,P,C,C,B,C,ES0000318,580.0,2023,135
3091,11486,2130,0,0,,,M,C,C,B,C,ES0000318,9.76,2023,135
3092,11484,2110,0,0,5.0,,M,B,C,B,B,ES0000318,9.6,2023,135
3093,11473,1230,0,0,3.0,,M,B,B,B,B,ES0000318,138.31,2023,135
3094,11476,1310,0,0,,,M,C,C,B,C,ES0000318,5.57,2023,135
3095,11465,1130,0,0,2.0,,M,B,C,B,B,ES0000318,4.61,2023,135
3096,11478,1330,0,0,,,M,C,C,B,B,ES0000318,28.73,2023,135
3097,11574,91E0,0,0,3.0,,M,B,C,B,B,ES0000318,79.76,2023,135
3098,11515,4030,0,0,,,M,C,C,B,C,ES0000318,182.67,2023,135
3099,11471,1210,0,0,1.0,,M,B,C,B,B,ES0000318,7.09,2023,135
