species_id,species_group,species_code,species_name,species_sensitive,species_np,species_type,species_size_min,species_size_max,species_unit,species_category,species_data_quality,species_population,species_conservation,species_isolation,species_global,site_code,year,id_reporte,species_id_type,species_id_unit
11817,B,A095,Falco naumanni,,,r,37.0,37.0,p,C,G,C,C,B,B,ES0000215,2023,135,62,34.0
10029,P,1885,Festuca elegans,,,p,,,i,P,DD,A,B,C,A,ES6140004,2023,135,201,36.0
11370,B,A166,Tringa glareola,,,c,,,,P,DD,C,C,C,C,ES0000536,2023,135,202,
12198,B,A069,Mergus serrator,,,w,,,,P,DD,D,,,,ES0000512,2023,135,63,
11484,B,A168,Actitis hypoleucos,,,r,,1.0,p,,M,C,,C,,ES5130003,2023,135,62,34.0
11768,B,A079,Aegypius monachus,,,p,4.0,4.0,i,,G,C,C,C,C,ES0000396,2023,135,201,36.0
11590,B,A034,Platalea leucorodia,,,c,10.0,,i,,M,C,B,C,B,ES0000176,2023,135,202,36.0
11585,R,1221,Mauremys leprosa,,,p,,,,P,DD,D,,,,ES6170011,2023,135,201,
24333,B,A415,Perdix perdix hispaniensis,,,p,,,,P,DD,C,B,C,C,ES0000248,2023,135,201,
11934,B,A208,Columba palumbus,,,c,,,,C,DD,D,,,,ES0000356,2023,135,202,
11738,B,A152,Lymnocryptes minimus,,,w,1.0,1.0,i,,G,C,,C,,ES5120017,2023,135,63,36.0
12000,B,A053,Anas platyrhynchos,,,w,163.0,355.0,i,C,DD,C,B,C,C,ES4160048,2023,135,63,36.0
11351,B,A085,Accipiter gentilis,,,p,,,,R,DD,C,B,C,C,ES0000218,2023,135,201,
11589,B,A071,Oxyura leucocephala,,,r,,1.0,p,P,G,C,B,C,B,ES6120001,2023,135,62,34.0
11229,B,A224,Caprimulgus europaeus,,,r,,,,C,DD,C,B,C,B,ES0000315,2023,135,62,
11637,M,1355,Lutra lutra,,,p,,,,R,DD,C,B,C,B,ES1200006,2023,135,201,
11733,F,5292,Parachondrostoma miegii,,,p,,,,P,DD,C,B,B,B,ES1300012,2023,135,201,
12019,B,A257,Anthus pratensis,,,w,,,,C,DD,C,B,C,B,ES0000303,2023,135,63,
11047,B,A359,Fringilla coelebs,,,p,,,,P,DD,D,,,,ES6170007,2023,135,201,
12155,B,A280,Monticola saxatilis,,,r,,,,P,DD,C,B,C,B,ES0000376,2023,135,62,
12079,I,1007,Elona quimperiana,,,p,,,,P,DD,C,B,C,C,ES0000054,2023,135,201,
11230,M,1305,Rhinolophus euryale,,,w,5.0,5.0,i,,G,C,C,C,C,ES4320029,2023,135,63,36.0
11264,M,1304,Rhinolophus ferrumequinum,,,p,,,,P,DD,D,,,,ES6110002,2023,135,201,
80512,P,1857,Narcissus pseudonarcissus subsp. nobilis (Haw.) Schult. & Schult.f.,,,p,,,,P,DD,C,A,C,B,ES2120011,2023,135,201,
14085,B,A734,Chlidonias hybrida,,,c,6.0,10.0,i,,G,C,C,C,C,ES0000398,2023,135,202,36.0
11735,B,A073,Milvus migrans,,,r,,,,C,DD,C,A,C,B,ES4180017,2023,135,62,
11484,B,A168,Actitis hypoleucos,,,w,1.0,1.0,i,,M,C,,C,,ES5140011,2023,135,63,36.0
10733,B,A335,Certhia brachydactyla,,,p,1226.0,1476.0,p,,M,C,,C,,ES5140017,2023,135,201,34.0
12121,B,A004,Tachybaptus ruficollis,,,r,11.0,50.0,p,,G,C,C,C,C,ES0000071,2023,135,62,34.0
11340,B,A026,Egretta garzetta,,,r,13.0,13.0,p,,G,C,,A,,ES5130013,2023,135,62,34.0
24319,I,1088,Cerambyx cerdo,,,p,,,,R,DD,B,C,C,C,ES1300010,2023,135,201,
33046,B,A861,Calidris pugnax,,,c,,,,V,DD,D,,,,ES4160008,2023,135,202,
16422,B,A473,Periparus ater,,,p,904.0,1030.0,p,,M,C,,C,,ES5110012,2023,135,201,34.0
11312,B,A061,Aythya fuligula,,,w,2.0,14.0,i,P,G,C,B,C,B,ES0000048,2023,135,63,36.0
16356,B,A179,Larus ridibundus,,,c,,686.0,i,C,G,C,B,C,C,ES0000004,2023,135,202,36.0
12059,M,1301,Galemys pyrenaicus,,,p,,,,C,DD,C,B,C,B,ES1140007,2023,135,201,
14061,B,A604,Larus michahellis,,,r,8508.0,8508.0,p,,G,B,A,C,A,ES0000514,2023,135,62,34.0
20087,M,1349,Tursiops truncatus,,,p,,,,P,DD,C,B,C,B,ES5310025,2023,135,201,
12356,B,A210,Streptopelia turtur,,,r,11.0,50.0,p,,G,C,B,C,B,ES0000081,2023,135,62,34.0
29856,B,A722,Porphyrio porphyrio porphyrio,,,p,1.0,50.0,i,P,M,C,C,C,B,ES6180001,2023,135,201,36.0
11871,B,A060,Aythya nyroca,,,c,,,,C,,D,,,,ES0000487,2023,135,202,
11737,B,A074,Milvus milvus,,,p,1.0,1.0,p,,G,C,B,C,B,ES5310027,2023,135,201,34.0
11691,B,A693,Puffinus mauretanicus,,,c,500.0,,i,,M,B,B,C,B,ES0000001,2023,135,202,36.0
11332,A,1194,Discoglossus galganoi,,,p,,,,C,DD,C,,,,ES1200009,2023,135,201,
10917,B,A215,Bubo bubo,,,p,1.0,5.0,p,,P,C,B,C,B,ES4220003,2023,135,201,34.0
12000,B,A053,Anas platyrhynchos,,,w,,6.0,i,P,G,D,B,C,C,ES6120001,2023,135,63,36.0
11887,B,A133,Burhinus oedicnemus,,,p,,,,P,,D,,,,ES0000452,2023,135,201,
12147,B,A863,Thalasseus sandvicensis,,,c,25.0,,i,,M,C,B,C,B,ES0000372,2023,135,202,36.0
11564,B,A157,Limosa lapponica,,,w,,,,P,DD,D,,,,ES0000046,2023,135,63,
10894,B,A264,Cinclus cinclus,,,r,,,,P,DD,C,,B,,ES5130014,2023,135,62,
11313,B,A078,Gyps fulvus,,,p,20.0,25.0,p,,G,C,A,C,B,ES1200001,2023,135,201,34.0
10957,B,A143,Calidris canutus,,,c,,,,P,DD,D,,,,ES0000033,2023,135,202,
14053,B,A181,Larus audouinii,,,r,251.0,500.0,p,,G,B,B,C,B,ES0000084,2023,135,62,34.0
10944,B,A255,Anthus campestris,,,r,,,,P,DD,D,,,,ES0000132,2023,135,62,
11258,B,A059,Aythya ferina,,,w,,58.0,i,P,G,C,C,C,C,ES0000275,2023,135,63,36.0
12316,B,A245,Galerida theklae,,,w,6.0,10.0,i,,G,C,C,C,C,ES0000324,2023,135,63,36.0
11264,M,1304,Rhinolophus ferrumequinum,,,p,,,,P,DD,D,,,,ES1110009,2023,135,201,
33046,B,A861,Calidris pugnax,,,c,,,,P,DD,C,B,C,B,ES0000181,2023,135,202,
11446,B,A131,Himantopus himantopus,,,c,,,i,P,DD,D,,,,ES0000289,2023,135,202,36.0
11733,F,5292,Parachondrostoma miegii,,,p,,,,P,DD,C,B,B,B,ES1300007,2023,135,201,
16356,B,A179,Larus ridibundus,,,c,,,,R,DD,D,,,,ES5310024,2023,135,202,
11733,F,5292,Parachondrostoma miegii,,,p,,,,P,DD,C,B,B,B,ES1300020,2023,135,201,
11273,B,A222,Asio flammeus,,,p,,,,C,DD,C,B,C,C,ES0000004,2023,135,201,
33018,B,A889,Mareca strepera,,,c,501.0,1000.0,i,,P,B,B,C,B,ES0000013,2023,135,202,36.0
10794,B,A229,Alcedo atthis,,,c,,,,C,DD,C,B,C,C,ES6310001,2023,135,202,
11495,F,1151,Aphanius iberus,,,p,9.0,17.0,grids1x1,P,M,B,B,B,B,ES0000146,2023,135,201,22.0
12321,B,A096,Falco tinnunculus,,,p,,,,C,DD,C,B,C,C,ES0000203,2023,135,201,
11585,R,1221,Mauremys leprosa,,,p,,,,P,DD,D,,,,ES6140005,2023,135,201,
12292,B,A129,Otis tarda,,,w,,,,R,DD,D,C,C,C,ES0000426,2023,135,63,
12362,B,A302,Sylvia undata,,,p,,,,C,DD,C,C,C,C,ES0000192,2023,135,201,
12122,B,A225,Caprimulgus ruficollis,,,r,,,,P,DD,C,B,C,B,ES0000170,2023,135,62,
11959,B,A092,Hieraaetus pennatus,,,r,,,,P,DD,C,B,C,B,ES4250015,2023,135,62,
11931,F,5302,Cobitis paludica,,,p,,2.0,grids1x1,,P,C,B,C,C,ES4250014,2023,135,201,22.0
11059,B,A098,Falco columbarius,,,c,,,,P,DD,C,B,C,C,ES2110019,2023,135,202,
12325,B,A276,Saxicola torquatus,,,p,,,,C,DD,C,B,C,C,ES4110002,2023,135,201,
11803,M,1324,Myotis myotis,,,c,,1.0,i,,DD,C,C,C,C,ES2420135,2023,135,202,36.0
12329,B,A162,Tringa totanus,,,c,,,,P,DD,D,,,,ES6110001,2023,135,202,
11258,B,A059,Aythya ferina,,,w,6.0,10.0,i,,P,C,B,C,B,ES4230014,2023,135,63,36.0
14061,B,A604,Larus michahellis,,,w,,,,C,DD,C,A,C,A,ES0000081,2023,135,63,
12175,B,A214,Otus scops,,,r,,,,R,DD,C,B,C,B,ES0000144,2023,135,62,
12021,B,A135,Glareola pratincola,,,c,1.0,35.0,i,,G,C,C,C,C,ES0000400,2023,135,202,36.0
16356,B,A179,Larus ridibundus,,,r,301.0,447.0,p,P,G,B,B,C,A,ES0000048,2023,135,62,34.0
11733,F,5292,Parachondrostoma miegii,,,p,27.0,27.0,grids1x1,R,M,C,B,C,C,ES2130001,2023,135,201,22.0
11745,B,A145,Calidris minuta,,,c,,,,P,DD,C,C,C,C,ES0000138,2023,135,202,
11336,B,A080,Circaetus gallicus,,,r,,,,P,DD,C,B,C,B,ES4210008,2023,135,62,
11206,M,1321,Myotis emarginatus,,,p,,,,P,DD,D,,,,ES2200019,2023,135,201,
12292,B,A129,Otis tarda,,,w,200.0,253.0,i,P,G,C,B,C,B,ES6130017,2023,135,63,36.0
12097,B,A249,Riparia riparia,,,c,,,,P,DD,C,C,C,C,ES0000306,2023,135,202,
16315,B,A127,Grus grus,,,w,,,,V,DD,D,,,,ES2110024,2023,135,63,
12340,B,A265,Troglodytes troglodytes,,,p,,,,P,DD,,,,,ES0000031,2023,135,201,
12286,B,A048,Tadorna tadorna,,,r,10.0,39.0,p,P,G,C,B,C,B,ES0000140,2023,135,62,34.0
10888,B,A091,Aquila chrysaetos,,,p,3.0,3.0,p,,G,C,B,C,B,ES0000129,2023,135,201,34.0
10714,I,1065,Euphydryas aurinia,,,p,8.0,8.0,grids10x10,P,P,C,B,C,B,ES5130003,2023,135,201,47.0
16356,B,A179,Larus ridibundus,,,w,,,,P,DD,C,C,C,C,ES0000536,2023,135,63,
12378,B,A142,Vanellus vanellus,,,w,14.0,14.0,i,,G,C,C,C,C,ES0000330,2023,135,63,36.0
33046,B,A861,Calidris pugnax,,,c,,,,C,,D,,,,ES0000487,2023,135,202,
11229,B,A224,Caprimulgus europaeus,,,r,,,,C,DD,C,B,C,C,ES4120030,2023,135,62,
14061,B,A604,Larus michahellis,,,p,501.0,1100.0,i,,G,C,C,C,C,ES0000260,2023,135,201,36.0
12363,B,A416,Chlamydotis undulata,,,p,20.0,20.0,p,,G,,C,C,C,ES0000351,2023,135,201,34.0
12175,B,A214,Otus scops,,,r,,,,P,DD,C,C,C,C,ES2410069,2023,135,62,
12169,M,1310,Miniopterus schreibersii,,,r,884.0,,i,R,G,C,C,C,C,ES6170007,2023,135,62,36.0
10944,B,A255,Anthus campestris,,,r,,,,R,DD,C,C,C,C,ES0000003,2023,135,62,
11336,B,A080,Circaetus gallicus,,,r,2.0,3.0,p,,M,C,,C,,ES5130004,2023,135,62,34.0
32209,B,A683,Phalacrocorax carbo carbo,,,w,2100.0,,i,P,G,B,B,C,B,ES0000024,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,20000.0,20000.0,i,P,G,B,B,C,B,ES0000024,2023,135,202,36.0
13987,B,A900,Melanitta nigra (sensu stricto [excluding americana]),,,c,,,,R,DD,C,B,C,B,ES0000144,2023,135,202,
10679,I,1087,Rosalia alpina,,,p,1.0,,localities,,P,C,B,C,B,ES2200017,2023,135,201,35.0
11735,B,A073,Milvus migrans,,,r,,,,R,DD,C,B,C,C,ES4170044,2023,135,62,
11885,B,A165,Tringa ochropus,,,c,,,,R,DD,C,B,C,C,ES0000190,2023,135,202,
12378,B,A142,Vanellus vanellus,,,w,,,,C,DD,C,B,C,B,ES0000289,2023,135,63,
24319,I,1088,Cerambyx cerdo,,,p,2.0,2.0,grids10x10,P,P,B,B,C,C,ES5140008,2023,135,201,47.0
11909,B,A420,Pterocles orientalis,,,p,,,,V,DD,C,C,C,C,ES0000167,2023,135,201,
12362,B,A302,Sylvia undata,,,p,,,,P,DD,D,,,,ES0000481,2023,135,201,
10738,B,A230,Merops apiaster,,,r,9.0,11.0,p,,M,C,,C,,ES0000146,2023,135,62,34.0
11737,B,A074,Milvus milvus,,,r,2.0,2.0,p,,G,C,,C,,ES0000477,2023,135,62,34.0
33013,B,A857,Spatula clypeata,,,r,9.0,9.0,i,,G,C,C,C,C,ES0000408,2023,135,62,36.0
11803,M,1324,Myotis myotis,,,p,,,,R,DD,C,C,C,C,ES4170029,2023,135,201,
10659,F,6975,Squalius alburnoides,,,p,,,,C,DD,D,C,C,C,ES4310022,2023,135,201,
14092,B,A204,Fratercula arctica,,,np,,,,P,,,,,,ES0000025,2023,135,203,
11097,B,A052,Anas crecca,,,w,,4.0,i,P,G,C,B,C,C,ES6150005,2023,135,63,36.0
14079,B,A193,Sterna hirundo,,,r,86.0,86.0,p,,G,C,B,C,A,ES0000506,2023,135,62,34.0
10794,B,A229,Alcedo atthis,,,w,,4.0,i,P,DD,D,,,,ES0000025,2023,135,63,36.0
14079,B,A193,Sterna hirundo,,,c,,,,R,,D,,,,ES0000451,2023,135,202,
11451,M,1303,Rhinolophus hipposideros,,,p,10.0,10.0,i,,G,C,C,C,C,ES4320031,2023,135,201,36.0
12112,B,A275,Saxicola rubetra,,,c,,,,P,DD,C,B,C,B,ES0000293,2023,135,202,
12142,F,1106,Salmo salar,,,r,11.0,50.0,i,,G,C,C,C,C,ES1110007,2023,135,62,36.0
12136,B,A155,Scolopax rusticola,,,p,,,,C,DD,C,A,C,B,ES1200009,2023,135,201,
10714,I,1065,Euphydryas aurinia,,,p,,,,P,DD,C,B,B,B,ES4250001,2023,135,201,
11229,B,A224,Caprimulgus europaeus,,,r,,,,C,DD,C,A,C,A,ES0000232,2023,135,62,
11351,B,A085,Accipiter gentilis,,,p,,,,C,DD,C,A,C,C,ES0000185,2023,135,201,
33013,B,A857,Spatula clypeata,,,c,4.0,4.0,i,,G,C,C,C,C,ES0000408,2023,135,202,36.0
16433,B,A360,Fringilla montifringilla,,,w,,,,R,DD,C,B,C,C,ES4160048,2023,135,63,
11627,M,1352,Canis lupus,,,p,,,,V,DD,C,B,B,B,ES4110097,2023,135,201,
11885,B,A165,Tringa ochropus,,,c,,,,P,DD,D,,,,ES0000017,2023,135,202,
11787,B,A727,Eudromias morinellus,,,c,,,,V,DD,D,,,,ES4110002,2023,135,202,
10794,B,A229,Alcedo atthis,,,w,1.0,1.0,i,,G,C,B,C,B,ES2110014,2023,135,63,36.0
12329,B,A162,Tringa totanus,,,c,,,,C,,D,,,,ES0000451,2023,135,202,
12121,B,A004,Tachybaptus ruficollis,,,c,11.0,50.0,i,,P,C,B,C,B,ES4240005,2023,135,202,36.0
14050,B,A176,Larus melanocephalus,,,c,46.0,97.0,i,P,G,C,B,C,C,ES6110001,2023,135,202,36.0
10755,M,1354,Ursus arctos,,,p,,,,V,DD,B,A,C,A,ES1200012,2023,135,201,
11745,B,A145,Calidris minuta,,,w,42.0,258.0,i,,G,D,,,,ES0000485,2023,135,63,36.0
12356,B,A210,Streptopelia turtur,,,r,,,,R,DD,C,C,C,C,ES4130003,2023,135,62,
12356,B,A210,Streptopelia turtur,,,r,,,,R,DD,D,,,,ES1200008,2023,135,62,
11637,M,1355,Lutra lutra,,,p,,,,C,DD,C,A,C,B,ES1200009,2023,135,201,
11166,B,A850,Calonectris diomedea (sensu stricto [excluding borealis]),,,r,101.0,250.0,p,,G,B,B,C,B,ES0000231,2023,135,62,34.0
11959,B,A092,Hieraaetus pennatus,,,r,115.0,140.0,p,,P,C,B,C,B,ES4240016,2023,135,62,34.0
11585,R,1221,Mauremys leprosa,,,p,28.0,28.0,grids1x1,,P,C,C,C,C,ES4320002,2023,135,201,22.0
32195,B,A619,Accipiter gentilis gentilis,,,p,,2.0,p,,M,C,,C,,ES5120027,2023,135,201,34.0
10659,F,6975,Squalius alburnoides,,,p,,,,C,DD,D,C,C,C,ES4320069,2023,135,201,
12321,B,A096,Falco tinnunculus,,,p,,,,P,DD,D,,,,ES0000078,2023,135,201,
12378,B,A142,Vanellus vanellus,,,w,30.0,655.0,i,,G,C,C,C,C,ES0000410,2023,135,63,36.0
12250,B,A319,Muscicapa striata,,,r,,,,P,DD,C,B,C,B,ES0000283,2023,135,62,
33018,B,A889,Mareca strepera,,,w,11.0,15.0,i,,P,C,B,C,B,ES4240018,2023,135,63,36.0
12000,B,A053,Anas platyrhynchos,,,c,,,,P,DD,C,B,C,B,ES6130002,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,25.0,25.0,p,,G,C,C,C,C,ES0000070,2023,135,62,34.0
10826,M,1323,Myotis bechsteinii,,,r,,,,R,DD,C,B,C,B,ES4230014,2023,135,62,
2235,P,1614,Apium repens,,,p,43737.0,43737.0,area,,G,B,A,C,A,ES2420138,2023,135,201,9.0
11047,B,A359,Fringilla coelebs,,,c,,,,C,DD,D,,,,ES0000244,2023,135,202,
10794,B,A229,Alcedo atthis,,,p,11.0,50.0,i,,M,C,C,C,C,ES0000369,2023,135,201,36.0
11313,B,A078,Gyps fulvus,,,p,49.0,49.0,p,,G,C,,B,,ES5120001,2023,135,201,34.0
10750,B,A246,Lullula arborea,,,p,221.0,259.0,p,,M,C,,C,,ES5130032,2023,135,201,34.0
10733,B,A335,Certhia brachydactyla,,,p,342.0,412.0,p,,M,C,,C,,ES5130009,2023,135,201,34.0
80512,P,1857,Narcissus pseudonarcissus subsp. nobilis (Haw.) Schult. & Schult.f.,,1.0,p,,,,P,P,D,,,,ES4320021,2023,135,201,
12019,B,A257,Anthus pratensis,,,w,,,,R,DD,C,B,C,C,ES4190009,2023,135,63,
16426,B,A496,Lanius meridionalis ([excluding koenigi]),,,w,2.0,3.0,i,,M,C,,B,,ES5140019,2023,135,63,36.0
11817,B,A095,Falco naumanni,,,r,3.0,3.0,p,,G,C,C,C,C,ES0000408,2023,135,62,34.0
14061,B,A604,Larus michahellis,,,r,,2.0,p,P,G,D,B,C,C,ES0000033,2023,135,62,34.0
12250,B,A319,Muscicapa striata,,,c,,,,P,DD,,,,,ES0000035,2023,135,202,
11370,B,A166,Tringa glareola,,,c,,,,P,DD,C,B,C,B,ES0000260,2023,135,202,
11230,M,1305,Rhinolophus euryale,,,p,3.0,3.0,grids10x10,P,P,C,,C,,ES0000019,2023,135,201,47.0
11258,B,A059,Aythya ferina,,,w,,50.0,i,,M,C,B,C,C,ES0000296,2023,135,63,36.0
16315,B,A127,Grus grus,,,w,3.0,,i,P,G,D,B,C,C,ES0000140,2023,135,63,36.0
11961,B,A077,Neophron percnopterus,,,r,3.0,3.0,p,,G,C,B,C,B,ES0000335,2023,135,62,34.0
11750,B,A022,Ixobrychus minutus,,,r,1.0,,p,,M,C,B,C,B,ES0000373,2023,135,62,34.0
12048,B,A084,Circus pygargus,,,r,,1.0,p,V,G,C,C,C,B,ES0000255,2023,135,62,34.0
11102,B,A244,Galerida cristata,,,p,902.0,2300.0,i,,G,C,C,C,B,ES0000268,2023,135,201,36.0
11484,B,A168,Actitis hypoleucos,,,w,,,,P,DD,D,,,,ES0000048,2023,135,63,
11585,R,1221,Mauremys leprosa,,,p,8.0,8.0,grids1x1,,P,C,C,C,C,ES4320060,2023,135,201,22.0
12175,B,A214,Otus scops,,,r,4.0,6.0,p,,M,C,,C,,ES5120015,2023,135,62,34.0
11047,B,A359,Fringilla coelebs,,,r,101.0,200.0,p,C,P,C,B,C,B,ES6310001,2023,135,62,34.0
10944,B,A255,Anthus campestris,,,p,,,,P,DD,D,,,,ES6180003,2023,135,201,
11737,B,A074,Milvus milvus,,,p,,,,R,DD,D,C,C,C,ES0000370,2023,135,201,
11264,M,1304,Rhinolophus ferrumequinum,,,p,,,,P,DD,C,C,C,C,ES1140011,2023,135,201,
11592,B,A279,Oenanthe leucura,,,p,,1.0,p,,M,C,,B,,ES5140002,2023,135,201,34.0
12292,B,A129,Otis tarda,,,c,60.0,198.0,i,,G,C,A,B,A,ES0000017,2023,135,202,36.0
11825,B,A164,Tringa nebularia,,,c,60.0,60.0,i,C,DD,D,,,,ES0000037,2023,135,202,36.0
11274,B,A260,Motacilla flava ([excluding tschutschensis]),,,c,,,,P,DD,C,C,C,C,ES0000302,2023,135,202,
10922,B,A087,Buteo buteo,,,r,1.0,2.0,p,,M,C,,C,,ES5130013,2023,135,62,34.0
10733,B,A335,Certhia brachydactyla,,,p,4206.0,5062.0,p,,M,C,,C,,ES5120001,2023,135,201,34.0
12378,B,A142,Vanellus vanellus,,,r,,6.0,p,,P,C,B,C,B,ES4240005,2023,135,62,34.0
12321,B,A096,Falco tinnunculus,,,p,,,,C,DD,C,B,C,C,ES0000255,2023,135,201,
11002,I,1083,Lucanus cervus,,,p,16.0,16.0,grids10x10,,P,C,A,C,A,ES4320038,2023,135,201,47.0
10786,B,A125,Fulica atra,,,w,,7.0,i,P,G,D,A,C,C,ES6150006,2023,135,63,36.0
11644,I,1024,Geomalacus maculosus,,,p,,,,C,DD,C,A,C,B,ES1120007,2023,135,201,
12316,B,A245,Galerida theklae,,,p,,,,C,DD,C,B,C,B,ES0000161,2023,135,201,
11733,F,5292,Parachondrostoma miegii,,,p,,,,C,DD,C,C,C,B,ES4120089,2023,135,201,
11060,F,6168,Luciobarbus comizo,,,p,,,,P,DD,C,B,B,B,ES3110001,2023,135,201,
11054,B,A267,Prunella collaris,,,np,,,,P,,,,,,ES0000278,2023,135,203,
16426,B,A496,Lanius meridionalis ([excluding koenigi]),,,w,9.0,12.0,i,,M,C,,B,,ES0000019,2023,135,63,36.0
12243,B,A021,Botaurus stellaris,,,c,,,,V,DD,C,C,A,B,ES0000194,2023,135,202,
12316,B,A245,Galerida theklae,,,p,,,i,P,DD,D,,,,ES0000286,2023,135,201,36.0
33018,B,A889,Mareca strepera,,,r,1.0,5.0,p,P,G,D,B,C,C,ES0000140,2023,135,62,34.0
11211,B,A232,Upupa epops,,,p,11.0,50.0,p,,G,C,B,C,B,ES0000074,2023,135,201,34.0
12326,B,A233,Jynx torquilla,,,c,,,,P,DD,C,C,C,C,ES0000268,2023,135,202,
11737,B,A074,Milvus milvus,,,p,,,,P,DD,C,B,C,B,ES4250005,2023,135,201,
11585,R,1221,Mauremys leprosa,,,p,,,,R,DD,C,C,C,B,ES4160104,2023,135,201,
16302,B,A707,Aquila fasciata,,,p,1.0,3.0,p,,G,C,B,C,B,ES4310042,2023,135,201,34.0
8396,P,1464,Silene hifacensis,,,p,,,,R,DD,B,A,A,A,ES0000078,2023,135,201,
11977,B,A274,Phoenicurus phoenicurus,,,r,,,,R,DD,C,C,C,C,ES0000202,2023,135,62,
12059,M,1301,Galemys pyrenaicus,,,p,8.0,11.0,length,,M,C,C,C,C,ES2200027,2023,135,201,45.0
12362,B,A302,Sylvia undata,,,p,307.0,525.0,p,,M,C,,C,,ES5130021,2023,135,201,34.0
11211,B,A232,Upupa epops,,,r,13.0,17.0,p,,M,C,,C,,ES5140003,2023,135,62,34.0
10896,B,A028,Ardea cinerea,,,r,11.0,50.0,p,,G,C,B,C,C,ES4310009,2023,135,62,34.0
12175,B,A214,Otus scops,,,r,,,,C,DD,C,C,C,C,ES0000216,2023,135,62,
14023,B,A014,Hydrobates pelagicus,,,pd,,,,,,,,,,ES0000106,2023,135,204,
11959,B,A092,Hieraaetus pennatus,,,c,,,,R,DD,C,B,C,C,ES4150087,2023,135,202,
11934,B,A208,Columba palumbus,,,r,1000.0,2000.0,i,,M,C,A,C,A,ES2110018,2023,135,62,36.0
14061,B,A604,Larus michahellis,,,c,,,,R,DD,C,B,C,C,ES4140036,2023,135,202,
12010,F,6149,Pseudochondrostoma polylepis,,,p,70.0,70.0,grids1x1,,P,C,C,C,C,ES4320001,2023,135,201,22.0
12356,B,A210,Streptopelia turtur,,,r,,,,R,DD,C,C,C,C,ES0000115,2023,135,62,
11637,M,1355,Lutra lutra,,,p,,,,R,DD,C,C,C,C,ES4140136,2023,135,201,
11735,B,A073,Milvus migrans,,,r,,,,C,DD,D,,,,ES0000416,2023,135,62,
11274,B,A260,Motacilla flava ([excluding tschutschensis]),,,r,,,,V,DD,C,B,C,C,ES0000202,2023,135,62,
11047,B,A359,Fringilla coelebs,,,w,,,,P,DD,C,C,C,C,ES0000304,2023,135,63,
12168,R,1259,Lacerta schreiberi,,,p,3.0,3.0,grids1x1,,P,C,B,B,A,ES4320037,2023,135,201,22.0
11442,B,A137,Charadrius hiaticula,,,w,,,,P,DD,D,,,,ES0000030,2023,135,63,
11340,B,A026,Egretta garzetta,,,w,,,,C,DD,,,,,ES0000236,2023,135,63,
24319,I,1088,Cerambyx cerdo,,,p,1.0,1.0,grids10x10,P,P,C,B,C,C,ES5140009,2023,135,201,47.0
11702,M,1302,Rhinolophus mehelyi,,,r,,6.0,i,,G,C,,,,ES5233051,2023,135,62,36.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,1093.0,1460.0,p,,M,C,,C,,ES5110005,2023,135,62,34.0
33018,B,A889,Mareca strepera,,,r,,6.0,p,P,G,C,C,C,C,ES0000275,2023,135,62,34.0
12112,B,A275,Saxicola rubetra,,,r,,,,R,DD,C,C,C,C,ES4120036,2023,135,62,
11258,B,A059,Aythya ferina,,,r,,6.0,p,P,G,C,B,C,B,ES0000025,2023,135,62,34.0
12356,B,A210,Streptopelia turtur,,,r,,,,C,DD,C,B,C,B,ES0000318,2023,135,62,
12122,B,A225,Caprimulgus ruficollis,,,r,,,,P,DD,C,B,C,B,ES0000173,2023,135,62,
11476,B,A379,Emberiza hortulana,,,r,,,,P,DD,C,,C,,ES0000478,2023,135,62,
10965,B,A391,Phalacrocorax carbo sinensis,,,c,51.0,250.0,i,,G,C,C,C,C,ES0000328,2023,135,202,36.0
12340,B,A265,Troglodytes troglodytes,,,p,,,,C,DD,C,B,C,B,ES2410069,2023,135,201,
33046,B,A861,Calidris pugnax,,,c,10.0,50.0,i,,P,C,B,C,B,ES0000161,2023,135,202,36.0
10957,B,A143,Calidris canutus,,,w,,,,P,DD,D,,,,ES6160002,2023,135,63,
11264,M,1304,Rhinolophus ferrumequinum,,,w,200.0,200.0,i,,G,C,B,C,A,ES4320038,2023,135,63,36.0
11737,B,A074,Milvus milvus,,,w,54.0,54.0,i,,M,C,,C,,ES0000476,2023,135,63,36.0
10826,M,1323,Myotis bechsteinii,,,p,,,,P,DD,D,,,,ES0000035,2023,135,201,
12378,B,A142,Vanellus vanellus,,,c,,,,C,DD,D,,,,ES0000272,2023,135,202,
12286,B,A048,Tadorna tadorna,,,c,,,,R,DD,C,B,C,B,ES0000200,2023,135,202,
12262,B,A099,Falco subbuteo,,,r,,,,R,DD,C,B,C,C,ES0000219,2023,135,62,
11735,B,A073,Milvus migrans,,,r,,,,C,DD,C,B,C,C,ES0000193,2023,135,62,
11024,B,A081,Circus aeruginosus,,,w,,,,R,DD,C,C,C,C,ES0000359,2023,135,63,
11768,B,A079,Aegypius monachus,,,c,,,,P,DD,D,,,,ES6170003,2023,135,202,
11519,B,A169,Arenaria interpres,,,c,6.0,10.0,i,,P,C,B,C,B,ES4250010,2023,135,202,36.0
