,idtaxon,idestadoconservacion,estadoconservacion,anio,idcategoria,categoriaconservacion,idcriterio,criteriomedidaconservacion,descripcion,criterios,idautoridad,autoridad,idaplicaa,aplicaa,iddataset,fechaalta,fechabaja,idvigente,vigencia,observaciones,idnombre
206,224,,,2018,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,224.0
207,228,,,2016,15,NT (Casi amenazado),,,,B2b(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
208,228,,,2019,15,NT (Casi amenazado),,,,B2b(iii),1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
209,229,,,2006,11,EN (En peligro),,,,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,UICN,2,España,123,2024-01-10,,1.0,Vigente,,229.0
210,229,,,2008,11,EN (En peligro),,,,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,UICN,2,España,124,,,1.0,Vigente,,
211,229,,,2010,11,EN (En peligro),,,,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,229.0
212,236,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
213,236,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
214,237,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
215,237,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
216,244,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,244.0
217,244,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
218,244,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,244.0
219,245,,,2000,19,VU (Vulnerable),,,,"B1+2c, D2",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,245.0
220,245,,,2008,19,VU (Vulnerable),,,,"B2ab(ii,iii,iv,v) ; D2",1,UICN,2,España,124,2024-01-10,,1.0,Vigente,,1012799.0
221,245,,,2010,11,EN (En peligro),,,,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v) ; C2a(i) ; D",1,UICN,2,España,129,,,1.0,Vigente,,245.0
222,245,,,2011,11,EN (En peligro),,,,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v) ; C2a(i) ; D",1,UICN,1,Mundial,119,,,1.0,Vigente,,245.0
223,245,,,2012,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,2,,,1.0,Vigente,,245.0
224,245,,,2018,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,72,,,1.0,Vigente,,245.0
225,251,,,2014,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
226,256,,,2000,11,EN (En peligro),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,256.0
227,256,,,2006,19,VU (Vulnerable),,,,D2,1,UICN,2,España,123,2024-01-10,,1.0,Vigente,,256.0
228,256,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
229,256,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,256.0
230,257,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
231,257,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
232,258,,,2000,21,"EX (RE) (Extinto a nivel Regional)
",,,,,2,Otras,6,España,121,2024-01-10,,1.0,Vigente,,258.0
233,258,,,2004,21,"EX (RE) (Extinto a nivel Regional)
",,,,,2,Otras,6,España,122,2024-01-10,,1.0,Vigente,,258.0
234,258,,,2008,21,"EX (RE) (Extinto a nivel Regional)
",,,,,2,Otras,6,España,124,2024-01-09,,1.0,Vigente,,258.0
235,258,,,2008,12,EX (Extinto),,,,,1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,258.0
236,258,,,2010,12,EX (Extinto),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,258.0
237,263,,,2000,19,VU (Vulnerable),,,,A2c,1,UICN,2,España,121,2024-01-10,2024-06-05,2.0,No vigente,,263.0
238,263,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,2024-06-05,2.0,No vigente,,
239,263,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,2024-06-05,2.0,No vigente,,263.0
240,265,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,265.0
241,265,,,2004,11,EN (En peligro),,,,"B2ab(iii,iv)c(i)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,265.0
242,265,,,2008,11,EN (En peligro),,,,"B2ab(iii,iv)c(i)",1,UICN,2,España,124,,,1.0,Vigente,,
243,265,,,2010,11,EN (En peligro),,,,"B2ab(iii,iv)c(i)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,265.0
244,281,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,281.0
245,281,,,2004,17,DD (Datos insuficientes),,,,,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,281.0
246,281,,,2008,17,DD (Datos insuficientes),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
247,281,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,281.0
248,282,,,2011,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,282.0
249,282,,,2012,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),23,Región Atlántica,2,,,1.0,Vigente,,282.0
250,282,,,2018,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),23,Región Atlántica,72,,,1.0,Vigente,,282.0
251,283,,,2000,11,EN (En peligro),,,,B1+2b,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,283.0
252,283,,,2004,19,VU (Vulnerable),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,283.0
253,283,,,2008,19,VU (Vulnerable),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
254,283,,,2010,19,VU (Vulnerable),,,,B1ab(iii)+2ab(iii) 633,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,283.0
255,286,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
256,307,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,307.0
257,307,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
258,307,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,307.0
259,316,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,316.0
260,316,,,2008,17,DD (Datos insuficientes),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
261,316,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,316.0
262,325,,,2000,11,EN (En peligro),,,,"B1+2b, C2a",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,325.0
263,325,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(ii)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,325.0
264,325,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(ii)",1,UICN,2,España,124,,,1.0,Vigente,,
265,325,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(ii)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,325.0
266,331,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,2024-06-05,2.0,No vigente,,
267,332,,,2009,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
268,332,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
269,336,,,2022,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
270,339,,,2008,19,VU (Vulnerable),,,,"A4; B2ab(i,ii,iii,iv,v)",1,UICN,2,España,124,,,1.0,Vigente,,
271,339,,,2010,19,VU (Vulnerable),,,,"A4; B2ab(i,ii,iii,iv,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,339.0
272,340,,,2004,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,340.0
273,340,,,2006,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
274,340,,,2008,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,340.0
275,340,,,2010,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,340.0
276,341,,,2000,11,EN (En peligro),,,,"C2ab, D",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,341.0
277,341,,,2004,13,CR (En peligro crítico),,,,"B1ab(iv,v)+2ab(iv,v) ; C2a(ii) ; D",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,341.0
278,341,,,2008,13,CR (En peligro crítico),,,,"B1ab(iv,v)+2ab(iv,v) ; C2a(ii) ; D",1,UICN,2,España,124,,,1.0,Vigente,,
279,341,,,2010,13,CR (En peligro crítico),,,,"B1ab(iv,v)+2ab(iv,v) ; C2a(ii) ; D",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,93875.0
280,358,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,358.0
281,358,,,2008,19,VU (Vulnerable),,,,"B2ab(i,ii,iii,iv,v)",1,UICN,2,España,124,,,1.0,Vigente,,358.0
282,358,,,2010,19,VU (Vulnerable),,,,"B2ab(i,ii,iii,iv,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,93881.0
283,358,,,2011,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,358.0
284,358,,,2012,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,2,,,1.0,Vigente,,358.0
285,358,,,2017,11,EN (En peligro),,,,"B1ab(ii,iii)+2ab (ii,iii)",1,UICN,2,España,127,2024-01-11,,1.0,Vigente,,358.0
286,358,,,2018,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,72,,,1.0,Vigente,,358.0
287,364,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,,,1.0,Vigente,,
288,372,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,372.0
289,372,,,2008,19,VU (Vulnerable),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,124,2024-01-10,,1.0,Vigente,,94397.0
290,372,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,129,,,1.0,Vigente,,24403.0
291,372,,,2015,15,NT (Casi amenazado),,,,"B1ab(ii,iii)+2ab(ii,iii)",1,UICN,1,Mundial,119,,,1.0,Vigente,,24403.0
292,372,,,2018,15,NT (Casi amenazado),,,,"B1ab(ii,iii)+2ab(ii,iii)",1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,24403.0
293,372,,,2018,41,XX (Desconocido),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,72,,,1.0,Vigente,,372.0
294,374,,,2008,11,EN (En peligro),,,,"B2ab(i,ii,iii,iv,v)c(i,ii,iii,iv)",1,UICN,2,España,124,,,1.0,Vigente,,
295,374,,,2010,11,EN (En peligro),,,,"B2ab(i,ii,iii,iv,v)c(i,ii,iii,iv)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,374.0
296,375,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,2024-06-05,2.0,No vigente,,375.0
297,375,,,2004,13,CR (En peligro crítico),,,,D,1,UICN,2,España,122,2024-01-10,2024-06-05,2.0,No vigente,,375.0
298,375,,,2008,13,CR (En peligro crítico),,,,D,1,UICN,2,España,124,,2024-06-05,2.0,No vigente,,
299,375,,,2010,13,CR (En peligro crítico),,,,D,1,UICN,2,España,126,2024-01-10,2024-06-05,2.0,No vigente,,375.0
300,376,,,2000,13,CR (En peligro crítico),,,,B1+3d,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,376.0
301,376,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,376.0
302,376,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
303,376,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,376.0
304,377,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,2024-06-05,2.0,No vigente,,377.0
305,377,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)c(iv)+2ab(iii,v)c(iv) ; C2a(ii)b",1,UICN,2,España,122,2024-01-10,2024-06-05,2.0,No vigente,,377.0
306,377,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)c(iv)+2ab(iii,v)c(iv) ; C2a(ii)b",1,UICN,2,España,124,,2024-06-05,2.0,No vigente,,
307,377,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)c(iv)+2ab(iii,v)c(iv) ; C2a(ii)b",1,UICN,2,España,126,2024-01-10,2024-06-05,2.0,No vigente,,377.0
308,378,,,2000,11,EN (En peligro),,,,B1+2ce,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,859.0
309,378,,,2004,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,859.0
310,378,,,2008,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,378.0
311,378,,,2010,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,378.0
312,378,,,2011,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,1,Mundial,119,,,1.0,Vigente,,378.0
313,382,,,2004,13,CR (En peligro crítico),,,,A4acd,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,382.0
314,382,,,2008,13,CR (En peligro crítico),,,,A4acd,1,UICN,2,España,124,,,1.0,Vigente,,
315,382,,,2010,13,CR (En peligro crítico),,,,A4acd,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,382.0
316,385,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,385.0
317,385,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,385.0
318,386,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,386.0
319,386,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
320,386,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,386.0
321,391,,,2000,19,VU (Vulnerable),,,,C2a,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,391.0
322,391,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
323,391,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,391.0
324,394,,,2000,11,EN (En peligro),,,,B1+3d,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,394.0
325,394,,,2004,11,EN (En peligro),,,,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,394.0
326,394,,,2008,11,EN (En peligro),,,,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,UICN,2,España,124,,,1.0,Vigente,,
327,394,,,2010,11,EN (En peligro),,,,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,394.0
328,400,,,2000,19,VU (Vulnerable),,,,"B1+2c, D2",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,400.0
329,400,,,2008,19,VU (Vulnerable),,,,"B1ab(ii,iv,v)+2ab(ii,iv,v) ; C2b",1,UICN,2,España,124,,,1.0,Vigente,,
330,400,,,2010,19,VU (Vulnerable),,,,"B1ab(ii,iv,v)+2ab(ii,iv,v) ; C2b",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,400.0
331,405,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,405.0
332,405,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,125,,,1.0,Vigente,,405.0
333,405,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,405.0
334,406,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
335,411,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,411.0
336,411,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
337,411,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,411.0
338,425,,,2013,18,LC (Preocupación menor),,,,versión: 3.1,1,UICN,1,Mundial,119,,,1.0,Vigente,,425.0
339,437,,,2000,13,CR (En peligro crítico),,,,B2b+3b,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,437.0
340,437,,,2004,11,EN (En peligro),,,,"B2ab(ii,iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,437.0
341,437,,,2008,11,EN (En peligro),,,,"B2ab(ii,iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
342,437,,,2010,11,EN (En peligro),,,,"B2ab(ii,iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,437.0
343,454,,,2000,19,VU (Vulnerable),,,,"B1+2c, D2",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,32123.0
344,454,,,2008,19,VU (Vulnerable),,,,"B2ab(iii,v) ; C2a(i) ; D2",1,UICN,2,España,124,,,1.0,Vigente,,454.0
345,454,,,2010,19,VU (Vulnerable),,,,"B2ab(iii,v)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
346,454,,,2010,19,VU (Vulnerable),,,,"B2ab(iii,v) ; C2a(i) ; D2",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,32123.0
347,454,,,2011,19,VU (Vulnerable),,,,"B2ab(iii,v)",1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
348,466,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,466.0
349,466,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,466.0
350,466,,,2011,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,466.0
351,466,,,2012,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,2,,,1.0,Vigente,,466.0
352,466,,,2018,41,XX (Desconocido),,,,,5,Art. 17 (Dir. Hábitats),25,Región Mediterránea,72,,,1.0,Vigente,,466.0
353,469,,,2000,13,CR (En peligro crítico),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,911.0
354,469,,,2004,11,EN (En peligro),,,,D,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,911.0
355,469,,,2008,11,EN (En peligro),,,,D,1,UICN,2,España,124,,,1.0,Vigente,,
356,469,,,2010,11,EN (En peligro),,,,D,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,469.0
357,480,,,2000,13,CR (En peligro crítico),,,,"B1+2c, C2b",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,480.0
358,480,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,480.0
359,480,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
360,480,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,480.0
361,481,,,2000,13,CR (En peligro crítico),,,,"B1+2c, C2b, D",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,481.0
362,481,,,2004,13,CR (En peligro crítico),,,,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v) ; C2a(i) ; D",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,481.0
363,481,,,2008,13,CR (En peligro crítico),,,,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v) ; C2a(i) ; D",1,UICN,2,España,124,,,1.0,Vigente,,
364,481,,,2010,13,CR (En peligro crítico),,,,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v) ; C2a(i) ; D",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,481.0
365,482,,,2000,13,CR (En peligro crítico),,,,"B1+2c, C2b, D",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,482.0
366,482,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(i) ; D",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,482.0
367,482,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(i) ; D",1,UICN,2,España,124,,,1.0,Vigente,,
368,482,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(i) ; D",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,482.0
369,483,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,483.0
370,483,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
371,483,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,483.0
372,484,,,2000,11,EN (En peligro),,,,B1+2ce,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,484.0
373,484,,,2004,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,484.0
374,484,,,2008,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
375,484,,,2010,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,484.0
376,485,,,2000,13,CR (En peligro crítico),,,,"B1+2c, C2b",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,485.0
377,485,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(ii)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,485.0
378,485,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(ii)",1,UICN,2,España,124,,,1.0,Vigente,,
379,485,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(ii)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,485.0
380,487,,,2000,13,CR (En peligro crítico),,,,"A2c, B1+2c+3d, C2b, D",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,487.0
381,487,,,2004,13,CR (En peligro crítico),,,,"A3c; B1ab(iii,v)c(iii)+2ab(iii,v)c(iii) ; C2a(ii)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,487.0
382,487,,,2008,13,CR (En peligro crítico),,,,B1ac(iv)+2ac(iv),1,UICN,2,España,124,,,1.0,Vigente,,
383,487,,,2010,13,CR (En peligro crítico),,,,B1ac(iv)+2ac(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,487.0
384,488,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,125,,,1.0,Vigente,,488.0
385,488,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,488.0
386,488,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,488.0
387,489,,,2008,13,CR (En peligro crítico),,,,"A1ac; B1ab(i,ii,iii,iv,v)c(i,ii,iv)+2ab(i,ii,iii,iv,v)c(i,ii,iv)",1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,489.0
388,489,,,2008,13,CR (En peligro crítico),,,,"A1ac; B1ab(i,ii,iii,iv,v)c(i,ii,iv)+2ab(i,ii,iii,iv,v)c(i,ii,iv)",1,UICN,2,España,125,,,1.0,Vigente,,489.0
389,489,,,2010,13,CR (En peligro crítico),,,,"A1ac; VU B2ab(ii,iii,iv,v) ; D2",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,489.0
390,490,,,2000,13,CR (En peligro crítico),,,,B1+2bc,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,490.0
391,490,,,2004,13,CR (En peligro crítico),,,,"B1ab(i,ii,iii,iv,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,490.0
392,490,,,2008,13,CR (En peligro crítico),,,,"B1ab(i,ii,iii,iv,v)",1,UICN,2,España,124,,,1.0,Vigente,,
393,490,,,2010,13,CR (En peligro crítico),,,,"B1ab(i,ii,iii,iv,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,490.0
394,500,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,500.0
395,500,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
396,500,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,500.0
397,510,,,2008,13,CR (En peligro crítico),,,,"Criterios: B2ab(iii,iv) - Fuente: Lista Roja 2008 de la Flora Vascular Española",1,UICN,2,España,124,,,1.0,Vigente,,
398,514,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,514.0
399,514,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
400,514,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,514.0
401,515,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,515.0
