ID_Ruta,CUADRICULA
1141,30TXM82
1141,30TXM72
1141,30TXM83
1144,30TYM16
1144,30TYM05
1144,30TYM06
1148,30TXM83
1148,30TXM94
1148,30TXM84
1148,30TYM05
1148,30TXM95
1218,30TYL09
1218,30TYM00
1218,30TXM90
1218,30TXM80
1219,30TYM28
1219,30TYM29
1219,30TYN20
1234,31TCG08
1234,31TCG09
1236,31TBG65
1236,31TBG75
1236,31TBG56
1236,31TBG66
1236,31TBG76
1249,31TBF57
1249,31TBF67
1249,31TBF58
1249,31TBF68
1251,30TYL36
1251,30TYL47
1251,30TYL37
1251,30TYL27
1256,31TBF68
1256,31TBF78
1258,30TYN31
1258,30TYN21
1258,30TYN32
1258,30TYN22
1258,30TYN12
1264,31TBH52
1264,30TYN42
1264,30TYN32
1264,30TYN33
1270,30TXL93
1270,30TXL94
1271,30TYN03
1271,30TYN04
1271,30TXN93
1277,31TBG57
1277,31TBG67
1277,31TBG68
1278,30TXM52
1278,30TXM53
1278,30TXM43
1278,30TXM33
1283,30TYL15
1283,30TYL26
1283,30TYL16
1283,30TYL05
1288,30TXN93
1288,30TXN83
1288,30TXN84
1289,30TXM11
1289,30TXM01
1289,30TXM12
1289,30TXM02
1297,30TXM33
1297,30TXM34
1310,30TXK85
1310,30TXK75
1311,31TBG84
1311,31TBG94
1311,31TBG85
1317,30TXM98
1317,30TXM88
1317,30TXM99
1317,30TXM89
1320,31TBG60
1320,31TBG70
1320,31TBG61
1323,30TXM88
1323,30TXM89
1323,30TXM79
1323,30TXM69
1336,30TXL45
1336,30TXL35
1336,30TXL46
1345,30TYN01
1345,30TXN91
1345,30TXN81
1345,30TXN71
1350,30TXM52
1350,30TXM62
1351,30TYL00
1351,30TYL01
1354,30TXL71
1354,30TXL72
1355,30TYN41
1355,30TYN31
1355,30TYN32
1359,31TBG78
1359,31TBG79
1364,30TXL43
1364,30TXL44
1364,30TXL34
1364,30TXL35
1365,30TXN71
1365,30TXN82
1365,30TXN72
1365,30TXN83
1367,30TXK38
1367,30TXK28
1367,30TXK39
1367,30TXK29
1388,30TYN41
1388,31TBH51
1396,30TYM45
1396,30TYM46
1396,30TYM47
1399,30TYM18
1399,30TYM08
1399,30TYM09
1402,30TXK95
1402,30TXK85
1402,30TXK75
1403,30TXK75
1403,30TXK76
1403,30TXK66
1404,30TXM71
1404,30TXM61
1404,30TXM62
1405,31TCH00
1405,31TCH01
1405,31TCH11
1409,31TBG87
1409,31TBG97
1411,31TBG97
1411,31TBG98
1414,30TXM80
1414,30TXM70
1414,30TXM81
1414,30TXM71
1418,30TYM28
1418,30TYM18
1425,30TXK37
1425,30TXK27
1425,30TXK18
1425,30TXK28
1436,30TXN83
1436,30TXN94
1436,30TXN84
1456,31TBG75
1456,31TBG76
1459,31TBG54
1459,30TYM44
1459,30TYM45
1459,31TBG55
1464,30TXK47
1464,30TXK37
1466,30TYN12
1466,30TYN02
1470,31TBG95
1470,31TBG96
1477,31TBG58
1477,31TBG68
1477,31TBG59
1477,31TBG69
1481,30TXL47
1481,30TXL37
1486,31TBG75
1486,31TBG85
1490,30TXL06
1490,30TXL07
1492,30TYL12
1492,30TYL01
1492,30TYL02
1493,31TBG69
1493,31TBG79
1494,31TBG77
1494,31TBG87
1494,31TBG78
1495,30TYK07
1495,30TYK18
1495,30TYK08
1562,31TBH92
1564,30TYN22
1564,30TYN12
1586,30TYN01
1586,30TXN92
1586,30TYN02
1586,30TYN03
1586,30TYN04
1598,31TBH72
1598,31TBH82
1599,30TXN92
1599,30TYN02
1599,30TXN93
1600,30TXM89
1600,30TXN90
1600,30TXN80
1601,31TCH01
1601,31TCH11
1601,31TCH02
1601,31TCH12
1602,30TXN90
1602,30TXN91
1602,30TXN81
1604,30TXN93
1604,30TXN94
1604,30TXN84
1609,30TXK95
1609,30TXK96
1609,30TXK97
1610,31TCH01
1610,31TBH92
1610,31TCH02
1615,31TBH62
1615,31TBH72
1615,31TBH63
1664,30TYN02
1686,30TYM48
1686,30TYM38
1686,31TBG58
1686,31TBG59
1686,30TYM49
1686,30TYM39
1688,30TYN03
1688,30TXN93
1690,30TXN93
1690,30TXN83
1690,30TXN73
1699,31TBH61
1699,31TBH71
1705,31TBH52
1705,31TBH62
1707,31TCG09
1707,31TCH00
1709,30TXN61
1709,30TXN51
1710,30TYM47
1710,31TBG57
1719,30TYL56
1719,30TYL46
1719,30TYL57
1719,31TBF47
1719,31TBF57
1749,30TXL56
1749,30TXL46
1749,30TXL57
1749,30TXL47
1772,30TXK66
1772,30TXK56
1772,30TXK57
1772,30TXK47
1776,30TXM69
1776,30TXN60
1782,31TBH61
1789,31TBH60
1789,31TBH61
1789,31TBH71
1820,30TXL07
1820,30TWL97
1821,30TXN71
1821,30TXN61
1826,30TYL46
1826,30TYL47
1827,30TXL41
1827,30TXL31
1827,30TXL42
1827,30TXL43
1836,30TXM12
1836,30TXM02
1849,30TXL15
1849,30TXL35
1849,30TXL25
1853,30TXK95
1859,30TXM98
1859,30TXM88
1859,30TXM99
1859,30TXM89
1867,30TXL92
1867,30TXL82
1867,30TXL93
1870,30TYK07
1870,30TXK97
1873,31TBG68
1873,31TBG78
1873,31TBG79
1881,31TCG09
1881,31TCG19
1881,31TCH00
1881,31TBH90
1883,31TCH01
1883,31TCH11
1883,31TCH12
1885,30TXN84
1904,31TBG96
1904,31TBG97
1904,31TCG07
1904,31TCG08
1905,31TBG76
1905,31TBG67
1905,31TBG77
1921,30TYN41
1921,31TBH51
1921,31TBH61
1927,30TXL15
1927,30TXL16
1927,30TXL06
1929,30TYM45
1929,31TBG55
1929,31TBG65
1932,30TXL82
1934,30TXK46
1934,30TXK36
1934,30TXK37
1939,30TYL27
1939,30TYL17
1946,30TYL18
1946,30TYL19
1946,30TYL09
1949,30TYL27
1949,30TYL17
1949,30TYL28
1949,30TYL18
1953,30TYL18
1953,30TYL08
1953,30TYL09
1955,31TBH82
1955,31TBH92
1960,30TXK17
1960,30TXK07
1960,30TXK18
1965,30TYN21
1965,30TYN11
1965,30TYN22
1965,30TYN12
1967,30TXN84
1967,30TXN74
1975,31TBG96
1975,31TBG97
1976,30TWL97
1976,30TWL87
1976,30TWL77
1979,31TBF52
1979,31TBF62
1996,31TCG08
1996,31TBG98
1996,31TCG09
2022,31TBH71
2022,31TBH72
2024,30TXK37
2024,30TXK38
2024,30TXK28
2034,31TBG97
2034,31TCG07
2037,30TYK18
2037,30TYK19
2044,31TBG75
2044,31TBG76
2044,31TBG86
2045,31TBG57
2045,31TBG67
2046,30TXM96
2046,30TXM86
2046,30TXM97
2046,30TXM98
2053,31TBH80
2053,31TBH90
2060,31TBH71
2060,31TBH81
2064,31TBG85
2064,31TBG95
2064,31TBG86
2068,30TXL31
2068,30TXL21
2072,30TYK18
2072,30TYK29
2072,30TYK19
2078,30TYK09
2078,30TYL00
2082,30TYM38
2082,30TYM28
2082,30TYM39
2084,31TCG09
2084,31TCH00
2085,30TXL93
2113,30TXL82
2113,30TXL72
2115,30TYL04
2115,30TXL94
2208,30TXK95
2208,30TXK85
2209,30TYN03
2242,31TBG69
2242,31TBH60
2255,30TYL27
2255,30TYL28
2266,30TYM08
2266,30TXM98
2270,31TBH81
2270,31TBH82
2272,30TYL21
2280,31TCH00
2310,31TBH80
2310,31TBH71
2310,31TBH81
2312,31TBG51
2312,31TBG61
2315,30TYL04
2315,30TYL05
2328,30TYN23
2328,30TYN13
2328,30TYN24
2328,30TYN14
2330,30TYN33
2330,30TYN23
2343,30TYN13
2343,30TYN03
2343,30TYN14
2343,30TYN04
2347,31TBH82
2347,31TBH92
2374,30TXK55
2374,30TXK45
2411,31TBH61
2411,31TBH62
2411,31TBH72
2427,30TYK18
2427,30TYK08
2427,30TYK09
2442,30TYN20
2442,30TYN21
2442,30TYN11
2452,30TYL11
2452,30TYL12
2477,30TWL96
2495,31TBG86
2495,31TBG96
2496,30TYL21
2496,30TYL11
2509,30TYL00
2515,30TXL14
2515,30TXL04
2539,30TXL18
2539,30TXL28
2540,30TXL37
2540,30TXL27
2540,30TXL28
2541,30TXM00
2541,30TXM01
2542,30TXL19
2542,30TXL09
2542,30TXM00
2543,30TXL18
2543,30TXL19
2555,31TBH82
2567,30TYM09
2567,30TYM19
2567,30TYN10
2567,30TYN11
2567,30TYN12
2581,30TYN31
2581,30TYN32
2604,31TCH00
2604,31TCH10
2712,30TXN83
2721,31TBG89
2732,31TBH90
2732,31TBH91
2738,30TYL00
2810,31TBH82
2810,31TBH83
2811,31TBG75
2812,30TYN30
2812,30TYN31
2813,31TBG86
2813,31TBG96
2814,31TBG84
2814,31TBG85
2814,31TBG95
2815,30TYN31
2815,30TYN32
2817,31TBG86
2817,31TBG87
2817,31TBG88
2838,30TXM98
2838,30TXM99
2878,31TCH00
2878,31TCH10
2889,31TBH61
2889,31TBH71
2889,31TBH72
2891,30TYM16
2891,30TYM17
2892,31TBH62
2892,31TBH72
2893,30TYM16
2893,30TYM17
2901,30TYM08
2901,30TXM98
2902,30TXN83
2907,30TYM08
2908,31TBH80
2909,31TBH81
2909,31TBH82
2914,30TXN83
2915,30TYN32
2916,31TBH72
2919,30TYM08
2919,30TXM98
2920,31TBG96
2921,31TBG96
2921,31TBG97
2928,31TBG89
2930,30TYN32
2936,30TYM16
2937,30TXN93
2938,30TYM16
2939,31TBG77
2941,30TYM16
2941,30TYM17
2943,30TYN32
2948,30TXN83
2951,30TYM16
2951,30TYM17
2952,30TYN32
2953,30TYM08
2953,30TXM98
2953,30TYM09
2953,30TXM99
2954,30TYM08
2962,30TYM39
3022,31TCG09
3045,30TXM89
3069,31TBH60
3069,31TBH61
3097,31TBF53
3097,31TBF54
3108,30TXN92
3108,30TXN93
3156,31TBG98
3156,31TBG99
3156,31TCG09
3157,31TBH60
3157,31TBH70
3169,30TYN21
3169,30TYN22
3171,31TBH63
3171,31TBH73
3173,31TBF43
3173,31TBF53
3173,31TBF54
3174,31TBH61
3175,30TXL43
3175,30TXL44
3175,30TXL34
3177,30TXM13
3177,30TXM33
3177,30TXM23
3177,30TXM34
3199,30TXK67
3199,30TXK68
3199,30TXK69
3199,30TXK77
3199,30TXK78
3199,30TXK79
3216,30TYM26
3216,30TYM16
3217,30TYN31
3217,30TYN21
3217,30TYN32
3217,30TYN22
3218,31TBG99
3218,31TBH90
3234,31TBG78
3234,31TBG88
3234,31TBG98
3282,31TBF52
3285,30TYN23
3288,31TCG09
3292,30TYL11
3293,30TXN81
3293,30TXN71
3297,30TXL36
3297,30TXL26
3297,30TXL37
3297,30TXL27
3300,30TYL43
3300,30TYL44
3300,30TYL51
3300,30TYL41
3300,30TYL42
3303,31TBH50
3303,31TBH60
3303,30TYN40
3303,30TYN30
3318,30TYM39
3318,30TYN30
3318,30TYN20
3318,30TYN10
3324,31TBH91
3326,31TBF59
3326,31TBF69
3326,31TBF79
3365,30TYL15
3365,30TYL05
3403,30TXL84
3406,30TXK28
3409,31TBG77
3409,31TBG87
3411,30TXL41
3415,30TYL43
3415,30TYL33
3416,31TBH73
3417,30TXM98
3417,30TXM88
3418,30TYN20
3419,31TBF43
3419,31TBF53
3419,31TBF52
3419,30TYL53
3421,30TXL24
3421,30TXL25
3423,31TBH71
3423,31TBH81
3426,30TXM78
3426,30TXM68
3427,30TXL19
3427,30TXM10
3427,30TXM20
3431,31TBG98
3431,31TBG99
3433,31TBG79
3433,31TBH70
3435,30TXM86
3435,30TXM87
3436,30TXL75
3436,30TXL76
3437,30TXM77
3437,30TXM78
3438,30TXL83
3439,31TBG66
3439,31TBG67
3442,30TXL74
3442,30TXL85
3442,30TXL75
3445,30TXL46
3445,30TXL47
3446,31TBG78
3446,31TBG88
3446,31TBG79
3446,31TBG89
3447,30TXK97
3447,30TXK87
3447,30TXK98
3447,30TXK88
3448,31TBF66
3449,30TYK18
3449,30TYK08
3450,30TXK98
3452,30TYN41
3452,31TBH52
3452,30TYN42
3453,30TXL71
3453,30TXL61
3453,30TXL62
3457,30TYN23
3457,30TYN13
3458,30TXM32
3459,30TYL46
3460,31TBF42
3460,30TYL52
3460,30TYL53
3463,30TXL23
3463,30TXL14
3463,30TXL24
3470,30TXL34
3470,30TXL24
3470,30TXL35
3471,30TYM39
3471,30TYN30
3471,30TYN20
3472,30TXL74
3472,30TXL75
3474,30TYL43
3474,30TYL44
3474,30TYL34
3475,30TYN22
3475,30TYN23
3476,31TBF55
3476,31TBF45
3476,31TBF46
3479,30TXL82
3480,30TXL97
3480,30TXL87
3483,30TXL19
3485,30TXL91
3485,30TXL92
3487,31TBF56
3487,31TBF45
3487,31TBF46
3489,30TXK99
3492,30TXL67
3493,30TXM64
3494,30TYL00
3496,30TXL81
3497,30TXM89
3497,30TXM79
3499,30TXM98
3499,30TXM99
3499,30TXM89
3500,31TBF66
3500,31TBF76
3503,30TYL33
3504,30TXM22
3504,30TXM23
3511,30TXL33
3511,30TXL23
3511,30TXL34
3513,30TXL70
3513,30TXL71
3513,30TXL61
3513,30TXL60
3517,30TXK65
3517,30TXK55
3517,30TXK66
3517,30TXK56
3518,31TBH80
3518,31TBH90
3518,31TBH91
3519,30TYL43
3519,30TYL42
3520,30TXL17
3520,30TXL18
3520,30TXL08
3520,30TXL09
3522,31TBG76
3523,31TBH72
3527,30TYL12
3528,30TXK96
3528,30TXK86
3529,31TBH71
3529,31TBH81
3530,31TBG76
3530,31TBG77
3531,30TYL00
3535,31TBG58
3537,30TXM89
3540,30TYN22
3540,30TYN23
3540,30TYN13
3542,31TBH72
3542,31TBH82
3543,30TYN13
3544,31TBH50
3544,31TBH51
3546,30TXN92
3546,30TXN93
3548,30TXL28
3548,30TXL29
3550,31TBG88
3550,31TBG89
3551,30TXN92
3553,30TXL79
3554,30TXL19
3556,30TXL05
3556,30TWL95
3557,30TYL11
3557,30TYL12
3557,30TYL01
3559,30TXL81
3561,30TXM48
3562,31TBH91
3563,31TBG59
3563,31TBG69
3566,30TXK77
3567,30TYM39
3567,30TYN30
3569,30TXL56
3570,30TXL55
3570,30TXL56
3570,30TXL46
3574,30TXL47
3574,30TXL37
3582,30TXK95
3584,30TXM13
3584,30TXM23
3584,30TXM24
3585,30TXL71
3585,30TXL72
3589,30TYL00
3592,30TXM21
3592,30TXM32
3592,30TXM22
3593,30TXN83
3596,30TYL01
3596,30TXL91
3597,30TXL81
3597,30TXL71
3598,30TYK09
3598,30TYK19
3599,31TBG99
3600,30TXL67
3601,31TBF42
3601,30TYL52
3602,30TYK06
3602,30TXK96
3602,30TYK07
3602,30TXK97
3604,31TCG09
3604,31TCH00
3606,31TBH91
3606,31TBH92
3607,30TXL62
3610,30TYN20
3610,30TYN21
3611,30TXL80
3614,30TXN92
3614,30TXN93
3615,31TCG08
3617,30TYN13
3619,31TBH91
3620,30TYL21
3620,30TYL22
3621,30TXK38
3621,30TXK28
3624,30TXL85
3625,30TYN13
3629,30TXL34
3629,30TXL35
3631,31TBH81
3632,30TXN83
3632,30TXN73
3633,30TYK09
3633,30TYL00
3637,31TBH71
3638,31TCG08
3638,31TCG18
3638,31TCG09
3638,31TCG19
3639,30TXN82
3639,30TXN83
3645,30TXN93
3645,30TXN83
3648,30TXL74
3651,30TXL90
3652,30TXM69
3652,30TXN70
3652,30TXN60
3656,30TXK55
3656,30TXK56
3657,31TBH73
3658,30TYN10
3658,30TYN11
3660,31TBH50
3660,31TBH60
3663,30TXN84
3664,30TYN21
3664,30TYN11
3666,31TBH90
3666,31TBH91
3667,30TYK17
3670,30TXL81
3670,30TXL82
3671,30TYK09
3674,30TXL61
3675,30TXN60
3675,30TXN50
3676,30TXM00
3676,30TWM90
3676,30TWM91
3677,30TYL12
3677,30TYL02
3678,30TXL83
3678,30TXL84
3679,30TXL19
3679,30TXM10
3681,30TXL25
3682,31TBG58
3683,30TYN21
3688,30TYL43
3688,30TYL42
3689,30TYL21
3690,30TXL57
3690,30TXL67
3691,31TBH63
3691,31TBH73
3692,31TBF54
3692,31TBF64
3694,30TXM13
3694,30TXM23
3695,31TBF42
3697,31TBG58
3698,30TYN20
3698,30TYN10
3699,31TBH63
3699,31TBH73
3700,30TXM86
3700,30TXM76
3700,30TXM77
3702,30TXK97
3702,30TXK98
3703,30TXL91
3703,30TXL92
3763,30TYL21
3765,31TBH91
3767,30TXL67
3768,30TYL12
3768,30TYL02
3769,31TBH92
3770,30TYN21
3771,30TXL80
3772,30TXL54
3773,30TYL01
3773,30TXL91
3774,30TXL37
3774,30TXL48
3774,30TXL38
3775,31TBG58
3776,31TBH92
3777,30TYK18
3777,30TYK08
3778,31TBH90
3778,31TBH91
3781,31TBG76
3781,31TBG77
3786,31TBH91
3786,31TBH92
3789,31TBF53
3789,31TBF63
3789,31TBF62
3794,30TYN22
3795,30TXL67
3795,30TXL68
3798,30TXN92
3800,31TBG58
3807,31TBG89
3807,31TBG99
3807,31TBH90
3808,30TXL17
3808,30TXL18
3808,30TXL27
3808,30TXL28
3811,31TBH92
3812,30TXL56
3812,30TXL46
3813,31TBG57
3813,31TBG58
3815,30TXL56
3818,30TXM64
3818,30TXM65
3819,30TXL80
3821,31TBG57
3821,31TBG58
3822,30TYN13
3822,30TYN14
3827,30TXL61
3827,30TXL72
3827,30TXL62
3828,31TBH91
3831,30TYN10
3832,30TXL87
3832,30TXL77
3832,30TXL88
3832,30TXL78
3833,30TXK26
3833,30TXK37
3833,30TXK27
3833,30TXK16
3833,30TXK17
3836,30TXK27
3836,30TXK38
3836,30TXK28
3836,30TXK39
3836,30TXK29
3836,30TXL30
3836,30TXL20
3837,30TXK76
3837,30TXK97
3837,30TXK66
3837,30TXK87
3837,30TXK77
3837,30TXK88
3842,30TXN83
3842,30TXN84
3847,30TXM77
3848,30TYN22
3850,30TXN83
3851,30TXM20
3851,30TXM21
3852,30TXN92
3856,30TXM74
3856,30TXM64
3859,30TXL90
3862,30TXK86
3862,30TXK97
3862,30TXK87
3865,31TBF52
3867,31TBF52
3876,30TXL88
3876,30TXL78
3878,31TBH91
3878,31TBH92
3880,30TXL72
3880,30TXL62
3881,30TYK08
3881,30TYK09
3887,30TXL47
3887,30TXL37
3890,30TXL93
3891,30TXL91
3891,30TXL81
3892,30TXM21
3892,30TXM11
3901,30TXM10
3901,30TXM00
3901,30TXM11
3904,31TBF55
3904,31TBF65
3906,31TCG08
3906,31TCG18
3906,31TBG98
3907,30TYL00
3910,30TXL32
3910,30TXL22
3910,30TXL33
3910,30TXL23
3912,31TBH61
3917,30TYL46
3917,30TYL36
3917,30TYL47
3917,30TYL37
3918,30TXM00
3919,30TXL60
3919,30TXL50
3920,30TXL47
3920,30TXL37
3920,30TXL48
3920,30TXL38
3922,30TXM12
3922,30TXM13
3922,30TXM23
3927,31TBH80
3927,31TBH90
3927,31TBH81
3927,31TBH91
3930,30TXL94
3931,31TBG68
3932,30TXM81
3932,30TXM71
3932,30TXM82
3932,30TXM83
3934,30TXL19
3934,30TXM10
3934,30TXM00
3935,30TYN30
3935,30TYN31
3935,30TYN21
3936,30TXK69
3936,30TXK79
3936,30TXL70
3939,30TXL46
3939,30TXL47
3940,30TYN30
3940,30TYN41
3940,30TYN31
3941,30TXK99
3941,30TXK89
3941,30TXL80
3941,30TXL70
3947,30TYL22
3947,30TYL12
3948,30TYL01
3948,30TYL02
3951,30TXK98
3951,30TXK99
3951,30TXL90
3952,31TBG76
3952,31TBG77
3953,30TXK65
3953,30TXK66
3956,30TXL06
3956,30TXL07
3956,30TXL08
3956,30TWL98
3958,30TXL19
3959,30TXL47
3959,30TXL48
3959,30TXL38
3960,30TXK96
3960,30TXK86
3960,30TXK76
3961,31TBF56
3961,30TYL56
3961,31TBF46
3961,30TYL46
3962,30TXL56
3962,30TXL57
3964,31TBH60
3966,30TYL43
3966,30TYL42
3970,30TYM16
3971,30TYN13
3977,30TXL67
3977,30TXL68
3980,31TBG69
3980,31TBH60
3980,31TBH70
3981,30TXK86
3981,30TXK87
3982,30TXM32
3982,30TXM33
3982,30TXM23
3985,30TXL15
3985,30TXL05
3985,30TXL16
3985,30TXL06
3987,30TXK46
3987,30TXK47
3987,30TXK37
3987,30TXK27
3987,30TXK17
3987,30TXK07
3988,30TXL85
3988,30TXL86
3988,30TYL07
3988,30TXL97
3988,30TXL87
3994,30TXL96
3994,30TXL86
3994,30TXL87
4001,30TXL56
4001,30TXL66
4006,30TWL97
4006,30TWL87
4006,30TWL88
4012,30TXL92
4014,30TXM00
4014,30TXM01
4016,30TXL37
4017,30TXL80
4021,30TXM21
4021,30TXM11
4021,30TXM12
4021,30TXM02
4022,31TBG95
4022,31TCG05
4022,31TCG06
4023,30TXL54
4024,30TYL43
4024,30TYL33
4024,30TYL42
4028,31TCG08
4029,30TYN22
4029,30TYN12
4031,31TBG57
4034,30TXL78
4034,30TXL79
4035,30TXL19
4035,30TXL09
4035,30TXM10
4035,30TXM00
4036,30TXM23
4039,30TYL42
4039,30TYL32
4041,30TXL55
4041,30TXL56
4041,30TXL66
4043,31TBG95
4043,31TCG06
4043,31TBG96
4054,30TYN30
4054,30TYN20
4058,30TXL09
4058,30TWL99
4058,30TWM90
4058,30TWM80
4068,31TBF53
4068,31TBF54
4068,31TBF52
4070,30TXL73
4070,30TXL63
4070,30TXL74
4070,30TXL64
4082,30TYM46
4082,31TBG56
4082,30TYM47
4082,31TBG57
4083,30TXL07
4083,30TWL97
4083,30TWL98
4083,30TWL99
4083,30TWL89
4083,30TWM80
4142,30TXL55
4142,30TXL56
4142,30TXL66
4145,30TYL14
4145,30TYL04
4154,30TXL45
4159,30TXL83
4160,30TYL04
4161,30TXL90
4161,30TXL80
4165,30TYN31
4165,30TYN21
4167,30TXL78
4167,30TXL79
4168,30TXM03
4172,31TBG69
4172,31TBH50
4172,31TBH60
4173,30TXL85
4173,30TXL75
4175,31TBG76
4175,31TBG77
4175,31TBG87
4178,30TXM32
4178,30TXM33
4178,30TXM23
4182,30TXM71
4201,30TXL26
4208,30TWL99
4212,30TWL99
4213,30TXK27
4213,30TXK17
4218,30TXL16
4226,30TWL96
4228,30TXL29
4234,30TXK67
4238,30TXL18
4238,30TXL19
4245,30TXL28
4246,30TXK28
4252,30TYK09
4252,30TYL00
4253,30TXL26
4255,30TXL36
4255,30TXL37
4263,30TWL98
4267,30TXL27
4267,30TXL28
4273,30TXL26
4273,30TXL27
4274,30TXL06
4280,30TXL18
4282,30TXL26
4284,30TXL18
4284,30TXL28
4289,30TXL17
4292,30TXK27
4294,30TXL18
4294,30TXL19
4300,30TWL98
4305,30TXL09
4306,30TXL19
4306,30TXL29
4313,30TXK26
4313,30TXK27
4313,30TXK16
4313,30TXK17
4315,30TXL37
4325,30TXL17
4326,30TXL05
4328,30TXL06
4330,30TXL06
4330,30TXL07
4330,30TWL97
4337,30TXL07
4337,30TWL97
4338,30TXK87
4342,30TXL27
4345,30TWL98
4348,30TXL18
4348,30TXL08
4358,30TXL18
4358,30TXL28
4361,30TWL97
4364,30TXL17
4368,30TXL53
4369,30TXL07
4370,30TXL65
4370,30TXL55
4371,30TXK27
4371,30TXK17
4374,30TXK17
4376,30TWL97
4377,30TXL37
4378,30TXL06
4379,30TXL18
4380,30TWL99
4381,30TXL37
4395,30TXK37
4396,30TWL97
4405,30TWL99
4405,30TWL89
4407,30TWL87
4407,30TWL77
4414,30TWL99
4419,30TXL05
4420,30TXL18
4424,30TWL87
4513,31TBF53
4513,31TBF63
4513,31TBF73
4513,31TBF83
4513,31TBF54
4513,31TBF74
4513,31TBF84
4513,30TYL54
4513,31TBF44
4513,30TYL44
4513,31TBF82
4513,31TBF92
4529,30TXL34
4529,30TXL35
4529,30TXL25
4537,30TXK49
4537,30TXK39
4558,30TXK39
4558,30TXK29
4558,30TXL20
4560,30TXM71
4581,30TXL17
4581,30TXL18
4601,30TYM16
4601,30TYM06
4643,30TYL25
4643,30TYL26
4643,30TYL16
250,30TWM93
250,30TWM83
252,30TXM04
252,30TXM15
252,30TXM05
337,30TXM04
337,30TXM15
337,30TXM05
456,30TXK16
456,30TXK06
456,30TXK17
456,30TXK07
456,30TWK97
456,30TXK08
456,30TWK98
542,30TWM80
542,30TWM70
542,30TWM71
542,30TWM61
542,30TWM51
542,30TWM52
542,30TWM42
573,30TXL20
573,30TXL31
573,30TXL21
573,30TXL42
573,30TXL32
573,30TXL43
649,31TBG83
649,31TBG93
650,31TCH12
651,31TCG19
651,31TCH10
651,31TCH20
651,31TCH21
667,31TBF73
667,31TBF74
667,31TBF84
693,31TCG05
693,31TCG06
694,31TBF61
694,31TBF62
695,31TBF62
696,31TBF62
736,31TBF64
736,31TBF65
736,31TBF66
737,31TBF65
738,31TBF64
738,31TBF74
739,31TBF63
739,31TBF73
739,31TBF74
740,31TBF73
741,31TBF74
742,31TBF63
742,31TBF62
753,31TBF77
753,31TBF87
753,31TBF78
753,31TBF88
754,31TBF76
754,31TBF77
754,31TBF78
1040,31TCH12
1040,31TCH22
1060,31TCH11
1060,31TCH12
1075,30TXK16
1075,30TXK06
1075,30TXK17
1075,30TXK07
1075,30TWK97
1075,30TXK08
1075,30TWK98
1080,30TXN74
1080,30TXN64
1080,30TXN75
1088,30TXN63
1088,30TXN64
1098,30TYK03
1098,30TYK04
1098,30TYK13
1193,30TYK04
1240,31TBF76
1240,31TBF77
1240,31TBF78
1302,30TXK45
1302,30TXK35
1329,30TXK15
1329,30TXK25
1329,30TXK16
1329,30TXK06
1329,30TXK07
1339,30TXN73
1348,30TXK83
1348,30TXK84
1353,31TCG05
1353,31TCG06
1353,31TCG16
1415,30TXK54
1415,30TXK55
1422,30SXK62
1422,30TXK63
1422,30TXK64
1435,31TCH12
1435,31TCH22
1442,30TXK29
1442,30TXL20
1442,30TXL21
1444,30SXK81
1444,30SXK62
1444,30SXK82
1444,30SXK72
1467,30TWL76
1467,30TWL77
1471,30TXK64
1471,30TXK54
1491,30TYK04
1491,30TYK05
1491,30TXK95
1512,31TCG03
1512,31TCG13
1512,31TCG14
1526,30TYK03
1526,30TYK13
1537,30TXN74
1537,30TXN64
1561,30SXK81
1565,30TXM01
1565,30TWM91
1583,31TCG19
1583,31TCH10
1583,31TCH20
1583,31TCH21
1588,31TCH12
1588,31TCH13
1663,31TCG06
1663,31TCG16
1689,31TBF79
1721,31TBF73
1721,31TBF83
1721,31TBF72
1724,31TBF73
1724,31TBF83
1724,31TBF72
1724,31TBF82
1742,31TBG83
1742,31TBG93
1742,31TBG94
1753,30TYL51
1753,31TBF41
1753,31TBF51
1753,31TBF42
1753,30TYL41
1753,30TYL52
1753,30TYL42
1753,30TYL32
1788,30TWL95
1788,30TWL96
1791,31TBF87
1791,31TBF78
1791,31TBF88
1801,31TCH12
1801,31TCH22
1801,31TCH13
1801,31TCH23
1833,30TYK28
1833,30TYK29
1863,31TCG05
1863,31TCG15
1915,31TBF73
1915,31TBF83
1915,31TBF84
1926,30TXL13
1926,30TXL23
1926,30TXL14
1926,30TXL04
1928,30TYL31
1928,30TYL21
1928,30TYL32
1930,30TXL04
1930,30TXL05
1930,30TWL95
1930,30TWL96
1941,31TCG06
1941,31TCG07
1969,30TXN50
1969,30TXN40
1984,30TXM02
2047,30TXN75
2047,30TXN65
2051,31TBF78
2051,31TBF79
2055,30TYK25
2055,30TYK15
2093,30TXK18
2093,30TXK28
2122,30TXM02
2122,30TXM03
2200,30TYK25
2200,30TYK46
2200,30TYK36
2200,30TYK26
2200,30TYK47
2200,30TYK37
2212,31TCG06
2212,31TCG07
2212,31TCG17
2212,31TCG18
2231,30TXK45
2231,30TXK46
2256,30TYL20
2256,30TYL21
2260,30SXK81
2263,30TXN40
2268,30TXL21
2268,30TXL32
2268,30TXL22
2268,30TXL23
2276,30TXL21
2300,30TXN85
2300,30TXN75
2322,31TBF79
2322,31TBG60
2322,31TBG70
2326,30TXN74
2335,31TBF61
