taxonid,name,taxonrank,origen,taxonomicgroup,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,nametype
33101,"Narcissus yepesii S. Ríos, D. Rivera, Alcaraz & Obón",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,yepesii,,Sinónimo
674,Senecio auricula subsp. auricula Bourgeau ex Cosson,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,auricula,auricula,Sinónimo
674,Senecio auricula subsp. sicoricus (O. Bolòs & Vigo) Ascaso & Pedrol,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,auricula,sicoricus,Sinónimo
32074,Vella aspera Pers.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Vella,,aspera,,Aceptado/válido
2452,Armeria cantabrica subsp. vasconica (Sennen) Uribe-Echebarría,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,,cantabrica,vasconica,Sinónimo
3544,Cheirolophus mansanetianus G. Stübing & al.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cheirolophus,,mansanetianus,,Sinónimo
34004,Narcissus perez-chiscanoi Fern. Casas,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,perez-chiscanoi,,Sinónimo
8346,Sideritis calduchii Cirujano & al.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,calduchii,,Sinónimo
8327,"Sideritis fernandez-casasii R. Roselló, Peris, Stübing & Mateo",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,fernandez-casasii,,Sinónimo
8348,Sideritis pusilla subsp. alhamillensis Obón & Rivera,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,pusilla,alhamillensis,Sinónimo
8519,Taraxacum ibericum van Soest,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,,ibericum,,Sinónimo
11378,"Plebicula golgus (Hübner, 1813)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebicula,,golgus,,Sinónimo
32175,"Balaenoptera acutorostrata Lacépède, 1804",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,,acutorostrata,,Aceptado/válido
32176,"Balaenoptera borealis Lesson, 1828",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,,borealis,,Aceptado/válido
32177,"Balaenoptera musculus (Linnaeus, 1758)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,,musculus,,Aceptado/válido
32178,"Balaenoptera physalus (Linnaeus, 1758)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,,physalus,,Aceptado/válido
32179,"Delphinus delphis Linnaeus, 1758",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,,delphis,,Aceptado/válido
32180,"Globicephala melas (Traill, 1809)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,,melas,,Aceptado/válido
32181,"Phocoena phocoena (Linnaeus, 1758)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,,phocoena,,Aceptado/válido
32183,"Euplagia quadripunctaria (Poda, 1761)",Species,,Invertebrados,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euplagia,,quadripunctaria,,Aceptado/válido
12219,Chalcides occidentalis,Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,,occidentalis,,Sinónimo
10714,Hypodryas aurinia,Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypodryas,,aurinia,,Sinónimo
11455,Valencia letourneuxi,Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Valenciidae,Valencia,,letourneuxi,,Sinónimo
13987,Melanitta nigra nigra,Subspecies,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,,nigra,nigra,Sinónimo
14073,Sterna caspia caspia,Subspecies,Especie nativa,Aves,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,,caspia,caspia,Sinónimo
12312,Tetrax tetrax tetrax,Subspecies,Especie nativa,Aves,Animalia,Chordata,Aves,Otidiformes,Otididae,Tetrax,,tetrax,tetrax,Sinónimo
6836,"Anacamptis palustris (Jacq.) R.M. Bateman, Pridgeon & M.W. Chase",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anacamptis,,palustris,,Aceptado/válido
32294,"Insulivitrina machadoi Ibáñez & Alonso, 1990",Species,,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Vitrinidae,Insulivitrina,,machadoi,,Aceptado/válido
32296,"Drusia tenerifensis (Alonso, Ibáñez & Díaz, 1985)",Species,Especie nativa,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Parmacellidae,Drusia,,tenerifensis,,Aceptado/válido
32297,"Insulivitrina reticulata (Mousson, 1872)",Species,,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Vitrinidae,Insulivitrina,,reticulata,,Aceptado/válido
6423,Narcissus juncifolius Lagasca,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,juncifolius,,Sinónimo
32348,"Calonectris borealis (Cory, 1881)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,,borealis,,Aceptado/válido
2866,Apteranthes europaea (Guss.) Murb.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Asclepiadaceae,Apteranthes,,europaea,,Aceptado/válido
11800,"Lagopus mutus (Montin, 1781)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lagopus,,mutus,,Sinónimo
11569,Ocnogyna latreillei Godart,Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Ocnogyna,,latreillei,,Sinónimo
79377,"Plebejus pylaon (Fischer-Waldheim, 1824)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,,pylaon,,Sinónimo
2024,"Allium schoenoprasum subsp. latiorifolium (Pau) Rivas Mart., Fern.Gonz. & Sánchez Mata",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,schoenoprasum,latiorifolium,Sinónimo
11774,"Belgrandiella montana (Rolán, 1993) ",Species,Especie nativa,Invertebrados,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Belgrandiella,,montana,,Sinónimo
11287,"Blennius fluviatilis Asso, 1801",Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,,fluviatilis,,Sinónimo
32632,Cantharellus melanoxeros Desmazières,Species,Especie nativa,Hongos,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,,melanoxeros,,Aceptado/válido
3618,Cistus ladaniferus auct.,Nombre mal aplicado,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,ladaniferus,,Sinónimo
24238,Festuca gredensis Fuente & Ortúñez,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,,gredensis,,Sinónimo
4883,Genista cinerea subsp. speciosa Rivas Mart. & al.,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,,cinerea,speciosa,Sinónimo
6662,Hedysarum humile L.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,,humile,,Sinónimo
32723,Hericium erinaceus (Bulliard) Persoon,Species,Especie nativa,Hongos,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,,erinaceus,,Aceptado/válido
5398,Juncus pyrenaeus Jeanb. & Timb.-Lagr.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,,pyrenaeus,,Sinónimo
79181,"Leiopicus medius (Linnaeus, 1758)",Species,,Aves,Animalia,Chordata,Aves,Piciformes,Picidae,Leiopicus,,medius,,Sinónimo
7680,Lygos sphaerocarpa (L.) Heywood,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lygos,,sphaerocarpa,,Sinónimo
6425,Narcissus bulbocodium subsp. citrinus (Baker) Fern. Casas,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,bulbocodium,citrinus,Sinónimo
6532,Narcissus pseudonarcissus subsp. leonensis (Pugsley) Fern.Casas & M.Laínz,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,pseudonarcissus,leonensis,Sinónimo
12276,"Navasius sulcatus Bolivar, 1912",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Navasius,,sulcatus,,Sinónimo
11395,"Oestophora granease Arrébola, 1998",Species,Especie nativa,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Trissexodontidae,Oestophora,,granease,,Sinónimo
7118,"Pinus halepensis var. ceciliae (Llorens & L. Llorens) Roselló, et al.",Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,,halepensis,ceciliae,Sinónimo
12154,"Pipistrellus savii (Bonaparte, 1837)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,,savii,,Sinónimo
32847,Pseudoboletus parasiticus (Bull.) Šutara,Species,Especie nativa,Hongos,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,,parasiticus,,Aceptado/válido
12047,Putorius putorius L. 1758,Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Putorius,,putorius,,Sinónimo
7379,Quercus rotundifolia Lam.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,,rotundifolia,,Aceptado/válido
7823,Rubia caespitosa (Font Quer & Marcos) Rosselló,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rubia,,caespitosa,,Aceptado/válido
8279,Sideritis leucantha subsp. bourgaeana (Boiss. & Reuter) Alcaraz & al.,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,leucantha,bourgaeana,Sinónimo
8340,Sideritis murgetana subsp. littoralis Obón & Rivera,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,murgetana,littoralis,Sinónimo
8348,"Sideritis pusilla subsp. carthaginensis (Font Quer) Alcaraz, T.E. Díaz, Rivas Mart. & Sánchez Gómez",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,pusilla,carthaginensis,Sinónimo
10659,"Tropidophoxinellus alburnoides (Steindachner, 1866)",Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tropidophoxinellus,,alburnoides,,Sinónimo
32929,Tylopilus felleus (Bulliard) P. Karsten,Species,Especie nativa,Hongos,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,,felleus,,Aceptado/válido
32933,Verpa bohemica (Krombh.) J. Schröt.,Species,Especie nativa,Hongos,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Verpa,,bohemica,,Aceptado/válido
11781,"Xerocrassa claudinae (Gasull, 1964)",Species,,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Geoplanidae,Xerocrassa,,claudinae,,Sinónimo
10821,"Noemacheilus barbatulus (Linnaeus, 1758)",Species,Especie no nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Noemacheilus,,barbatulus,,Sinónimo
12050,Pipistrellus pipistrellus pygmaeus,Subspecies,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,,pipistrellus,pygmaeus,Sinónimo
11352,"Microtus pyrenaicus Selys-Longchamps, 1847",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,pyrenaicus,,Sinónimo
11856,"Microtus nivalis (Martins, 1842)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,nivalis,,Sinónimo
10663,"Maculinea alcon (Denis & Schiffermüller, 1775)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,,alcon,,Sinónimo
16398,Hippolais opaca,Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,,opaca,,Sinónimo
6375,Arenaria funiculata Fior & P.O. Karis,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,,funiculata,,Aceptado/válido
33007,"Alaudala rufescens (Vieillot, 1819)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alaudala,,rufescens,,Aceptado/válido
33009,"Spinus spinus (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,,spinus,,Aceptado/válido
33011,"Fringilla polatzeki Hartert, 1905",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,,polatzeki,,Aceptado/válido
33012,"Spatula querquedula (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,,querquedula,,Aceptado/válido
33013,"Spatula clypeata (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,,clypeata,,Aceptado/válido
33014,"Picus sharpei (Saunders, H, 1872)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,,sharpei,,Aceptado/válido
33015,"Dryobates minor (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,,minor,,Aceptado/válido
33016,"Hydrobates castro (Harcourt, 1851)",Species,,Aves,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,,castro,,Aceptado/válido
33018,"Mareca strepera (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,,strepera,,Aceptado/válido
1067,Tephroseris elodes subsp. coincyi (Rouy) Aedo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tephroseris,,elodes,coincyi,Sinónimo
80944,"Sylvia subalpina Temminck, 1820",Species,Desconocido,Aves,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,,subalpina,,Sinónimo
33022,Achyrophorus rutea (Talavera) Talavera,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achyrophorus,,rutea,,Sinónimo
33007,"Alauda rufescens Vieillot, 1819",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,,rufescens,,Sinónimo
33030,Anthemis funkii (Willk.) Benedí,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,,funkii,,Aceptado/válido
33031,"Ardenna gravis (O'Reilly, 1818)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,,gravis,,Aceptado/válido
33032,"Ardenna grisea (Gmelin, JF, 1789)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,,grisea,,Aceptado/válido
33036,"Asparagus macrorrhizus Pedrol, J.J. Regalado & López Encina",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,,macrorrhizus,,Aceptado/válido
33045,"Calidris falcinellus (Pontoppidan, 1763)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,,falcinellus,,Aceptado/válido
33046,"Calidris pugnax (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,,pugnax,,Aceptado/válido
33055,"Clanga clanga (Pallas, 1811)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Clanga,,clanga,,Aceptado/válido
33056,"Clanga pomarina (Brehm, CL, 1831)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Clanga,,pomarina,,Aceptado/válido
33058,Convolvulus fruticulosus subsp. glandulosus (Webb) J.R.I. Wood & R.W. Scotland,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,fruticulosus,glandulosus,Aceptado/válido
33063,Cyclodictyon laetevirens (Hook. & Taylor) Mitt.,Species,Especie nativa,Plantas no vasculares,Plantae,Bryophyta,Bryopsida,Hookeriales,Hookeriaceae,Cyclodictyon,,laetevirens,,Aceptado/válido
33067,"Zapornia pusilla (Pallas, 1776)",Species,,Aves,Animalia,Chordata,Aves,Gruiformes,Rallidae,Zapornia,,pusilla,,Aceptado/válido
33069,"Zapornia parva (Scopoli, 1769)",Species,,Aves,Animalia,Chordata,Aves,Gruiformes,Rallidae,Zapornia,,parva,,Aceptado/válido
33074,"Hypericum hispanicum (Pau) M.A. Alonso, Agulló, J.L. Villar, Juan & M. B. Crespo",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,hispanicum,,Aceptado/válido
33080,"Ichthyosaura alpestris (Laurenti, 1768)",Species,Especie nativa,Anfibios,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,,alpestris,,Aceptado/válido
33081,"Iduna pallida (Hemprich & Ehrenberg, 1833)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,,pallida,,Aceptado/válido
33085,"Limonium arboreum (Willd.) Erben, A. Santos & Reyes-Bet.",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,arboreum,,Aceptado/válido
33086,Limonium bollei (Wangerin) Erben,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,bollei,,Aceptado/válido
33087,"Limonium frutescens (Lem.) Erben, A. Santos & Reyes-Bet.",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,frutescens,,Aceptado/válido
33088,"Linaria cannabina (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,,cannabina,,Aceptado/válido
33089,"Linaria flavirostris (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,,flavirostris,,Aceptado/válido
33094,"Mareca penelope (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,,penelope,,Aceptado/válido
33095,"Zamenis scalaris (Schinz, 1822)",Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Zamenis,,scalaris,,Aceptado/válido
33096,"Microcarbo pygmaeus (Pallas, 1773)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,,pygmaeus,,Aceptado/válido
33101,"Narcissus nevadensis subsp. longispathus (Pugsley) Algarra, Blanca, Cueto & J. Fuentes",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,nevadensis,longispathus,Aceptado/válido
11267,"Ochthebius figueroaorum Garrido, Valladares & Régil, 1991",Species,,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Ochthebius,Asiobates,figueroaorum,,Sinónimo
33120,Quercus pubescens Willd.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,,pubescens,,Aceptado/válido
33122,"Rhodospiza obsoleta (Lichtenstein, MHK, 1823)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodospiza,,obsoleta,,Aceptado/válido
33140,Viburnum rugosum Pers.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,,rugosum,,Aceptado/válido
33141,"Spilopelia senegalensis (Linnaeus, 1766)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,,senegalensis,,Aceptado/válido
12282,"Cyanecula svecica (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cyanecula,,svecica,,Sinónimo
16397,"Hippolais caligata (Lichtenstein, 1823)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,,caligata,,Sinónimo
33149,"Hydrobates leucorhous (Vieillot, 1818)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,,leucorhous,,Aceptado/válido
14083,"Sterna fuscata Linnaeus, 1766",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,,fuscata,,Sinónimo
6423,Narcissus flavus Lag.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,flavus,,Sinónimo
