timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-02T19:15:52,codecarbon,354fc9d7-8382-47a0-82e8-743f1b025aed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7502.809947289999,0.021074836898564105,2.808925861993385e-06,23.73428571428571,0.0,20.0,0.11576926722479668,0,0.045107350321494336,0.16087661754629087,Spain,ESP,,gcp,europe-southwest1,Linux-6.8.0-1026-azure-x86_64-with-glibc2.35,3.10.16,3.0.0,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,,,31.341808319091797,machine,Y,1.12
