,other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
646,4343,P,,Epipactis microphylla (Ehrh.) Sw.,,,24.0,24.0,i,R,D,ES0000035,2023,135,np,203,36.0
647,4345,P,,Epipactis palustris (L.) Crantz,,,1.0,1.0,grids10x10,V,D,ES0000003,2023,135,np,203,47.0
648,4346,P,,Epipactis fageticola (C.E. Hermos.) Devillers-Tersch. & Devillers,,,,,,V,"A,D",ES2200024,2023,135,np,203,
649,4348,P,,Epipactis tremolsii Pau,,,,,,P,D,ES0000069,2023,135,np,203,
650,4356,P,,Equisetum hyemale L.,,,1.0,1.0,grids10x10,R,D,ES4120025,2023,135,np,203,47.0
651,4358,P,,Equisetum palustre L.,,,1494.0,1906.0,area,V,D,ES0000035,2023,135,np,203,9.0
652,4359,P,,Equisetum ramosissimum Desf.,,,,,,,D,ES0000038,2023,135,np,203,
653,4360,P,,Equisetum sylvaticum L.,,,1.0,1.0,grids1x1,V,"A,D",ES0000003,2023,135,np,203,22.0
654,4362,P,,Equisetum variegatum F. Webber & D. Mohr,,,,,,P,D,ES0000016,2023,135,np,203,
655,4363,P,,Erica andevalensis Cabezudo & J. Rivera,,,,,,P,"A,D",ES0000051,2023,135,np,203,
656,4364,P,,Erica arborea L.,,,1.0,5.0,i,,D,ES0000173,2023,135,np,203,36.0
657,4365,P,,Erica australis L.,,,,,,C,B,ES6310001,2023,135,np,203,
658,4366,P,,Erica ciliaris L.,,,47.0,51.0,i,P,D,ES0000031,2023,135,np,203,36.0
659,4367,P,,Erica cinerea L.,,,,,,C,D,ES4230002,2023,135,np,203,
660,4368,P,,Erica erigena R. Ross,,,1001.0,10000.0,i,,D,ES0000173,2023,135,np,203,36.0
661,4370,P,,Erica lusitanica Rudolphi,,,1.0,1.0,grids10x10,R,D,ES4120090,2023,135,np,203,47.0
662,4371,P,,Erica mackaiana Bab.,,,,,,P,B,ES1120015,2023,135,np,203,
663,4372,P,,Erica multiflora L.,,,,,i,P,D,ES6170007,2023,135,np,203,36.0
664,4373,P,,Erica scoparia L.,,,,,,P,D,ES0000052,2023,135,np,203,
665,4375,P,,Erica terminalis Salisb.,,,80.0,100.0,i,V,D,ES0000031,2023,135,np,203,36.0
666,4376,P,,Erica tetralix L.,,,,,,C,D,ES4220017,2023,135,np,203,
667,4377,P,,Erica umbellata L.,,,,,,P,D,ES0000052,2023,135,np,203,
668,4378,P,,Erophaca baetica (L.) Boiss.,,,,,,R,D,ES0000264,2023,135,np,203,
669,4399,P,,Eryngium corniculatum Lam.,,,550.0,550.0,i,R,D,ES6130007,2023,135,np,203,36.0
670,4402,P,,Eryngium galioides Lam.,,,150.0,150.0,i,R,D,ES6150021,2023,135,np,203,36.0
671,4403,P,,Eryngium glaciale Boiss.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
672,4404,P,,Eryngium grosii Font Quer,,,50294.0,50294.0,i,R,"A,B,D",ES6170007,2023,135,np,203,36.0
673,4405,P,,Eryngium huteri Porta,,,100.0,100.0,i,V,"A,B,D",ES0000035,2023,135,np,203,36.0
674,4412,P,1603,Eryngium viviparum,,,,,,P,,ES0000376,2023,135,p,201,
675,4414,P,,Erysimum cazorlense (Heywood) Holub,,,13.0,13.0,i,R,"A,D",ES6140005,2023,135,np,203,36.0
676,4420,P,,Erysimum gorbeanum Polatschek,,,,,,P,B,ES2410003,2023,135,np,203,
677,4430,P,,Erysimum myriophyllum Lange,,,10.0,100.0,i,V,"A,D",ES6140001,2023,135,np,203,36.0
678,4433,P,,Erysimum popovii Rothm.,,,10.0,10.0,i,V,"B,D",ES6130002,2023,135,np,203,36.0
679,4435,P,,Erysimum rondae Polatschek,,,,,,P,D,ES6170032,2023,135,np,203,
680,4437,P,,Erysimum seipkae Polatschek,,,,,,P,B,ES2410059,2023,135,np,203,
681,4439,P,,Erythronium dens-canis L.,,,,,,P,D,ES4320037,2023,135,np,203,
682,4444,P,,Eucalyptus camaldulensis Dehnh.,,,,,,P,D,ES0000272,2023,135,np,203,
683,4453,P,,Euonymus europaeus Mill.,,,,,,P,D,ES4240017,2023,135,np,203,
684,4455,P,,Euonymus latifolius (L.) Mill.,1.0,,,,,V,A,ES4240016,2023,135,np,203,
685,4464,P,,Euphorbia briquetii Emb. & Maire,,,16.0,31.0,grids1x1,,"B,D",ES6200039,2023,135,np,203,22.0
686,4471,P,,Euphorbia dendroides L.,,,,,,,A,ES0000233,2023,135,np,203,
687,4477,P,,Euphorbia gaditana Coss.,,,20.0,20000.0,i,R,"A,B,D",ES6120015,2023,135,np,203,36.0
688,4483,P,,Euphorbia oxyphylla Boiss.,,,,,,P,"B,D",ES4250001,2023,135,np,203,
689,4497,P,,Euphorbia isatidifolia Lam.,,,,,,P,B,ES0000181,2023,135,np,203,
690,4501,P,,Euphorbia maresii Knoche,,,,,,,B,ES0000083,2023,135,np,203,
691,4502,P,,Euphorbia maresii Knoche subsp. maresii,,,,,,,B,ES0000073,2023,135,np,203,
692,4504,P,,Euphorbia margalidiana,,,,,,V,,ES0000241,2023,135,p,201,
693,4508,P,,Euphorbia nevadensis Boiss. & Reut.,,,150.0,600.0,i,R,"D,IV",ES6140001,2023,135,np,203,36.0
694,4508,P,1574,Euphorbia nevadensis,,,2.0,2.0,grids10x10,V,"D,IV",ES4130035,2023,135,np,203,47.0
695,4509,P,,Euphorbia nevadensis Boiss. & Reut. subsp. nevadensis,,,,,,R,C,ES0000266,2023,135,np,203,
696,4515,P,,Euphorbia paniculata Desf.,,,,,,R,D,ES0000090,2023,135,np,203,
697,4522,P,,Euphorbia pithyusa L.,,,,,,,A,ES0000233,2023,135,np,203,
698,4554,P,,Euphrasia willkommii Freyn,,,29.0,29.0,i,V,D,ES6140001,2023,135,np,203,36.0
699,4558,P,,Exaculum pusillum (Lam.) Caruel,,,,,,,D,ES5310121,2023,135,np,203,
700,4566,P,,Fagus sylvatica L.,,,,,,P,D,ES0000015,2023,135,np,203,
701,4583,P,,Ferula loscosii (Lange) Willk.,,,1.0,1.0,grids1x1,,"A,B",ES2410076,2023,135,np,203,22.0
702,4584,P,,Ferula tingitana L.,,,,,i,P,D,ES0000276,2023,135,np,203,36.0
703,4588,P,,"Ferulago ternatifolia Solanas, M.B. Crespo & García-Martín",,,1.0,1.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
704,4595,P,,Filipendula ulmaria (L.) Maxim.,,,,,,P,D,ES4240007,2023,135,np,203,
705,4596,P,,Filipendula vulgaris Moench,,,,,,R,D,ES0000266,2023,135,np,203,
706,4605,P,,Forsskaolea tenacissima L.,,,5.0,,localities,R,"A,D",ES0000047,2023,135,np,203,35.0
707,4610,P,,Frangula alnus Mill.,,,21.0,21.0,i,V,D,ES0000035,2023,135,np,203,36.0
708,4612,P,,Frangula alnus subsp. baetica (Willk. & É. Rev.) Devesa,,,,,,P,"A,B",ES4210001,2023,135,np,203,
709,4618,P,,Frankenia laevis L.,,,,,,P,D,ES0000017,2023,135,np,203,
710,4619,P,,Frankenia pulverulenta L.,,,,,,P,"A,D",ES2110007,2023,135,np,203,
711,4620,P,,Frankenia thymifolia Desf.,,,1.0,1.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
712,4623,P,,Fraxinus angustifolia Vahl,,,1.0,1.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
713,4625,P,,Fraxinus excelsior L.,,,,,,C,D,ES4240016,2023,135,np,203,
714,4628,P,,Fraxinus ornus L.,,,,,,P,D,ES4210001,2023,135,np,203,
715,4634,P,,Fritillaria pyrenaica L.,,,,,,P,B,ES0000149,2023,135,np,203,
716,4636,P,,Fuirena pubescens (Poir.) Kunth,,,,,i,V,"A,D",ES0000049,2023,135,np,203,36.0
717,4639,P,,Fumana baetica Güemes,,,1175.0,2350.0,i,R,"A,D",ES0000035,2023,135,np,203,36.0
718,4641,P,,Moehringia intricata subsp. castellana J.M.Monts.,,,,,,P,"B,D",ES4240003,2023,135,np,203,
719,4653,P,,Fumana fontanesii Pomel,,,295.0,295.0,i,V,"A,D",ES6130002,2023,135,np,203,36.0
720,4655,P,,Fumana juniperina (Dunal) Pau ,,,30.0,,i,R,"A,D",ES0000337,2023,135,np,203,36.0
721,4667,P,,Fumaria bicolor Nicotra,,,,,,,C,ES0000233,2023,135,np,203,
722,4678,P,,Fumaria mirabilis Pugsley,,,,,,P,D,ES0000046,2023,135,np,203,
723,4688,P,,Fumaria reuteri Boiss.,,,,,,P,A,ES0000014,2023,135,np,203,
724,4689,P,,Fumaria rupestris Boiss. & Reut.,,,,,,P,D,ES0000046,2023,135,np,203,
725,4713,P,1866,Galanthus nivalis,,,-1.0,,i,,"D,V",ES0000279,2023,135,np,203,36.0
726,4714,P,,Galega africana Mill.,,,,,,P,D,ES6120006,2023,135,np,203,
727,4715,P,,Galega cirujanoi García-Mur. & Talavera,,,2.0,2.0,i,P,D,ES0000052,2023,135,np,203,36.0
728,4725,P,,Galeopsis pyrenaica Bartl.,,,,,,P,B,ES2410011,2023,135,np,203,
729,4732,P,,Galium arenarium Loisel.,,,,,,P,"A,D",ES2120009,2023,135,np,203,
730,4733,P,,Galium baeticum (Rouy) Ehrend. & Krendl,,,250.0,300.0,i,R,"A,D",ES6170006,2023,135,np,203,36.0
731,4736,P,,Galium boissierianum (Steud.) Ehrend. & Krendl,,,350.0,450.0,i,P,D,ES6170004,2023,135,np,203,36.0
732,4737,P,,Galium boreale L.,,,1.0,196.0,i,V,D,ES2110014,2023,135,np,203,36.0
733,4742,P,,Galium concatenatum Coss.,,,,,i,R,D,ES0000049,2023,135,np,203,36.0
734,4743,P,,Galium crespianum J.J. Rodr.,,,,,,,B,ES0000073,2023,135,np,203,
735,4745,P,,Galium ephedroides Willk.,,,1.0,,localities,P,D,ES0000045,2023,135,np,203,35.0
736,4746,P,,Galium erythrorrhizon Boiss. & Reut.,,,363.0,363.0,i,V,"A,B,D",ES0000035,2023,135,np,203,36.0
737,4765,P,,Galium moralesianum Ortega Oliv. & Devesa,,,1000.0,2000.0,i,V,D,ES0000035,2023,135,np,203,36.0
738,4776,P,,Galium pruinosum Boiss.,,,6.0,,localities,R,"B,D",ES6110008,2023,135,np,203,35.0
739,4777,P,,Galium pulvinatum Boiss.,,,1000.0,1200.0,i,R,"A,D",ES6170006,2023,135,np,203,36.0
740,4780,P,,Galium rosellum (Boiss.) Boiss. & Reut.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
741,4783,P,,Galium scabrum L.,,,1.0,1.0,grids10x10,V,D,ES4110002,2023,135,np,203,47.0
742,4788,P,,Galium tunetanum Lam.,,,,,,V,"A,D",ES6170006,2023,135,np,203,
743,4790,P,,Galium valentinum Lange,,,,,i,V,D,ES6110003,2023,135,np,203,36.0
744,4796,P,,Galium viridiflorum,,,78.0,110.0,i,V,,ES6140004,2023,135,p,201,36.0
745,4799,P,,Garidella nigellastrum L.,,,,,,P,D,ES5233012,2023,135,np,203,
746,4800,P,,Gentiana boryi Boiss.,,,1.0,1.0,grids1x1,V,"A,B,D",ES4120025,2023,135,np,203,22.0
747,4806,P,,Gentiana cruciata L.,,,1.0,2.0,grids10x10,V,D,ES4170054,2023,135,np,203,47.0
748,4808,P,1657,Gentiana lutea,,,-1.0,,i,,"B,D,V",ES0000284,2023,135,np,203,36.0
749,4812,P,,Gentiana pneumonanthe L.,,,,,,P,D,ES4240007,2023,135,np,203,
750,4814,P,,Gentiana sierrae Briq.,,,235.0,235.0,adults,V,"A,D",ES6140001,2023,135,np,203,4.0
751,4820,P,,Gentianella campestris (L.) Börner,1.0,,,,,P,D,ES4230014,2023,135,np,203,
752,4826,P,,Geranium bohemicum L.,,,1.0,1.0,grids10x10,V,D,ES4190105,2023,135,np,203,47.0
753,4827,P,,Geranium cataractarum Coss.,,,1428.0,2433.0,tufts,R,"A,D",ES0000035,2023,135,np,203,41.0
754,4828,P,,Geranium cazorlense Heywood,,,2882.0,2982.0,tufts,V,"A,B,D",ES0000035,2023,135,np,203,41.0
755,4829,P,,Geranium cinereum Cav.,,,,,,P,A,ES2120002,2023,135,np,203,
756,4830,P,,Geranium collinum Willd.,,,,,,R,D,ES4230014,2023,135,np,203,
757,4834,P,,Geranium dolomiticum Rothm.,,,1.0,1.0,grids10x10,R,"A,B,D",ES4130117,2023,135,np,203,47.0
758,4837,P,,Geranium lanuginosum Lam.,,,1.0,1.0,grids10x10,V,A,ES4190060,2023,135,np,203,47.0
759,4841,P,,Genista ancistrocarpa Spach,,,,,,P,"A,D",ES0000024,2023,135,np,203,
760,4842,P,,Genista anglica L.,,,15.0,15.0,adults,P,"A,D",ES6150004,2023,135,np,203,4.0
761,4845,P,,Glaux maritima L.,,,1.0,1.0,grids1x1,V,D,ES4170120,2023,135,np,203,22.0
762,4852,P,,Globularia alypum L.,,,,,,P,D,ES0000298,2023,135,np,203,
763,4861,P,,Hepatica nobilis Schreb.,,,2333.0,3533.0,tufts,R,D,ES0000035,2023,135,np,203,41.0
764,4874,P,,Gratiola linifolia Vahl,,,1.0,1.0,grids1x1,V,"B,D",ES4110097,2023,135,np,203,22.0
765,4875,P,,Gratiola officinalis L.,,,25.0,25.0,i,V,D,ES6180010,2023,135,np,203,36.0
766,4876,P,,Groenlandia densa (L.) Fourr.,,,,,area,P,D,ES0000035,2023,135,np,203,9.0
767,4879,P,,Genista ausetana (O. Bolòs & Vigo) Talavera,,,,,,P,D,ES4240017,2023,135,np,203,
768,4882,P,,Genista cinerascens Lange,,,,,,P,B,ES0000014,2023,135,np,203,
769,4883,P,,Genista cinerea (Vill.) DC.,,,,,,P,D,ES4210016,2023,135,np,203,
770,4884,P,,Genista dorycnifolia,,,,,,R,,ES0000084,2023,135,p,201,
771,4885,P,,Genista falcata Brot.,,,2375.0,2375.0,i,P,D,ES0000051,2023,135,np,203,36.0
772,4886,P,,Genista florida L.,,,,,,P,D,ES0000283,2023,135,np,203,
773,4887,P,,Genista haenseleri Boiss.,,,,,,P,"A,B,D",ES6170011,2023,135,np,203,
774,4892,P,,Genista hispanica L.,,,,,,P,D,ES4320039,2023,135,np,203,
775,4899,P,,Genista longipes Pau,,,75.0,100.0,i,V,"A,B,D",ES0000035,2023,135,np,203,36.0
776,4900,P,,Genista longipes Pau subsp. longipes,,,,,,P,B,ES0000267,2023,135,np,203,
777,4901,P,,Genista longipes subsp. viciosoi Talavera & Cabezudo,,,25.0,35.0,tufts,R,"A,B,D",ES6160007,2023,135,np,203,41.0
778,4902,P,,Genista majorica Cantó & M.J. Sánchez,,,,,,,B,ES0000221,2023,135,np,203,
779,4903,P,,Genista micrantha Gómez Ortega,,,,,,P,"A,D",ES2110009,2023,135,np,203,
780,4905,P,,Genista pilosa L.,,,,,,V,D,ES4230013,2023,135,np,203,
781,4906,P,,Genista polyanthos Willk.,,,,,,P,"B,D",ES0000090,2023,135,np,203,
782,4908,P,,Genista pulchella Vis.,,,3.0,3.0,grids10x10,R,D,ES4120030,2023,135,np,203,47.0
783,4909,P,,Genista pumila (Hervier) Vierh.,,,,,,P,D,ES0000297,2023,135,np,203,
784,4911,P,,Genista pumila subsp. rigidissima (Vierh.) Talavera & L. Sáez,,,,,,P,"B,D",ES4240020,2023,135,np,203,
785,4913,P,,"Genista sanabrensis Valdés Berm., Castrov. & Casaseca",,,1.0,1.0,grids10x10,R,"B,D",ES4130149,2023,135,np,203,47.0
786,4915,P,,Genista spartioides Spach,,,,,,P,D,ES0000045,2023,135,np,203,
787,4917,P,,Genista tinctoria L.,,,,,,P,D,ES4250001,2023,135,np,203,
788,4918,P,,Genista tournefortii Spach,,,,,,P,D,ES4320039,2023,135,np,203,
789,4919,P,,Genista tournefortii Spach subsp. tournefortii,,,80.0,80.0,i,R,D,ES6160008,2023,135,np,203,36.0
790,4920,P,,Genista triacanthos Brot.,,,,,,P,D,ES0000052,2023,135,np,203,
791,4922,P,,Genista tridens (Cav.) DC.,,,,,,R,B,ES6310001,2023,135,np,203,
792,4924,P,,Genista tridens subsp. juniperina (Spach) Talavera & P.E. Gibbs,,,,,i,R,D,ES6120018,2023,135,np,203,36.0
793,4930,P,,Genista versicolor Boiss.,,,,,,P,B,ES6140009,2023,135,np,203,
794,4931,P,,Gennaria diphylla (Link) Parl.,1.0,,56.0,56.0,i,R,D,ES6170002,2023,135,np,203,36.0
795,4934,P,,Gentiana alpina Vill.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
796,4944,P,,Geranium pyrenaicum Burm. f. subsp. pyrenaicum,,,,,,R,D,ES6200041,2023,135,np,203,
797,4958,P,,Helianthemum almeriense Pau,,,,,,,B,ES0000464,2023,135,np,203,
798,4959,P,,Helianthemum alypoides,1.0,,1.0,1.0,grids10x10,P,,ES0000046,2023,135,p,201,47.0
799,4970,P,,Helianthemum caput-felis,,,1.0,1.0,i,,,ES5213018,2023,135,p,201,36.0
800,4970,P,1591,Helianthemum caput-felis,,,100.0,,i,,,ES0000464,2023,135,p,201,36.0
801,4973,P,,Helianthemum cinereum subsp. guadiccianum (Font Quer & Rothm.) G. López,,,20.0,20.0,i,R,D,ES6110013,2023,135,np,203,36.0
802,4974,P,,Helianthemum cinereum subsp. hieronymi (Sennen) G. López,,,,,,C,B,ES0000173,2023,135,np,203,
803,4977,P,,Geum pyrenaicum Mill.,,,1.0,1.0,grids10x10,R,D,ES0000003,2023,135,np,203,47.0
804,4978,P,,Geum rivale L.,,,,,,P,D,ES2110018,2023,135,np,203,
805,4979,P,,Geum sylvaticum Pourr.,,,,,,V,D,ES0000173,2023,135,np,203,
806,4980,P,,Geum urbanum L.,,,,,,V,D,ES6200018,2023,135,np,203,
807,4986,P,,Glandora nitida,,,239.0,239.0,i,V,,ES6130002,2023,135,p,201,36.0
808,4992,P,,Glaucium flavum Crantz,,,,,,P,D,ES0000317,2023,135,np,203,
809,4998,P,,Globularia spinosa L.,,,,,,R,B,ES0000259,2023,135,np,203,
810,5002,P,,Glycyrrhiza glabra L.,,,,,,P,D,ES0000138,2023,135,np,203,
811,5004,P,,Guillonea scabra (Cav.) Coss.,,,2.0,2.0,grids1x1,,"A,B",ES2420128,2023,135,np,203,22.0
812,5007,P,,Guiraoa arvensis Coss.,,,1.0,1.0,grids1x1,R,D,ES6200028,2023,135,np,203,22.0
813,5010,P,,Gymnadenia conopsea (L.) R. Br.,,,67.0,67.0,i,V,"C,D",ES0000035,2023,135,np,203,36.0
814,5013,P,,Gymnocarpium dryopteris (L.) Newman,,,,,,R,D,ES0000164,2023,135,np,203,
815,5015,P,,Gymnocarpium robertianum (Hoffm.) Newman,,,38.0,38.0,i,V,D,ES6170007,2023,135,np,203,36.0
816,5018,P,,Gypsophila bermejoi G. López,,,,,,C,"B,D",ES0000161,2023,135,np,203,
817,5021,P,,Gypsophila montserratii Fern. Casas,,,,,,P,"A,B,D",ES4210008,2023,135,np,203,
818,5024,P,,Gypsophila repens L.,,,,,,P,D,ES2110018,2023,135,np,203,
819,5028,P,,Gypsophila tomentosa L.,,,1.0,1.0,grids10x10,R,"B,D",ES0000115,2023,135,np,203,47.0
820,5037,P,,Halimium atriplicifolium (Lam.) Spach,,,10.0,10.0,i,P,D,ES0000053,2023,135,np,203,36.0
821,5038,P,,Halimium atriplicifolium (Lam.) Spach subsp. atriplicifolium,,,1.0,1.0,i,V,D,ES6160005,2023,135,np,203,36.0
822,5039,P,,Halimium calycinum (L.) K. Koch,,,,,i,R,A,ES6120015,2023,135,np,203,36.0
823,5045,P,,Halimium lasianthum subsp. alyssoides (Lam.) Greuter,,,,,,V,D,ES2110019,2023,135,np,203,
824,5047,P,,Halimium umbellatum (L.) Spach,,,250.0,250.0,i,P,D,ES0000053,2023,135,np,203,36.0
825,5051,P,,Halocnemum strobilaceum (Pall.) M. Bieb.,,,2.0,2.0,grids1x1,,"A,D",ES0000260,2023,135,np,203,22.0
826,5054,P,,"Halopeplis amplexicaulis (Vahl) Ces., Pass. & Gibelli",,,1.0,1.0,grids1x1,,A,ES2420093,2023,135,np,203,22.0
827,5057,P,,Hammada articulata (Moq.) O. Bolós & Vigo,,,,,,P,D,ES4210008,2023,135,np,203,
828,5072,P,,"Hedysarum boveanum subsp. costaetalentii (López Bernal, S. Ríos, Alcaraz & D. Rivera) Valdés",,,25.0,50.0,i,V,"A,D",ES0000035,2023,135,np,203,36.0
829,5074,P,,Hedysarum boveanum subsp. palentinum Valdés,,,4.0,4.0,grids10x10,C,"B,D",ES4140053,2023,135,np,203,47.0
830,5083,P,,Helianthemum marifolium subsp. conquense G. López,,,,,,P,"B,D",ES4240019,2023,135,np,203,
831,5086,P,,Helianthemum marifolium subsp. origanifolium (Lam.) G. López,,,,,,,B,ES0000084,2023,135,np,203,
832,5094,P,,Helianthemum pannosum Boiss.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
833,5097,P,,"Helianthemum polygonoides Peinado, Mart. Parras, Alcaraz & Espuelas",,,,,,P,"A,B,D",ES4210011,2023,135,np,203,
834,5100,P,,Helianthemum squamatum (L.) Dum. Cours.,,,,,,P,B,ES2420112,2023,135,np,203,
835,5112,P,,Heliotropium supinum L.,,,,,,P,D,ES0000275,2023,135,np,203,
836,5113,P,,Helleborus foetidus L.,,,,,,P,D,ES4320039,2023,135,np,203,
837,5115,P,,Helleborus lividus Aiton,,,,,,,B,ES0000073,2023,135,np,203,
838,5116,P,,Helleborus lividus Aiton subsp. lividus,,,,,,,B,ES0000083,2023,135,np,203,
839,5129,P,,Hymenophyllum tunbrigense (L.) Sm.,,,,,,P,D,ES2120013,2023,135,np,203,
840,5137,P,,Hyacinthoides paivae S. Ortiz & Rodr. Oubiña,,,,,,P,B,ES1140005,2023,135,np,203,
841,5138,P,,Hyacinthoides reverchonii (Degen & Hervier) Speta,,,431.0,631.0,i,R,D,ES0000035,2023,135,np,203,36.0
842,5144,P,,Hydrocharis morsus-ranae L.,,,,,,P,"A,D",ES0000024,2023,135,np,203,
843,5149,P,,Hydrocotyle vulgaris L.,,,,,,V,D,ES2200018,2023,135,np,203,
844,5157,P,,Herniaria fontanesii J. Gay,,,42.0,,localities,C,D,ES6110006,2023,135,np,203,35.0
845,5158,P,,Herniaria fontanesii subsp. almeriana Brummitt & Heywood,,,1.0,,localities,P,D,ES6110002,2023,135,np,203,35.0
846,5159,P,,Herniaria fruticosa L.,,,,,,P,B,ES2420112,2023,135,np,203,
847,5170,P,,Hypericum androsaemum L.,,,,,,P,D,ES4250005,2023,135,np,203,
848,5172,P,,Hypericum balearicum L.,,,,,,,B,ES0000073,2023,135,np,203,
849,5174,P,,Hypericum caprifolium Boiss.,,,1.0,1.0,grids1x1,V,"B,D",ES4170120,2023,135,np,203,22.0
850,5175,P,,Hypericum elodes L.,,,,,,P,D,ES4250005,2023,135,np,203,
851,5180,P,,Herniaria ciliolata Melderis,,,,,,P,D,ES0000144,2023,135,np,203,
852,5181,P,,Hohenackeria exscapa (Steven) Koso-Pol.,,,,,,V,D,ES4230014,2023,135,np,203,
853,5187,P,,Honckenya peploides (L.) Ehrh.,,,,,,P,D,ES0000144,2023,135,np,203,
854,5188,P,,Herniaria latifolia Lapeyr.,,,,,,P,B,ES0000016,2023,135,np,203,
855,5211,P,,Hormathophylla cadevalliana (Pau) T.R. Dudley,,,2.0,,localities,V,"A,D",ES6110008,2023,135,np,203,35.0
856,5217,P,,Hormathophylla reverchonii (Degen & Hervier) Cullen & T.R. Dudley,,,841.0,841.0,i,V,"A,B,D",ES0000035,2023,135,np,203,36.0
857,5220,P,,Horminum pyrenaicum L.,,,1.0,1.0,grids10x10,R,D,ES4130003,2023,135,np,203,47.0
858,5227,P,,Hugueninia tanacetifolia subsp. suffruticosa (Coste & Soulié) P.W. Ball,,,,,,P,D,ES2120002,2023,135,np,203,
859,5241,P,,Hieracium elisaeanum Willk.,,,,,,P,B,ES2420038,2023,135,np,203,
860,5252,P,,Hieracium laniferum Cav.,,,,,,P,"B,D",ES4230013,2023,135,np,203,
861,5263,P,,Hieracium ramondii Griseb.,,,1.0,1.0,grids10x10,R,"A,B",ES4130003,2023,135,np,203,47.0
862,5270,P,,Himantoglossum hircinum (L.) Spreng.,,,,,,P,D,ES4210016,2023,135,np,203,
863,5272,P,,Hippocrepis balearica Jacq.,,,,,,,B,ES0000083,2023,135,np,203,
864,5285,P,,Hippocrepis nevadensis (Hrabetová) Talavera & E. Domínguez,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
865,5286,P,,Hippocrepis prostrata Boiss.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
866,5292,P,,Hippocrepis tavera-mendozae Talavera & E. Domínguez,,,250.0,300.0,i,R,"B,D",ES6170003,2023,135,np,203,36.0
867,5293,P,,Hippocrepis valentina Boiss.,,,,,,,B,ES0000454,2023,135,np,203,
868,5298,P,,Hippuris vulgaris L.,,,1.0,1.0,grids1x1,V,"A,D",ES4140080,2023,135,np,203,22.0
869,5334,P,,Iberis bernardiana Godr. & Gren.,,,,,,P,B,ES2410003,2023,135,np,203,
870,5335,P,,Iberis carnosa subsp. embergeri (Serve) Moreno,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
871,5344,P,,Iberis ciliata subsp. welwitschii (Boiss.) Moreno,,,,,,P,"A,D",ES6150012,2023,135,np,203,
872,5345,P,,Iberis fontqueri Pau,,,4000.0,5000.0,i,P,"A,D",ES6170006,2023,135,np,203,36.0
873,5346,P,,Iberis gibraltarica L.,,,,,,V,B,ES6310001,2023,135,np,203,
874,5347,P,,Iberis grosii Pau,,,150.0,150.0,i,R,"A,B,D",ES6170007,2023,135,np,203,36.0
875,5350,P,,Iberis nazarita Moreno,,,469.0,,i,R,"A,D",ES0000049,2023,135,np,203,36.0
876,5360,P,,Iberis spathulata DC.,,,,,,P,B,ES2410052,2023,135,np,203,
877,5361,P,,Ilex aquifolium L.,,,1.0,1.0,i,V,D,ES6170006,2023,135,np,203,36.0
878,5364,P,,Illecebrum verticillatum L.,,,,,,V,D,ES2200018,2023,135,np,203,
879,5379,P,,"Isoetes setaceum auct., non Lam.",,,,,area,P,D,ES6130017,2023,135,np,203,9.0
880,5380,P,,Isoetes velatum A. Braun,,,,,,P,D,ES6140004,2023,135,np,203,
881,5381,P,,Isoetes velatum A.Braun in Bory & Durieu subsp. velatum,,,,,area,P,D,ES6130017,2023,135,np,203,9.0
882,5384,P,,Isolepis fluitans (L.) R. Br.,,,,,,P,D,ES4250005,2023,135,np,203,
883,5398,P,,Juncus balticus subsp. pyrenaeus (Jeanb. & Timb.-Lagr.) P. Fourn.,,,,,,P,"A,D",ES4240007,2023,135,np,203,
884,5400,P,,Juncus bufonius L.,,,,,,,D,ES5310123,2023,135,np,203,
885,5409,P,,Iris lutescens Lam.,,,,,,R,D,ES0000173,2023,135,np,203,
886,5417,P,,Kosteletzkya pentacarpos,,,684.0,743.0,i,P,,ES0000146,2023,135,p,201,36.0
887,5417,P,1581,Kosteletzkya pentacarpos,,,10000.0,,i,,,ES0000471,2023,135,p,201,36.0
888,5418,P,,Krascheninnikovia ceratoides (L.) Gueldenst.,,,12.0,12.0,grids1x1,,A,ES0000181,2023,135,np,203,22.0
889,5428,P,,Isoetes durieui Bory,,,1.0,1.0,grids10x10,V,D,ES4150096,2023,135,np,203,47.0
890,5430,P,,Isoetes histrix Bory,,,,,,P,B,ES6150009,2023,135,np,203,
891,5432,P,,Isopyrum thalictroides L.,,,1.0,1.0,grids10x10,V,D,ES4120028,2023,135,np,203,47.0
892,5436,P,,Jasione crispa (Pourr.) Samp.,,,,,,P,A,ES0000014,2023,135,np,203,
