,other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
2665,15971,F,,"Galeus atlanticus (Vaillant, 1888)",,,,,,P,"B,D",ESZZ12002,2023,135,np,203,
2666,15972,F,,"Galeus melastomus Rafinesque, 1810",,,,,,P,D,ESZZ16011,2023,135,np,203,
2667,15973,F,,"Galeus murinus (Collett, 1904)",,,,,,P,"B,C,D",ESZZ12003,2023,135,np,203,
2668,15974,F,,"Pseudotriakis microdon de Brito Capello, 1868",,,,,,P,D,ESZZ12001,2023,135,np,203,
2669,15975,F,,"Scyliorhinus canicula (Linnaeus, 1758)",,,,,,P,"C,D",ESZZ12003,2023,135,np,203,
2670,15976,F,,"Scyliorhinus stellaris (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2671,15982,F,,"Galeorhinus galeus (Linnaeus, 1758)",,,,,,P,A,ESZZ12005,2023,135,np,203,
2672,15984,F,,"Mustelus mustelus (Linnaeus, 1758)",,,,,,P,"C,D",ESZZ15002,2023,135,np,203,
2673,15988,F,,"Heptranchias perlo (Bonnaterre, 1788)",,,,,,P,"C,D",ESZZ15001,2023,135,np,203,
2674,15989,F,,"Hexanchus griseus (Bonnaterre, 1788)",,,,,,P,"C,D",ESZZ12003,2023,135,np,203,
2675,15991,F,,"Alopias superciliosus Lowe, 1841",,,,,,P,"A,C",ESZZ15001,2023,135,np,203,
2676,15992,F,,"Alopias vulpinus (Bonnaterre, 1788)",,,,,,P,"A,C",ESZZ15002,2023,135,np,203,
2677,15993,F,,"Cetorhinus maximus (Gunnerus, 1765)",,,,,,P,"A,C",ESZZ12005,2023,135,np,203,
2678,15995,F,,"Isurus oxyrinchus Rafinesque, 1810",,,,,,C,C,ES6310002,2023,135,np,203,
2679,15997,F,,"Lamna nasus (Bonnaterre, 1788)",,,,,,P,"C,D",ESZZ12001,2023,135,np,203,
2680,16002,F,,"Dasyatis centroura (Mitchill, 1815)",,,,,,P,"C,D",ESZZ15002,2023,135,np,203,
2681,16006,F,,"Taeniura grabata (Geoffroy Saint-Hilaire, 1817)",,,,,,P,"C,D",ESZZ15002,2023,135,np,203,
2682,16007,F,,"Gymnura altavela (Linnaeus, 1758)",,,,,,P,"C,D",ESZZ15002,2023,135,np,203,
2683,16010,F,,"Mobula mobular (Bonnaterre, 1788)",,,,,,V,C,ESZZ16002,2023,135,np,203,
2684,16011,F,,"Mobula tarapacana (Philippi, 1892)",,,,,,P,D,ES7010022,2023,135,np,203,
2685,16012,F,,"Myliobatis aquila (Linnaeus, 1758)",,,,,,P,C,ESZZ15002,2023,135,np,203,
2686,16021,F,,"Dipturus nidarosiensis (Storm, 1881)",,,,,,R,C,ES90ATL01,2023,135,np,203,
2687,16022,F,,"Dipturus oxyrinchus (Linnaeus, 1758)",,,,,,P,D,ESZZ12002,2023,135,np,203,
2688,16024,F,,"Leucoraja fullonica (Linnaeus, 1758)",,,,,,V,D,ESZZ12002,2023,135,np,203,
2689,16025,F,,"Leucoraja naevus (Müller & Henle, 1841)",,,,,,C,C,ES90ATL01,2023,135,np,203,
2690,16026,F,,"Neoraja caerulea (Stehmann, 1976)",,,,,,P,"B,C",ESZZ12003,2023,135,np,203,
2691,16027,F,,"Neoraja iberica Stehmann, Séret, Costa & Baro, 2008",,,,,,P,"B,C",ESZZ12003,2023,135,np,203,
2692,16028,F,,"Raja asterias Delaroche, 1809",,,,,,P,D,ESZZ16001,2023,135,np,203,
2693,16029,F,,"Raja brachyura Lafont, 1871",,,,,,P,"C,D",ESZZ12003,2023,135,np,203,
2694,16031,F,,"Raja maderensis Lowe, 1838",,,,,,P,C,ESZZ15001,2023,135,np,203,
2695,16033,F,,"Raja miraletus Linnaeus, 1758",,,,,,P,D,ESZZ16001,2023,135,np,203,
2696,16034,F,,"Raja montagui Fowler, 1910",,,,,,P,C,ESZZ15002,2023,135,np,203,
2697,16041,F,,"Rajella kukujevi (Dolganov, 1985)",,,,,,P,"B,C",ESZZ12003,2023,135,np,203,
2698,16043,F,,"Rostroraja alba (Lacepède, 1803)",,,,,,C,C,ESZZ16002,2023,135,np,203,
2699,16046,F,,"Centrophorus granulosus (Bloch & Schneider, 1801)",,,,,,P,C,ESZZ12001,2023,135,np,203,
2700,16048,F,,"Centrophorus squamosus (Bonnaterre, 1788)",,,,,,P,"C,D",ESZZ12001,2023,135,np,203,
2701,16049,F,,"Centrophorus uyato Rafinesque, 1810",,,,,,V,D,ESZZ16011,2023,135,np,203,
2702,16053,F,,"Dalatias licha (Bonnaterre, 1788)",,,,,,R,D,ESZZ16011,2023,135,np,203,
2703,16058,F,,"Etmopterus pusillus (Lowe, 1839)",,,,,,P,C,ESZZ15001,2023,135,np,203,
2704,16059,F,,"Etmopterus spinax (Linnaeus, 1758)",,,,,,P,D,ESZZ16011,2023,135,np,203,
2705,16060,F,,"Oxynotus centrina (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2706,16061,F,,"Oxynotus paradoxus Frade, 1929",,,,,,P,D,ESZZ12001,2023,135,np,203,
2707,16065,F,,"Scymnodon ringens Barbosa du Bocage & de Brito Capello, 1864",,,,,,P,"C,D",ESZZ12003,2023,135,np,203,
2708,16066,F,,"Somniosus microcephalus (Bloch & Schneider, 1801)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2709,16067,F,,"Somniosus rostratus (Risso, 1827)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2710,16069,F,,"Squalus acanthias Linnaeus, 1758",,,,,,R,D,ESZZ16011,2023,135,np,203,
2711,16071,F,,"Squalus megalops (MacLeay, 1881)",,,,,,P,"C,D",ESZZ15001,2023,135,np,203,
2712,16077,F,,"Chimaera monstrosa Linnaeus, 1758",,,,,,R,D,ESZZ16011,2023,135,np,203,
2713,16079,F,,"Hydrolagus affinis (de Brito Capello, 1868)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2714,16142,I,,"Colossendeis colossea Wilson, 1881",,,,,,P,D,ESZZ12001,2023,135,np,203,
2715,16215,R,,"Podarcis virescens Geniez, Sá-Sousa, Guillaume, Cluchier & Crochet, 2014",,,,,,C,"B,C,D",ES0000090,2023,135,np,203,
2716,16216,R,,"Psammodromus edwarsianus (Dugès, 1829)",,,,,,C,"B,C,D",ES4230013,2023,135,np,203,
2717,16217,R,,"Psammodromus occidentalis Fitze, González-Jimena, San-José, San Mauro & Zardoya, 2012",,,,,,P,"B,C,D",ES4250001,2023,135,np,203,
2718,16219,A,,"Bufo spinosus Daudin, 1803",,,,,,C,"C,D",ES0000013,2023,135,np,203,
2719,16220,A,6918,Bufotes balearicus,,,,,,,B,ES0000233,2023,135,np,203,
2720,16221,A,6917,Bufotes boulengeri,,,,,,P,"A,IV",ES2110024,2023,135,np,203,
2721,16222,A,6929,Hyla molleri,,1.0,,,,,IV,ES2300006,2023,135,np,203,
2722,16225,M,5277,Eptesicus isabellinus,,,,,i,P,"A,IV",ES0000024,2023,135,np,203,36.0
2723,16226,M,5278,Myotis escalerai,,,409.0,,i,C,"A,C,D,IV,V",ES6140004,2023,135,np,203,36.0
2724,16228,M,1332,Vespertilio murinus,,,-1.0,,i,,"C,D",ES0000149,2023,135,np,203,36.0
2725,16233,M,,Castor fiber,,,19.0,19.0,grids1x1,P,,ES2300006,2023,135,p,201,22.0
2726,16235,M,,Microtus cabrerae,,1.0,,,,,,ES4240005,2023,135,p,201,
2727,16235,M,1338,Microtus cabrerae,,,13.0,13.0,grids1x1,,,ES0000014,2023,135,p,201,22.0
2728,16288,B,,"Geronticus eremita (Linnaeus, 1758)",,,95.0,130.0,i,P,D,ES6120015,2023,135,np,203,36.0
2729,16385,B,,"Phoenicurus moussieri (Olphe-Galliard, 1852)",,,,,,V,B,ES6320002,2023,135,np,203,
2730,16393,B,A284,Turdus pilaris,,,11.0,50.0,i,,D,ES0000014,2023,135,np,203,36.0
2731,16393,B,A284,Turdus pilaris,,,,,,R,,ES0000003,2023,135,w,63,
2732,16394,B,A286,Turdus iliacus,,,1001.0,10000.0,i,,D,ES0000014,2023,135,np,203,36.0
2733,16394,B,A286,Turdus iliacus,,,,,,C,,ES0000003,2023,135,w,63,
2734,16394,B,A286,Turdus iliacus,,,,,,R,,ES0000004,2023,135,c,202,
2735,16398,B,A488,Iduna opaca,,,,,,R,C,ES0000393,2023,135,np,203,
2736,16421,B,A497,Lophophanes cristatus,,,,,,C,"A,C",ES0000257,2023,135,np,203,
2737,16423,B,,"Cyanistes caeruleus (Linnaeus, 1758)",,,,,,C,"C,D",ES0000265,2023,135,np,203,
2738,16423,B,A483,Cyanistes caeruleus (sensu stricto [excluding teneriffae]),,,,,,C,A,ES0000262,2023,135,np,203,
2739,16423,B,A483,Cyanistes caeruleus (sensu stricto [excluding teneriffae]),,,,,,C,,ES0000003,2023,135,p,201,
2740,16428,B,A481,Cyanopica cooki,,,,,,C,"B,C,D",ES0000090,2023,135,np,203,
2741,16434,B,A363,Chloris chloris,,,11.0,50.0,i,C,D,ES0000197,2023,135,np,203,36.0
2742,16434,B,A363,Chloris chloris,,,,,,C,,ES0000003,2023,135,p,201,
2743,16435,B,A623,Carduelis citrinella (sensu stricto [excluding corsicana]),,,,532.0,i,P,D,ES0000028,2023,135,np,203,36.0
2744,16435,B,A623,Carduelis citrinella (sensu stricto [excluding corsicana]),,,,,,C,,ES4120012,2023,135,p,201,
2745,16435,B,A623,Carduelis citrinella (sensu stricto [excluding corsicana]),,,,,,R,,ES4120031,2023,135,w,63,
2746,16523,I,,Notomastus latericeus M. Sars 1851,,,,,,P,D,ESZZ12003,2023,135,np,203,
2747,16644,I,,"Marphysa sanguinea (Montagu, 1815)",,,,,,P,D,ES0000140,2023,135,np,203,
2748,16697,I,,"Diopatra neapolitana Delle Chiaje, 1841",,,,,,P,D,ES0000140,2023,135,np,203,
2749,16699,I,,"Hyalinoecia tubicola (O.F. Müller, 1776)",,,,,,C,D,ES6110015,2023,135,np,203,
2750,16770,I,,"Galathowenia oculata (Zaks, 1922)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2751,16792,I,,"Chloeia venusta Quatrefages, 1865",,,,,,P,D,ESZZ12003,2023,135,np,203,
2752,16805,I,,"Laetmonice filicornis Kinberg, 1856",,,,,,P,D,ES90ATL01,2023,135,np,203,
2753,16806,I,,"Laetmonice hystrix (Lamarck, 1818)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2754,16825,I,,"Glycera lapidum Quatrefages, 1866",,,,,,P,D,ESZZ12001,2023,135,np,203,
2755,16879,I,,"Aglaophamus malmgreni (Théel, 1879)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2756,17061,I,,"Sigalion squamosus Delle Chiaje, 1830",,,,,,P,D,ESZZ12001,2023,135,np,203,
2757,17318,I,,"Euchone incolor Hartman, 1965",,,,,,P,D,ESZZ12003,2023,135,np,203,
2758,17324,I,,"Jasmineira caudata Langerhans, 1880",,,,,,P,D,ESZZ12001,2023,135,np,203,
2759,17343,I,,"Sabella pavonina Savigni, 1822",,,,,,C,D,ES6110015,2023,135,np,203,
2760,17348,I,,"Ditrupa arietina (O.F. Müller, 1776)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2761,17349,I,,"Filograna implexa Berkeley, 1835",,,,,,C,D,ES6310002,2023,135,np,203,
2762,17380,I,,"Protula intestinum (Lamarck, 1818)",,,,,,C,B,ES6310002,2023,135,np,203,
2763,17381,I,,"Protula tubularia (Montagu, 1803)",,,,,,P,D,ES6120023,2023,135,np,203,
2764,17382,I,,"Salmacina dysteri (Huxley, 1855)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2765,17461,I,,"Levinsenia flava (Strelzov, 1973)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2766,17462,I,,"Levinsenia gracilis (Tauber, 1879)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2767,17484,I,,"Aurospio dibranchiata Macioleck,1981",,,,,,P,D,ESZZ12003,2023,135,np,203,
2768,17550,I,,Streblospio shrubsolii,,,,,,P,D,ES0000140,2023,135,np,203,
2769,17582,I,,"Sabellaria alveolata (Linnaeus, 1767)",,,1.0,,grids1x1,P,D,ES6150005,2023,135,np,203,22.0
2770,17595,I,,"Lanice conchilega (Pallas, 1766)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2771,17622,I,,"Terebellides stroemii Sars, 1836",,,,,,P,D,ESZZ12001,2023,135,np,203,
2772,18180,I,,"Liropus cachuchoensis Guerra-García, Sorbe & Frutos, 2008",,,,,,P,D,ESZZ12003,2023,135,np,203,
2773,18241,I,,"Epimeria parasitica Sars, 1858",,,,,,P,D,ESZZ12003,2023,135,np,203,
2774,18300,I,,"Themisto compressa Goës, 1865",,,,,,P,D,ESZZ12001,2023,135,np,203,
2775,18564,I,,"Scopelocheirus hopei (Costa, 1851)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2776,18836,I,,"Aristaeopsis edwardsiana (Johnson, 1867)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2777,18837,I,,"Aristeus antennatus (Risso, 1816)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2778,18845,I,,"Calocaris macandreae Bell, 1846",,,,,,P,D,ESZZ16011,2023,135,np,203,
2779,18861,I,,"Calappa granulata (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2780,18871,I,,"Cancer bellianus Johnson, 1861",,,,,,P,D,ES90ATL01,2023,135,np,203,
2781,18874,I,,"Carcinus maenas (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
2782,18879,I,,Uroptychus cartesi Baba &Macpherson 2012,,,,,,P,D,ESZZ12001,2023,135,np,203,
2783,18885,I,,"Crangon crangon (Linnaeus, 1758)",,,,,,V,D,ES0000260,2023,135,np,203,
2784,18892,I,,"Philocheras sculptus (Bell, 1847)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2785,18894,I,,"Pontophilus norvegicus (Sars, 1861)",,,,,,C,D,ES90ATL01,2023,135,np,203,
2786,18895,I,,"Pontophilus spinosus (Leach, 1815)",,,,,,C,D,ES90ATL01,2023,135,np,203,
2787,18905,I,,"Diogenes pugilator (Roux, 1829)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2788,18913,I,,"Enoplometopus antillensis Lütken, 1865",,,100.0,100.0,i,,D,ES7020117,2023,135,np,203,36.0
2789,18918,I,,"Lissa chiragra (Fabricius, 1775)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2790,18920,I,,"Pisa armata (Latreille, 1803)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2791,18927,I,,"Eriphia verrucosa (Forskål, 1775)",,,,,,P,D,ES0000046,2023,135,np,203,
2792,18938,I,,"Galathea intermedia Lilljeborg, 1851",,,,,,C,D,ESZZ16002,2023,135,np,203,
2793,18945,I,,"Chaceon affinis (A. Milne-Edwards & Bouvier, 1894)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2794,18949,I,,"Geryon trispinosus (Herbst, 1803)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2795,18951,I,,"Glyphocrangon longirostris (Smith, 1882)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2796,18956,I,,"Goneplax rhomboides (Linnaeus, 1758)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2797,18959,I,,"Pachygrapsus marmoratus (Fabricius, 1787)",,,,,,P,D,ES6120008,2023,135,np,203,
2798,18991,I,,"Paromola cuvieri (Risso, 1816)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2799,19004,I,,"Inachus thoracicus Roux, 1830",,,,,,C,D,ESZZ16002,2023,135,np,203,
2800,19012,I,,"Macropodia rostrata (Linnaeus, 1761)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2801,19023,I,,"Ebalia tuberosa (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2802,19028,I,,"Neolithodes grimaldii (A. Milne-Edwards & Bouvier, 1894)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2803,19032,I,,"Eurynome aspera (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2804,19037,I,,"Maja squinado (Herbst, 1788)",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
2805,19038,I,,"Munida intermedia A. Milne-Edwards & Bouvier, 1899",,,,,,P,D,ES90ATL01,2023,135,np,203,
2806,19039,I,,"Munida microphthalma A. Milne-Edwards, 1880",,,,,,P,D,ESZZ12001,2023,135,np,203,
2807,19043,I,,"Munida sarsi Huus, 1935",,,,,,C,D,ES90ATL01,2023,135,np,203,
2808,19046,I,,"Munida tenuimana Sars, 1872",,,,,,P,D,ES90ATL01,2023,135,np,203,
2809,19052,I,,"Munidopsis acutispina Benedict, 1902",,,,,,P,D,ESZZ12001,2023,135,np,203,
2810,19057,I,,"Munidopsis serricornis (Lovén, 1853)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2811,19063,I,,"Homarus gammarus (Linnaeus, 1758)",,,2.0,,grids1x1,P,D,ES6170030,2023,135,np,203,22.0
2812,19064,I,,"Nephrops norvegicus (Linnaeus, 1758)",,,,,,C,D,ESZZ16003,2023,135,np,203,
2813,19065,I,,"Nephropsis atlantica Norman, 1882",,,,,,P,D,ES90ATL01,2023,135,np,203,
2814,19066,I,,"Uca tangeri (Eydoux, 1835)",,,,,,P,D,ES0000140,2023,135,np,203,
2815,19071,I,,"Systellaspis debilis (A. Milne-Edwards, 1881)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2816,19092,I,,"Pagurus alatus Fabricius, 1775",,,,,,C,D,ES90ATL01,2023,135,np,203,
2817,19095,I,,"Pagurus carneus (Pocock, 1889)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2818,19097,I,,"Pagurus excavatus (Herbst, 1791)",,,,,,C,D,ES90ATL01,2023,135,np,203,
2819,19099,I,,"Pagurus prideaux Leach, 1815",,,,,,C,D,ESZZ16002,2023,135,np,203,
2820,19106,I,,"Brachycarpus biunguiculatus (Lucas, 1846)",,,,,,P,D,ES0000046,2023,135,np,203,
2821,19107,I,,"Palaemon adspersus Rathke, 1837",,,,,,V,D,ES0000260,2023,135,np,203,
2822,19108,I,,"Palaemon elegans Rathke, 1837",,,,,,P,D,ES0000140,2023,135,np,203,
2823,19127,I,,"Typton spongicola O.G. Costa, 1844",,,,,,C,D,ESZZ16002,2023,135,np,203,
2824,19129,I,,"Palinurus elephas (Fabricius, 1787)",,,1.0,,grids1x1,P,D,ES6170030,2023,135,np,203,22.0
2825,19130,I,,"Palinurus mauritanicus Gruvel, 1911",,,,,,C,D,ESZZ16003,2023,135,np,203,
2826,19131,I,,"Panulirus echinatus Smith, 1869",,,15.0,15.0,i,,D,ES7020117,2023,135,np,203,36.0
2827,19134,I,,"Dichelopandalus bonnieri Caullery, 1896",,,,,,P,D,ES90ATL01,2023,135,np,203,
2828,19147,I,,"Plesionika martia (A. Milne-Edwards, 1883)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2829,19148,I,,"Plesionika narval (Fabricius, 1787)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2830,19149,I,,"Plesionika williamsi Forest, 1974",,,,,,P,D,ESZZ15003,2023,135,np,203,
2831,19157,I,,"Parapagurus pilosimanus Smith, 1879",,,,,,P,D,ES90ATL01,2023,135,np,203,
2832,19170,I,,"Pasiphaea multidentata Esmark, 1866",,,,,,C,D,ES90ATL01,2023,135,np,203,
2833,19171,I,,"Pasiphaea sivado (Risso, 1816)",,,,,,C,D,ES90ATL01,2023,135,np,203,
2834,19172,I,,"Pasiphaea tarda (Kroyer, 1845)",,,,,,C,D,ES90ATL01,2023,135,np,203,
2835,19178,I,,"Parapenaeus longirostris (Lucas, 1846)",,,,,,P,D,ESZZ16011,2023,135,np,203,
2836,19185,I,,"Pilumnus spinifer H. Milne-Edwards, 1834",,,,,,C,D,ESZZ16002,2023,135,np,203,
2837,19197,I,,"Bathynectes maravigna (Prestandrea, 1839)",,,,,,C,D,ES90ATL01,2023,135,np,203,
2838,19198,I,,"Liocarcinus zariquieyi (Gordon, 1968)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2839,19199,I,,"Liocarcinus bolivari (Zariquiey-Alvarez, 1948)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2840,19200,I,,"Liocarcinus corrugatus (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2841,19201,I,,"Liocarcinus depurator (Linnaeus, 1758)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2842,19203,I,,"Liocarcinus maculatus (Risso, 1827)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2843,19204,I,,"Liocarcinus marmoreus (Leach, 1814)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2844,19211,I,,"Polybius henslowii Leach, 1820",,,,,,C,D,ES6310002,2023,135,np,203,
2845,19212,I,,"Cardus crucifer (Thomson, 1873)",,,,,,P,C,ESZZ15002,2023,135,np,203,
2846,19216,I,,"Polycheles typhlops Heller, 1862",,,,,,C,D,ES90ATL01,2023,135,np,203,
2847,19223,I,,"Porcellana platycheles (Pennant, 1777)",,,,,,P,D,ES6120008,2023,135,np,203,
2848,19246,I,1090,Scyllarides latus,,,4.0,,grids1x1,P,"A,D,V",ES0000046,2023,135,np,203,22.0
2849,19247,I,,"Scyllarus arctus (Linnaeus, 1758)",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
2850,19248,I,,"Scyllarus pygmaeus (Bate, 1888)",,,,,,R,C,ESZZ16002,2023,135,np,203,
2851,19272,I,,"Solenocera membranacea (Risso, 1816)",,,,,,P,D,ES90ATL01,2023,135,np,203,
2852,19278,I,,"Stenopus spinosus Risso, 1827",,,4.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
2853,19297,I,,"Platypodiella picta (A. Milne-Edwards, 1869)",,,300.0,300.0,i,,D,ES7010053,2023,135,np,203,36.0
2854,19298,I,,"Xantho poressa (Olivi, 1792)",,,,,,P,D,ES6120023,2023,135,np,203,
2855,19300,I,,"Xantho pilipes A. Milne-Edwards, 1867",,,,,,C,D,ESZZ16002,2023,135,np,203,
2856,19310,I,,"Meganyctiphanes norvegica (M. Sars, 1857) ",,,,,,P,D,ESZZ12001,2023,135,np,203,
2857,19315,I,,"Nematoscelis megalops G. O. Sars, 1883",,,,,,P,D,ESZZ12001,2023,135,np,203,
2858,19318,I,,"Nyctiphanes couchii (Bell, 1853) ",,,,,,P,D,ESZZ12003,2023,135,np,203,
2859,19412,I,,"Politolana sanchezi Frutos & Sorbe, 2010",,,,,,P,D,ESZZ12003,2023,135,np,203,
2860,19480,I,,"Stenosoma raquelae (Hedo & Junoy, 1999)",,,,,,R,D,ES6110015,2023,135,np,203,
2861,19486,I,,"Cornuamesus longiramus (Kavanagh & Sorbe, 2006)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2862,19547,I,,"Munnopsurus atlanticus (Bonnier, 1896)",,,,,,P,D,ESZZ12003,2023,135,np,203,
2863,19586,I,,"Sphaeroma serratum (Fabricius, 1787)",,,,,,R,D,ES0000260,2023,135,np,203,
2864,19617,I,,"Lophogaster typicus M. Sars, 1857",,,,,,C,D,ESZZ16002,2023,135,np,203,
2865,19638,I,,"Burrimysis palmeri Jaume & Garcia, 1993",,,,,,,B,ES0000083,2023,135,np,203,
2866,20069,M,1345,Megaptera novaeangliae,,,,,,V,"A,C,IV",ESZZ12004,2023,135,np,203,
2867,20075,M,2030,Grampus griseus,,,1.0,3.0,i,P,"A,C,IV",ES6170002,2023,135,np,203,36.0
2868,20079,M,2027,Orcinus orca,,,45.0,45.0,i,,"A,C,IV",ESZZ12004,2023,135,np,203,36.0
2869,20082,M,2034,Stenella coeruleoalba,,,1.0,10.0,i,P,"A,C,IV",ES6120008,2023,135,np,203,36.0
2870,20087,M,,Tursiops truncatus,,,2.0,9.0,i,P,,ES0000140,2023,135,c,202,36.0
2871,20087,M,,Tursiops truncatus,,,10.0,20.0,i,,,ESZZ16010,2023,135,p,201,36.0
2872,20087,M,1349,Tursiops truncatus,,,10.0,20.0,i,,,ES0000121,2023,135,c,202,36.0
2873,20087,M,1349,Tursiops truncatus,,,,,,C,,ES0000087,2023,135,p,201,
2874,20099,M,2035,Ziphius cavirostris,,,,,,P,"A,C,IV",ES6110015,2023,135,np,203,
2875,20100,R,1223,Dermochelys coriacea,,,1.0,1.0,grids10x10,R,IV,ES0000020,2023,135,np,203,47.0
2876,20103,I,,"Actinia equina (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
2877,20104,I,,"Actinia fragacea Tugwell, 1856",,,,,,R,B,ES6310002,2023,135,np,203,
2878,20107,I,,"Actinia striata Rizzi, 1907",,,,,,R,B,ES6310002,2023,135,np,203,
2879,20110,I,,"Anemonia viridis (Forskål, 1775)",,,,,,P,D,ES6150028,2023,135,np,203,
2880,20111,I,,"Anthopleura ballii (Cocks, 1851)",,,,,,R,D,ES6310002,2023,135,np,203,
2881,20112,I,,"Anthopleura thallia (Gosse, 1854)",,,,,,R,B,ES6310002,2023,135,np,203,
2882,20115,I,,"Bunodactis verrucosa (Pennant, 1777)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2883,20117,I,,"Condylactis aurantiaca (Delle Chiaje, 1825)",,,,,,V,B,ES6310002,2023,135,np,203,
2884,20129,I,,"Aiptasia mutabilis (Gravenhorst, 1831)",,,,,,P,D,ES6120008,2023,135,np,203,
2885,20155,I,,"Actinauge richardi (Marion, 1882)",,,,,,P,D,ESZZ12001,2023,135,np,203,
2886,20159,I,,"Calliactis parasitica (Couch, 1842)",,,,,,C,D,ESZZ16002,2023,135,np,203,
2887,20174,I,,"Phymanthus pulcher (Andrès, 1883)",,,,,,R,B,ES6310002,2023,135,np,203,
2888,20177,I,,"Cereus pedunculatus (Pennant, 1777)",,,,,,R,D,ES6310002,2023,135,np,203,
2889,20178,I,,"Kadophellia bathyalis Tur, 1991",,,,,,P,D,ESZZ16012,2023,135,np,203,
2890,20179,I,,"Sagartia elegans (Dalyell, 1848)",,,,,,P,D,ESZZ16001,2023,135,np,203,
2891,20185,I,,"Acanthogorgia armata Verrill, 1878",,,,,,P,D,ESZZ15001,2023,135,np,203,
2892,20186,I,,"Acanthogorgia hirsuta Gray, 1857",,,,,,P,C,ESZZ15003,2023,135,np,203,
2893,20188,I,,"Alcyonium acaule Marion, 1878",,,,,,P,D,ESZZ16001,2023,135,np,203,
2894,20193,I,,"Alcyonium palmatum Pallas, 1766",,,,,,C,D,ESZZ16002,2023,135,np,203,
2895,20198,I,,"Chrysogorgia quadruplex Thomson, 1927",,,,,,P,D,ESZZ15001,2023,135,np,203,
2896,20199,I,,"Metallogorgia melanotrichos Wright & Studer, 1889",,,,,,P,D,ESZZ15001,2023,135,np,203,
2897,20204,I,,"Clavularia crassa (Milne Edwards, 1848)",,,,,,C,B,ES6310002,2023,135,np,203,
2898,20205,I,,"Rolandia coralloides Lacaze-Duthiers, 1900",,,,,,R,B,ES6310002,2023,135,np,203,
2899,20213,I,1001,Corallium rubrum,1.0,,,,,R,"C,V",ES6110015,2023,135,np,203,
2900,20215,I,,"Cervera atlantica (Johnson, 1861)",,,,,,C,B,ES6310002,2023,135,np,203,
2901,20219,I,,"Ellisella paraplexauroides Stiasny, 1936",,,1.0,,grids1x1,P,"A,D",ES0000337,2023,135,np,203,22.0
2902,20221,I,,"Viminella flagellum (Johnson, 1863)",,,,,,C,D,ES6110015,2023,135,np,203,
2903,20223,I,,"Eunicella filiformis (Studer, 1879)",,,2.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
