timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-02T14:50:41,codecarbon,e8dade84-48f4-4235-b11a-82a148b82a8d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14992.720606158002,0.029981618933738036,1.999745057706445e-06,49.44642857142857,0.0,20.0,0.13874113170464114,0,0.09012618840022918,0.2288673201048705,Spain,ESP,,gcp,europe-southwest1,Linux-6.8.0-1026-azure-x86_64-with-glibc2.35,3.10.16,3.0.0,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,,,31.341808319091797,machine,Y,1.12
