timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-07T13:38:57,codecarbon,65358ca6-94e8-4127-bc21-29cad919f38a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,798.1626828570006,0.002021981941530559,2.533295511001507e-06,26.325000000000006,0.0,20.0,0.010656428015876615,0,0.004778548637028418,0.015434976652905032,Spain,ESP,,gcp,europe-southwest1,Linux-6.8.0-1026-azure-x86_64-with-glibc2.35,3.10.16,3.0.1,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,,,31.341800689697266,machine,Y,1.12
