ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
626,Camino Natural del Ebro,Etapa 17: Mendavia - Lodosa,Camino Natural del Ebro Etapa 17: Mendavia - Lodosa,"18,1440584975",CN por etapas (60),,,,"Comunidad Foral de Navarra, La Rioja","La Rioja, Navarra"
627,Camino Natural del Ebro,Etapa 17.1: Agoncillo - Alcanadre,Camino Natural del Ebro Etapa 17.1: Agoncillo - Alcanadre,"20,8104877253",CN por etapas (60),,,,"Comunidad Foral de Navarra, La Rioja","La Rioja, Navarra"
628,Camino Natural del Ebro,Etapa 18: Sartaguda - San Adrián,Camino Natural del Ebro Etapa 18: Sartaguda - San Adrián,"15,127912935",CN por etapas (60),,,,"Comunidad Foral de Navarra, La Rioja","La Rioja, Navarra"
629,Camino Natural del Ebro,Etapa 18.1: Alcanadre - San Adrián,Camino Natural del Ebro Etapa 18.1: Alcanadre - San Adrián,"28,4970853702",CN por etapas (60),,,,"Comunidad Foral de Navarra, La Rioja","La Rioja, Navarra"
1080,GR-321. Etapa 02. Isaba-Arrakogoiti,,GR-321. Etapa 02. Isaba-Arrakogoiti ,"14,67",,,GRXX0321_00E002_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
1088,GR-321. Etapa 01. Burgui-Isaba,,GR-321. Etapa 01. Burgui-Isaba ,"22,35",,,GRXX0321_00E001_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
1105,GR-120. Etapa 03. Arantzazu-Araia,,GR-120. Etapa 03. Arantzazu-Araia ,"15,92",,,GRXX0120_00E003_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
1159,GR-99. Etapa 16. Oyón-Mendavia,,GR-99. Etapa 16. Oyón-Mendavia ,"31,29",,,GRXX0099_00E016_0,,"Comunidad Foral de Navarra, La Rioja","La Rioja, Navarra"
1220,GR-282. Etapa 13. San Vicente de Arana (Álava)-Urbasa (Navarra),,GR-282. Etapa 13. San Vicente de Arana (Álava)-Urbasa (Navarra) ,"32,48",,,GRXX0282_00E013_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
1279,GR-20.1. Etapa 01. Urkillaga-Lizarrusti,,GR-20.1. Etapa 01. Urkillaga-Lizarrusti ,"9,05",,,GRXX0020_01E000_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1287,GR-12. Etapa 01. Etxegarate-Alto de Lizarrusti,,GR-12. Etapa 01. Etxegarate-Alto de Lizarrusti ,"14,17",,,GRXX0012_00E001_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1300,GR-285. Etapa 03. Tolosa-Ereñotzu,,GR-285. Etapa 03. Tolosa-Ereñotzu ,"33,86",,,GRXX0285_00E003_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1309,GR-283. Etapa 01. Lizarrusti-Ordizia,,GR-283. Etapa 01. Lizarrusti-Ordizia ,"23,2",,,GRXX0283_00E001_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1339,GR-15. Etapa 13. Ansó-Collado de Algaraieta,,GR-15. Etapa 13. Ansó-Collado de Algaraieta ,"10,36",,,GRXX0015_00E013_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra, Zaragoza"
1537,GR-11. Etapa 08A. Isaba-Zuriza,,GR-11. Etapa 08A. Isaba-Zuriza ,"10,81",,,GRXX0011_00E008_A,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
1608,GR-20. Etapa 04. Iribas-Betelu,,GR-20. Etapa 04. Iribas-Betelu ,"10,61",,,GRXX0020_00E004_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1794,GR-283. Etapa 06. Etxegarate-Lizarrusti,,GR-283. Etapa 06. Etxegarate-Lizarrusti ,"15,28",,,GRXX0283_00E006_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1850,GR-282. Etapa 12. Antoñana-San Vicente de Arana,,GR-282. Etapa 12. Antoñana-San Vicente de Arana ,"32,65",,,GRXX0282_00E012_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
1894,GR-35. Etapa 03. Zaldibia-Lizarrusti,,GR-35. Etapa 03. Zaldibia-Lizarrusti ,"17,72",,,GRXX0035_00E003_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
1969,GR-1. Etapa 42. Petilla de Aragón (Navarra)-Sos del Rey Católico,,GR-1. Etapa 42. Petilla de Aragón (Navarra)-Sos del Rey Católico ,"14,5",,,GRXX0001_00E042_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
