ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
2230,GR-7. Etapa 43. Collado Caroch-Casas de Benalí,,GR-7. Etapa 43. Collado Caroch-Casas de Benalí ,"26,5",,,GRXX0007_00E043_0,,Comunitat Valenciana,València/Valencia
2232,GR-7. Etapa 40. Rebollar-Campamento de Tabarla,,GR-7. Etapa 40. Rebollar-Campamento de Tabarla ,"20,95",,,GRXX0007_00E040_0,,Comunitat Valenciana,València/Valencia
2238,GR-7. Etapa 25. Fredes-Vallibona,,GR-7. Etapa 25. Fredes-Vallibona ,"23,92",,,GRXX0007_00E025_0,,Comunitat Valenciana,Castelló/Castellón
2396,GR-36. Etapa 04. Villamalur-Torralba del Pinar,,GR-36. Etapa 04. Villamalur-Torralba del Pinar ,"5,74",,,GRXX0036_00E004_0,,Comunitat Valenciana,Castelló/Castellón
2406,GR-236. Etapa 01. Gandía-Almiserà,,GR-236. Etapa 01. Gandía-Almiserà ,"19,12",,,GRXX0236_00E001_0,,Comunitat Valenciana,València/Valencia
2468,GR-36. Etapa 03. Alcudia de Veo-Villamalur,,GR-36. Etapa 03. Alcudia de Veo-Villamalur ,"8,9",,,GRXX0036_00E003_0,,Comunitat Valenciana,Castelló/Castellón
2535,GR-236. Etapa 04. Barraca d'Aigües Vives-Alcira,,GR-236. Etapa 04. Barraca d'Aigües Vives-Alcira ,"18,57",,,GRXX0236_00E004_0,,Comunitat Valenciana,València/Valencia
2557,PR-CV 127.1. Variante: Camí dels Geladors,,PR-CV 127.1. Variante: Camí dels Geladors ,"4,7",,,PRCV0127_01E000_0,,Comunitat Valenciana,"Alacant/Alicante, València/Valencia"
2617,PR-CV 434. El Surar-La Barraca de Pedra Seca i el Puig Agut de Llutxent,,PR-CV 434. El Surar-La Barraca de Pedra Seca i el Puig Agut de Llutxent ,"18,59",,,PRCV0434_00E000_0,,Comunitat Valenciana,València/Valencia
2620,PR-CV 429. Serra d'Alèdua,,PR-CV 429. Serra d'Alèdua ,"15,95",,,PRCV0429_00E000_0,,Comunitat Valenciana,València/Valencia
2629,PR-CV 257. Ruta de les Bodegues,,PR-CV 257. Ruta de les Bodegues ,"25,98",,,PRCV0257_00E000_0,,Comunitat Valenciana,València/Valencia
2634,PR-CV 338. Venta del Moro-Jaraguas,,PR-CV 338. Venta del Moro-Jaraguas ,"13,78",,,PRCV0338_00E000_0,,Comunitat Valenciana,València/Valencia
2642,PR-CV 405. Caminos del Señorío de Vilar de Canes,,PR-CV 405. Caminos del Señorío de Vilar de Canes ,"10,05",,,PRCV0405_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2643,PR-CV 250. Ruta del Oro,,PR-CV 250. Ruta del Oro ,"14,72",,,PRCV0250_00E000_0,,Comunitat Valenciana,València/Valencia
2649,PR-CV 294. Camí Vell de Benassal a Vistabella per Molí Pas,,PR-CV 294. Camí Vell de Benassal a Vistabella per Molí Pas ,"9,14",,,PRCV0294_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2657,PR-CV 335. Cavall Bernat: Itinerari panoràmic,,PR-CV 335. Cavall Bernat: Itinerari panoràmic ,"5,3",,,PRCV0335_00E000_0,,Comunitat Valenciana,València/Valencia
2660,PR-CV 301. Massos i Molins,,PR-CV 301. Massos i Molins ,"13,45",,,PRCV0301_00E000_0,,Comunitat Valenciana,València/Valencia
2664,PR-CV 381. Alto de Alcola,,PR-CV 381. Alto de Alcola ,"10,34",,,PRCV0381_00E000_0,,Comunitat Valenciana,València/Valencia
2665,PR-CV 291. Gestalgar-El Salto-Pera-Gestalgar,,PR-CV 291. Gestalgar-El Salto-Pera-Gestalgar ,"17,27",,,PRCV0291_00E000_0,,Comunitat Valenciana,València/Valencia
2675,PR-CV 433. Camino de San Pascual,,PR-CV 433. Camino de San Pascual ,"7,78",,,PRCV0433_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2677,PR-CV 300. Senda Malviaje,,PR-CV 300. Senda Malviaje ,"16,63",,,PRCV0300_00E000_0,,Comunitat Valenciana,València/Valencia
2684,PR-CV 380. Rio Cabriel,,PR-CV 380. Rio Cabriel ,"15,95",,,PRCV0380_00E000_0,,Comunitat Valenciana,València/Valencia
2695,PR-CV 302. Rambles i Muntanyes,,PR-CV 302. Rambles i Muntanyes ,"14,07",,,PRCV0302_00E000_0,,Comunitat Valenciana,València/Valencia
2700,PR-CV 447. La Huerta de la Vega,,PR-CV 447. La Huerta de la Vega ,"14,06",,,PRCV0447_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2711,PR-CV 305. Barranc els Molars,,PR-CV 305. Barranc els Molars ,"8,33",,,PRCV0305_00E000_0,,Comunitat Valenciana,València/Valencia
2713,PR-CV 352. Puntal de l'Aljub-Coll de Barres,,PR-CV 352. Puntal de l'Aljub-Coll de Barres ,"11,65",,,PRCV0352_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2716,PR-CV 438. Camins de la desembocadura del riu Millars,,PR-CV 438. Camins de la desembocadura del riu Millars ,"14,0",,,PRCV0438_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2719,PR-CV 357. Sender del Patrimoni (l'Alcora),,PR-CV 357. Sender del Patrimoni (l'Alcora) ,"13,65",,,PRCV0357_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2728,PR-CV 388. Ruta del Riberero,,PR-CV 388. Ruta del Riberero ,"12,82",,,PRCV0388_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2733,PR-CV 319. Ruta dels Senglars,,PR-CV 319. Ruta dels Senglars ,"12,45",,,PRCV0319_00E000_0,,Comunitat Valenciana,València/Valencia
2743,PR-CV 387. Camí del Roure de les Berrugues,,PR-CV 387. Camí del Roure de les Berrugues ,"10,7",,,PRCV0387_00E000_0,,Comunitat Valenciana,Castelló/Castellón
