ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
1159,GR-99. Etapa 16. Oyón-Mendavia,,GR-99. Etapa 16. Oyón-Mendavia ,"31,29",,,GRXX0099_00E016_0,,"Comunidad Foral de Navarra, La Rioja","La Rioja, Navarra"
1165,GR-99. Etapa 14. San Vicente de la Sonsierra-Elciego,,GR-99. Etapa 14. San Vicente de la Sonsierra-Elciego ,"22,86",,,GRXX0099_00E014_0,,"La Rioja, País Vasco/Euskadi","Araba/Álava, La Rioja"
1167,GR-99. Etapa 13. Haro-San Vicente de la Sonsierra,,GR-99. Etapa 13. Haro-San Vicente de la Sonsierra ,"15,55",,,GRXX0099_00E013_0,,"La Rioja, País Vasco/Euskadi","Araba/Álava, La Rioja"
1168,GR-99. Etapa 15. Elciego-Oyón,,GR-99. Etapa 15. Elciego-Oyón ,"25,47",,,GRXX0099_00E015_0,,"La Rioja, País Vasco/Euskadi","Araba/Álava, La Rioja"
1185,GR-99. Etapa 12.1 Miranda de Ebro-Puente de Briñas (Haro),,GR-99. Etapa 12.1 Miranda de Ebro-Puente de Briñas (Haro) ,"22,08",,,GRXX0099_00E012_1,,"Castilla y León, La Rioja, País Vasco/Euskadi","Araba/Álava, Burgos, La Rioja"
1357,GR-290. Etapa 04. Huerta de Arriba-Neila,,GR-290. Etapa 04. Huerta de Arriba-Neila ,"15,41",,,GRXX0290_00E004_0,,"Castilla y León, La Rioja","Burgos, La Rioja, Soria"
1383,GR-291. Etapa 03. Suzana-Pancorbo,,GR-291. Etapa 03. Suzana-Pancorbo ,"23,91",,,GRXX0291_00E003_0,,"Castilla y León, La Rioja","Burgos, La Rioja"
1837,GR-291. Etapa 02. Santa Gadea del Cid-Suzana,,GR-291. Etapa 02. Santa Gadea del Cid-Suzana ,"17,18",,,GRXX0291_00E002_0,,"Castilla y León, La Rioja","Burgos, La Rioja"
1945,GR-38. Etapa 01. Oyón-Laguardia,,GR-38. Etapa 01. Oyón-Laguardia ,"19,92",,,GRXX0038_00E001_0,,"La Rioja, País Vasco/Euskadi","Araba/Álava, La Rioja"
2346,GR-1. Etapa 58. Berganzo-Berantevilla,,GR-1. Etapa 58. Berganzo-Berantevilla ,"13,75",,,GRXX0001_00E058_0,,"Castilla y León, La Rioja, País Vasco/Euskadi","Araba/Álava, Burgos, La Rioja"
2373,GR-291. Etapa 01. Pancorbo-Santa Gadea-del Cid,,GR-291. Etapa 01. Pancorbo-Santa Gadea-del Cid ,"20,26",,,GRXX0291_00E001_0,,"Castilla y León, La Rioja","Burgos, La Rioja"
2441,GR-1. Etapa 56. Pipaón-Peñacerrada (Urizaharra),,GR-1. Etapa 56. Pipaón-Peñacerrada (Urizaharra) ,"9,9",,,GRXX0001_00E056_0,,"La Rioja, País Vasco/Euskadi","Araba/Álava, La Rioja"
2481,GR-1. Etapa 59. Berantevilla-Armiñón,,GR-1. Etapa 59. Berantevilla-Armiñón ,"11,06",,,GRXX0001_00E059_0,,"Castilla y León, La Rioja, País Vasco/Euskadi","Araba/Álava, Burgos, La Rioja"
2967,PR-BU 221. Sendero de Santa Engracia,,PR-BU 221. Sendero de Santa Engracia ,"13,17",,,PRBU0221_00E000_0,,"Castilla y León, La Rioja","Burgos, La Rioja"
2973,PR-BU 222. Sendero de Barbalantes,,PR-BU 222. Sendero de Barbalantes ,"8,22",,,PRBU0222_00E000_0,,"Castilla y León, La Rioja","Burgos, La Rioja"
4590,VV de Préjano,,VV de Préjano ,"5,17",,,VVPREJ_098,Préjano Greenway,"Castilla y León, La Rioja","La Rioja, Soria"
4612,VV de El Cortijo,,VV de El Cortijo ,"2,95",,,VVCORT_035,El Cortijo Greenway,"La Rioja, País Vasco/Euskadi","Araba/Álava, La Rioja"
4638,VV del Rio Oja,,VV del Rio Oja ,"39,55",,,VVROJA_102,Río Oja Greenway,"Castilla y León, La Rioja","Burgos, La Rioja"
